time,distF,distL,distR,distSL,distSR,status,obstacle_count
48.531,30.38,55.98,32.01,52.09,36.19,DRIVING,4
48.656,26.81,50.63,28.8,48.57,37.77,DRIVING,4
48.779,23.44,49.88,25.65,46.33,35.41,DRIVING,4
48.902,19.92,48.06,22.19,45.19,34.58,RIGHT_OBSTACLE,5
49.724,39.41,47.5,43.52,88.47,21.54,DRIVING,5
49.85,38.39,47.89,46.97,45.12,20.48,DRIVING,5
49.974,37.03,47.12,41.26,50.59,19.79,DRIVING,5
50.098,34.05,47.12,39.17,51.48,19.82,DRIVING,5
50.225,31.08,47.12,35.38,90.46,19.89,DRIVING,5
50.354,27.81,47.12,33.13,54.94,19.58,DRIVING,5
50.48,24.43,47.12,28.92,56.19,20.2,DRIVING,5
50.606,21.88,94.91,25.77,56.49,21.15,DRIVING,5
50.731,22.53,92.23,19.28,61.64,21.68,DRIVING,5
50.855,18.5,90.64,14.01,55.0,22.51,RIGHT_OBSTACLE,6
51.679,82.74,75.12,89.05,80.27,18.8,DRIVING,6
51.812,82.04,76.06,86.95,75.82,19.3,DRIVING,6
51.944,80.0,84.75,84.59,75.51,19.7,DRIVING,6
52.076,77.95,85.02,79.0,77.35,20.35,DRIVING,6
52.208,74.31,81.12,75.55,76.91,21.25,DRIVING,6
52.339,70.38,63.22,72.28,69.16,22.15,DRIVING,6
52.469,66.88,58.62,67.66,70.14,23.44,DRIVING,6
52.598,64.99,54.86,63.95,69.82,24.97,DRIVING,6
52.726,60.13,52.22,59.79,55.76,26.57,DRIVING,6
52.853,57.94,49.22,56.42,82.01,28.65,DRIVING,6
52.981,54.54,46.55,52.9,70.14,29.9,DRIVING,6
53.108,49.62,42.25,48.94,78.66,32.79,DRIVING,6
53.235,46.87,38.35,45.48,78.78,34.29,DRIVING,6
53.362,40.39,34.82,42.59,78.44,36.84,DRIVING,6
53.488,38.32,30.57,37.47,73.34,58.89,DRIVING,6
53.614,35.53,27.49,33.85,77.57,58.24,DRIVING,6
53.74,30.55,24.31,30.02,75.92,56.41,DRIVING,6
53.865,27.17,23.75,28.97,74.99,46.97,DRIVING,6
53.989,23.83,16.37,22.68,70.3,49.93,DRIVING,6
54.112,20.52,17.78,19.87,68.27,57.53,DRIVING,6
54.235,17.26,9.66,15.25,64.52,58.23,RIGHT_OBSTACLE,7
55.056,53.18,72.69,4.68,89.08,16.86,RIGHT_OBSTACLE,8
55.882,83.1,51.75,75.0,50.24,58.99,DRIVING,8
56.013,79.17,49.74,79.19,50.07,61.54,DRIVING,8
56.143,76.74,48.5,81.29,49.76,64.38,DRIVING,8
56.274,75.26,46.67,79.88,49.59,66.11,DRIVING,8
56.406,71.4,44.22,77.21,47.26,60.42,DRIVING,8
56.536,68.49,41.74,73.88,58.28,73.03,DRIVING,8
56.666,66.35,39.25,72.16,59.04,72.4,DRIVING,8
56.797,62.66,36.02,69.92,59.64,72.44,DRIVING,8
56.926,59.01,33.46,60.57,69.34,72.84,DRIVING,8
57.056,55.25,30.07,57.61,61.61,82.11,DRIVING,8
57.185,53.06,27.23,52.56,65.87,86.41,DRIVING,8
57.313,27.98,24.14,47.63,59.4,89.74,DRIVING,8
57.44,23.09,21.27,46.0,59.64,63.27,DRIVING,8
57.565,23.09,18.14,40.9,60.28,62.32,DRIVING,8
57.695,14.65,14.81,37.77,56.0,95.93,LEFT_OBSTACLE,9
58.52,53.3,36.41,34.85,15.79,57.04,DRIVING,9
58.643,52.7,34.37,78.93,18.17,71.08,DRIVING,9
58.77,51.99,33.34,75.89,20.31,69.43,DRIVING,9
58.897,49.86,33.39,72.52,34.83,57.75,DRIVING,9
59.024,48.72,33.35,70.84,34.12,58.89,DRIVING,9
59.151,47.89,42.81,68.88,31.38,59.04,DRIVING,9
59.277,75.07,40.21,65.09,30.19,62.54,DRIVING,9
59.406,71.52,37.33,63.36,29.53,60.66,DRIVING,9
59.533,67.59,34.0,60.28,35.0,64.86,DRIVING,9
59.661,65.4,31.08,59.74,35.72,65.33,DRIVING,9
59.788,61.01,28.49,61.35,36.38,65.57,DRIVING,9
59.915,57.39,25.36,57.26,39.24,81.21,DRIVING,9
60.042,55.06,22.85,49.69,40.55,71.55,DRIVING,9
60.168,50.73,20.37,44.61,42.4,63.92,DRIVING,9
60.294,48.43,17.09,41.87,41.91,58.4,DRIVING,9
60.418,44.63,13.89,37.71,41.67,61.56,LEFT_OBSTACLE,10
61.241,60.16,34.97,66.16,42.86,89.91,DRIVING,10
61.371,67.83,35.45,65.43,41.7,91.31,DRIVING,10
61.501,68.66,35.87,64.84,41.62,91.31,DRIVING,10
61.631,77.11,47.19,61.85,35.79,56.61,DRIVING,10
61.76,61.01,47.24,79.65,36.26,56.61,DRIVING,10
61.891,56.63,46.29,74.04,32.91,58.99,DRIVING,10
62.019,51.44,50.73,71.09,32.57,57.77,DRIVING,10
62.147,48.25,50.3,66.71,43.81,60.08,DRIVING,10
62.275,46.33,51.9,63.21,34.77,62.37,DRIVING,10
62.402,41.29,58.34,62.65,43.35,62.92,DRIVING,10
62.53,36.67,55.22,56.88,44.69,65.45,DRIVING,10
62.657,34.12,53.5,57.6,45.88,64.14,DRIVING,10
62.784,47.96,48.93,51.92,47.57,66.15,DRIVING,10
62.912,43.62,46.22,47.63,46.21,66.11,DRIVING,10
63.039,20.57,43.35,45.92,45.66,68.53,DRIVING,10
63.164,19.57,40.38,42.87,47.63,68.77,LEFT_OBSTACLE,11
63.989,64.8,40.17,63.24,14.14,67.81,ADJUST_RIGHT,11
64.316,65.64,37.13,63.17,13.94,82.57,ADJUST_RIGHT,11
64.644,36.53,32.73,63.48,37.5,81.28,DRIVING,11
64.771,32.47,29.05,63.48,36.38,70.07,DRIVING,11
64.896,28.34,7.43,62.59,35.55,63.39,LEFT_OBSTACLE,12
65.72,56.61,70.62,76.91,29.65,66.1,DRIVING,12
65.849,55.78,58.17,78.39,32.64,65.18,DRIVING,12
65.979,54.42,55.96,76.06,35.19,80.39,DRIVING,12
66.108,52.39,52.94,75.07,37.33,72.44,DRIVING,12
66.237,49.73,50.42,71.88,38.1,71.69,DRIVING,12
66.366,46.89,46.63,70.09,66.32,73.27,DRIVING,12
66.496,44.27,43.33,67.1,65.23,71.91,DRIVING,12
66.625,41.72,40.12,63.19,64.62,67.52,DRIVING,12
66.754,40.46,37.04,58.84,65.02,76.47,DRIVING,12
66.882,36.5,33.81,55.17,64.34,81.34,DRIVING,12
67.01,50.68,30.67,50.24,64.52,51.71,DRIVING,12
67.137,46.94,27.49,48.71,67.9,82.98,DRIVING,12
67.265,42.43,24.46,53.64,73.3,84.22,DRIVING,12
67.393,40.46,21.62,39.95,51.73,65.86,DRIVING,12
67.518,35.6,18.7,34.19,52.51,65.57,DRIVING,12
67.643,33.34,15.22,30.75,64.58,88.43,DRIVING,12
67.769,30.36,11.73,28.54,66.49,89.81,LEFT_OBSTACLE,13
68.594,44.86,38.03,76.14,27.52,66.93,DRIVING,13
68.721,83.64,39.7,73.27,26.86,64.82,DRIVING,13
68.85,80.6,40.26,71.84,27.95,60.83,DRIVING,13
68.978,77.15,38.91,69.9,25.62,64.04,DRIVING,13
69.107,74.85,36.79,74.22,28.71,63.27,DRIVING,13
69.235,71.04,35.33,75.29,38.03,61.49,DRIVING,13
69.364,67.06,33.39,72.64,36.02,64.87,DRIVING,13
69.492,63.68,31.48,71.37,33.15,56.2,DRIVING,13
69.619,59.89,29.56,65.62,31.09,58.68,DRIVING,13
69.745,56.25,27.69,63.02,29.14,61.08,DRIVING,13
69.872,52.87,25.91,53.92,27.27,62.15,DRIVING,13
69.997,43.55,24.75,55.27,25.98,66.88,DRIVING,13
70.122,40.34,23.1,52.19,24.67,64.62,DRIVING,13
70.246,35.96,21.37,36.4,22.07,66.23,DRIVING,13
70.369,31.62,20.16,45.24,20.4,66.71,DRIVING,13
70.492,28.66,18.5,28.51,18.41,64.38,DRIVING,13
70.612,25.35,17.02,24.38,16.93,67.93,DRIVING,13
70.733,21.69,14.65,21.3,15.39,67.0,LEFT_OBSTACLE,14
71.554,60.78,32.62,79.81,21.64,91.72,DRIVING,14
71.683,69.31,35.51,68.43,20.2,97.17,DRIVING,14
71.813,60.59,41.63,81.86,21.4,68.07,DRIVING,14
71.941,58.97,47.24,67.12,19.65,69.21,DRIVING,14
72.068,53.18,40.99,75.07,33.59,68.73,DRIVING,14
72.196,49.84,40.32,75.87,31.71,69.84,DRIVING,14
72.324,45.88,45.42,67.54,32.05,70.96,DRIVING,14
72.452,42.72,49.91,75.55,33.35,49.67,DRIVING,14
72.578,57.63,47.69,66.98,35.97,50.05,DRIVING,14
72.706,54.54,46.19,60.93,37.76,72.08,DRIVING,14
72.834,48.55,47.33,57.9,39.12,71.76,DRIVING,14
72.961,44.25,45.93,54.64,39.05,72.81,DRIVING,14
73.089,24.9,40.17,50.13,39.19,72.88,DRIVING,14
73.213,21.85,39.12,47.43,39.17,49.01,DRIVING,14
73.337,33.12,34.44,48.99,38.4,65.28,DRIVING,14
73.462,15.71,31.13,47.12,36.09,74.15,LEFT_OBSTACLE,15
74.287,68.19,41.23,70.43,10.81,58.53,ADJUST_RIGHT,15
74.613,68.26,36.23,67.98,9.62,59.82,ADJUST_RIGHT,15
74.94,50.51,6.02,66.4,30.09,87.67,LEFT_OBSTACLE,16
75.766,67.12,66.16,70.98,38.64,55.96,DRIVING,16
75.895,82.96,65.37,68.83,57.78,54.86,DRIVING,16
76.027,78.68,64.41,67.52,82.31,57.32,DRIVING,16
76.16,77.64,63.05,64.92,82.6,53.48,DRIVING,16
76.292,76.19,60.86,62.78,82.37,53.67,DRIVING,16
76.424,74.02,59.43,60.15,60.01,54.2,DRIVING,16
76.554,70.16,57.34,56.76,59.35,53.6,DRIVING,16
76.684,59.4,55.62,54.04,58.33,54.72,DRIVING,16
76.812,53.52,54.32,50.83,55.23,54.32,DRIVING,16
76.94,49.78,52.55,47.52,52.99,45.78,DRIVING,16
77.067,45.87,51.29,43.93,52.02,54.06,DRIVING,16
77.194,43.42,49.57,40.61,50.46,44.93,DRIVING,16
77.319,38.62,47.29,37.28,48.38,43.45,DRIVING,16
77.444,35.24,45.44,33.9,46.75,43.47,DRIVING,16
77.568,32.15,42.36,30.45,45.2,53.3,DRIVING,16
77.691,28.29,39.53,27.01,43.33,52.36,DRIVING,16
77.815,24.79,37.35,23.63,42.81,46.95,DRIVING,16
77.937,21.61,35.92,21.08,37.86,46.5,DRIVING,16
78.059,18.14,34.46,18.09,34.78,47.16,LEFT_OBSTACLE,17
78.88,42.74,15.49,43.23,15.98,71.43,DRIVING,17
79.003,40.78,17.63,54.69,15.74,58.63,DRIVING,17
79.126,37.98,48.88,53.5,15.91,57.63,DRIVING,17
79.251,35.36,42.09,51.92,15.69,61.59,DRIVING,17
79.375,32.49,40.02,49.79,15.2,56.03,DRIVING,17
79.499,29.19,36.55,48.5,14.96,54.91,ADJUST_RIGHT,17
79.821,25.07,13.79,25.4,13.77,62.54,LEFT_OBSTACLE,18
80.642,61.71,26.96,66.03,34.12,62.54,DRIVING,18
80.772,63.68,30.97,83.1,28.29,62.54,DRIVING,18
80.904,62.0,42.04,81.72,27.76,61.39,DRIVING,18
81.032,59.16,48.06,78.81,38.22,61.85,DRIVING,18
81.161,57.61,47.7,79.44,26.76,62.05,DRIVING,18
81.289,53.35,46.24,68.61,29.89,63.07,DRIVING,18
81.416,49.79,48.81,69.41,38.1,64.02,DRIVING,18
81.544,46.05,52.34,69.38,38.34,65.23,DRIVING,18
81.672,42.19,53.47,62.48,39.76,66.66,DRIVING,18
81.8,54.23,51.88,60.79,44.0,67.17,DRIVING,18
81.928,50.35,50.22,62.37,42.5,68.07,DRIVING,18
82.057,31.13,51.53,55.17,44.03,67.59,DRIVING,18
82.183,42.67,46.55,51.12,43.69,69.19,DRIVING,18
82.31,37.81,43.2,46.97,43.57,69.14,DRIVING,18
82.437,19.52,37.76,42.55,42.04,40.27,RIGHT_OBSTACLE,19
83.259,34.65,40.87,31.4,52.89,17.34,DRIVING,19
83.382,34.53,39.24,31.35,47.8,18.53,DRIVING,19
83.504,33.69,37.15,30.87,50.54,31.5,DRIVING,19
83.627,30.69,34.34,28.54,50.68,30.19,DRIVING,19
83.748,27.57,32.73,25.52,44.1,31.69,DRIVING,19
83.87,23.8,29.67,22.78,41.26,28.66,DRIVING,19
83.991,20.4,27.35,19.35,41.02,28.65,DRIVING,19
84.111,17.31,28.75,16.51,39.88,25.09,RIGHT_OBSTACLE,20
84.931,33.86,28.75,23.32,59.52,21.61,DRIVING,20
85.057,34.65,28.75,23.8,60.04,19.94,DRIVING,20
85.183,32.08,97.29,23.38,58.7,19.01,DRIVING,20
85.309,30.33,95.3,23.68,56.37,19.65,DRIVING,20
85.434,28.88,93.69,23.46,64.41,23.85,DRIVING,20
85.56,49.06,91.85,22.61,87.18,19.94,DRIVING,20
85.688,44.61,89.37,21.9,89.39,63.63,DRIVING,20
85.819,43.06,86.7,41.21,73.87,19.82,DRIVING,20
85.946,39.41,84.06,15.91,88.55,22.97,DRIVING,20
86.073,36.79,82.18,13.7,84.63,19.06,RIGHT_OBSTACLE,21
86.899,78.76,74.1,77.15,56.81,36.77,DRIVING,21
87.03,80.0,71.2,76.01,50.07,38.08,DRIVING,21
87.16,77.55,72.22,75.79,58.85,39.63,DRIVING,21
87.292,76.18,46.02,74.44,53.99,42.18,DRIVING,21
87.421,73.66,39.24,70.92,52.33,44.35,DRIVING,21
87.549,73.19,61.32,68.43,56.0,80.9,DRIVING,21
87.682,99.06,56.73,64.99,54.16,48.62,DRIVING,21
87.813,98.53,34.05,62.0,53.16,75.04,DRIVING,21
87.944,97.7,52.14,59.5,54.52,71.91,DRIVING,21
88.076,90.0,51.73,56.03,30.43,69.85,DRIVING,21
88.206,80.6,48.28,53.38,54.42,66.81,DRIVING,21
88.336,75.85,44.15,51.14,27.15,66.37,DRIVING,21
88.463,72.18,42.09,48.93,25.42,65.55,DRIVING,21
88.59,68.36,38.85,46.04,26.93,66.66,DRIVING,21
88.717,63.92,36.07,44.17,24.85,50.12,DRIVING,21
88.842,60.49,33.41,42.3,42.33,69.43,DRIVING,21
88.969,57.19,31.26,39.83,40.09,72.22,DRIVING,21
89.095,53.04,28.03,38.66,35.07,39.87,DRIVING,21
89.219,32.69,25.72,36.75,31.98,37.54,DRIVING,21
89.339,25.38,22.54,34.61,28.48,35.29,DRIVING,21
89.46,21.73,19.75,33.49,25.96,33.22,DRIVING,21
89.58,19.57,16.83,33.01,22.88,31.98,LEFT_OBSTACLE,22
90.4,25.86,27.78,58.6,20.26,93.47,DRIVING,22
90.525,27.47,26.5,56.24,51.97,62.37,DRIVING,22
90.65,27.47,24.16,72.39,51.97,99.52,DRIVING,22
90.79,27.47,22.34,70.19,45.9,70.02,DRIVING,22
90.923,70.82,20.16,68.7,40.32,95.13,DRIVING,22
91.052,66.4,18.14,63.97,25.21,87.5,DRIVING,22
91.18,63.39,15.37,61.17,42.11,71.98,DRIVING,22
91.307,61.2,12.94,58.57,68.82,76.25,LEFT_OBSTACLE,23
92.135,88.74,60.66,85.65,57.78,40.51,DRIVING,23
92.267,89.69,75.05,49.18,56.29,43.23,DRIVING,23
92.397,85.95,74.29,59.08,57.68,43.35,DRIVING,23
92.528,85.0,74.14,45.17,57.38,42.19,DRIVING,23
92.658,82.93,73.0,42.69,57.14,41.97,DRIVING,23
92.787,80.84,73.0,67.0,58.99,38.96,DRIVING,23
92.918,76.7,77.04,33.61,63.09,39.03,DRIVING,23
93.047,74.43,71.03,30.14,69.51,44.61,DRIVING,23
93.176,69.73,69.26,53.5,69.45,38.68,DRIVING,23
93.306,64.28,73.66,51.56,67.83,38.44,DRIVING,23
93.436,63.85,67.56,23.7,57.43,39.63,DRIVING,23
93.563,63.68,60.71,49.4,66.13,37.3,DRIVING,23
93.691,55.54,56.24,45.42,66.01,19.89,DRIVING,23
93.817,53.65,55.83,45.53,66.37,19.65,DRIVING,23
93.944,48.01,52.09,43.81,65.04,16.27,DRIVING,23
94.069,43.62,49.74,38.9,64.63,16.46,DRIVING,23
94.194,40.65,45.87,37.11,50.42,17.75,DRIVING,23
94.317,36.26,42.86,33.73,55.35,19.11,DRIVING,23
94.44,31.96,40.22,32.95,50.58,32.69,DRIVING,23
94.564,27.98,33.73,28.49,44.93,37.25,DRIVING,23
94.686,24.02,29.05,24.28,43.57,31.04,DRIVING,23
94.807,20.09,25.42,20.3,41.14,28.76,DRIVING,23
94.926,16.18,22.17,16.51,33.88,28.88,RIGHT_OBSTACLE,24
95.746,23.09,35.97,14.3,70.43,14.08,RIGHT_OBSTACLE,25
96.567,93.67,92.75,14.3,27.4,27.88,LEFT_OBSTACLE,26
97.405,27.52,37.88,15.96,70.24,13.91,ADJUST_LEFT,26
97.728,13.33,25.06,10.13,41.19,14.33,RIGHT_OBSTACLE,27
98.546,29.09,25.06,23.21,60.4,14.67,ADJUST_LEFT,27
98.872,22.24,36.72,13.63,73.37,13.79,RIGHT_OBSTACLE,28
99.693,22.24,93.18,35.38,86.43,26.08,DRIVING,28
99.825,22.24,92.36,34.66,92.94,25.11,DRIVING,28
99.958,95.74,91.92,34.07,31.03,24.33,DRIVING,28
100.086,94.74,88.5,56.1,35.77,25.47,DRIVING,28
100.216,89.39,86.68,53.92,32.15,28.19,DRIVING,28
100.345,87.11,83.38,51.66,36.79,29.73,DRIVING,28
100.474,81.69,80.43,51.24,56.66,31.74,DRIVING,28
100.604,79.42,77.38,49.52,55.95,29.55,DRIVING,28
100.733,74.53,74.41,50.9,52.68,29.78,DRIVING,28
100.862,71.33,71.08,46.63,55.0,30.84,DRIVING,28
100.99,67.22,67.9,47.07,53.16,33.71,DRIVING,28
101.118,63.73,64.41,72.98,65.77,42.53,DRIVING,28
101.25,60.35,60.67,69.8,65.7,41.51,DRIVING,28
101.379,55.44,57.29,68.31,66.32,40.44,DRIVING,28
101.508,51.58,53.5,59.26,67.25,39.56,DRIVING,28
101.636,47.31,50.98,54.43,38.44,38.39,DRIVING,28
101.762,43.74,46.78,49.69,46.44,38.08,DRIVING,28
101.886,39.87,43.37,50.52,38.52,37.13,DRIVING,28
102.011,35.89,40.05,43.42,71.37,36.7,DRIVING,28
102.136,31.62,37.89,36.33,49.66,36.41,DRIVING,28
102.26,27.52,98.36,29.73,54.52,36.48,DRIVING,28
102.387,23.95,98.36,26.04,59.21,36.01,DRIVING,28
102.513,19.92,98.36,23.32,61.29,36.07,RIGHT_OBSTACLE,29
103.34,68.66,67.32,96.7,65.11,19.3,DRIVING,29
103.471,68.14,63.73,94.79,64.57,18.34,DRIVING,29
103.601,65.28,63.02,93.26,64.23,17.87,DRIVING,29
103.731,62.78,62.27,90.29,62.75,17.41,DRIVING,29
103.861,59.4,60.47,86.05,78.54,16.69,DRIVING,29
103.991,55.73,58.04,67.22,92.06,16.51,DRIVING,29
104.12,51.92,60.11,69.73,89.64,16.46,DRIVING,29
104.249,48.01,51.27,58.4,53.87,16.46,DRIVING,29
104.374,44.56,51.02,50.83,52.62,16.69,DRIVING,29
104.499,41.07,45.46,45.19,83.05,16.57,DRIVING,29
104.625,37.2,43.13,52.43,62.31,17.46,DRIVING,29
104.75,32.88,39.97,52.21,47.04,17.46,DRIVING,29
104.872,28.59,36.38,48.93,60.16,18.43,DRIVING,29
104.996,24.84,32.44,29.21,42.86,19.6,DRIVING,29
105.117,21.52,27.37,23.7,42.38,20.6,DRIVING,29
105.237,18.21,23.44,21.3,40.72,20.59,RIGHT_OBSTACLE,30
