time,distF,distLeft,distRight,direction,status,obstacle_count
99.943,61.37,-1.0,-1.0,-1,DRIVING,16
100.249,58.92,-1.0,-1.0,-1,DRIVING,16
100.556,52.77,-1.0,-1.0,-1,DRIVING,16
100.862,46.19,-1.0,-1.0,-1,DRIVING,16
101.169,38.34,-1.0,-1.0,-1,DRIVING,16
101.474,34.48,-1.0,-1.0,-1,DRIVING,16
101.779,116.01,-1.0,-1.0,-1,DRIVING,16
102.089,107.19,-1.0,-1.0,-1,DRIVING,16
102.398,100.35,-1.0,-1.0,-1,DRIVING,16
102.708,2.18,2.7,97.26,RIGHT,OBSTACLE,17
105.322,74.12,-1.0,-1.0,-1,DRIVING,17
105.63,73.61,-1.0,-1.0,-1,DRIVING,17
105.937,67.83,-1.0,-1.0,-1,DRIVING,17
106.245,68.27,-1.0,-1.0,-1,DRIVING,17
106.552,60.52,-1.0,-1.0,-1,DRIVING,17
106.858,52.82,-1.0,-1.0,-1,DRIVING,17
107.164,45.34,-1.0,-1.0,-1,DRIVING,17
107.47,37.26,-1.0,-1.0,-1,DRIVING,17
107.776,30.38,-1.0,-1.0,-1,DRIVING,17
108.081,22.83,-1.0,-1.0,-1,DRIVING,17
108.385,15.47,57.99,48.55,LEFT,OBSTACLE,18
111.001,28.31,-1.0,-1.0,-1,DRIVING,18
111.305,24.45,-1.0,-1.0,-1,DRIVING,18
111.61,17.78,88.21,19.41,LEFT,OBSTACLE,19
114.227,67.91,-1.0,-1.0,-1,DRIVING,19
114.534,64.75,-1.0,-1.0,-1,DRIVING,19
114.84,58.99,-1.0,-1.0,-1,DRIVING,19
115.147,50.03,-1.0,-1.0,-1,DRIVING,19
115.453,41.91,-1.0,-1.0,-1,DRIVING,19
115.759,34.83,-1.0,-1.0,-1,DRIVING,19
116.064,27.54,-1.0,-1.0,-1,DRIVING,19
116.369,20.47,-1.0,-1.0,-1,DRIVING,19
116.673,13.12,26.1,12.14,LEFT,OBSTACLE,20
119.285,72.83,-1.0,-1.0,-1,DRIVING,20
119.592,71.91,-1.0,-1.0,-1,DRIVING,20
119.9,70.12,-1.0,-1.0,-1,DRIVING,20
120.207,63.7,-1.0,-1.0,-1,DRIVING,20
120.514,61.71,-1.0,-1.0,-1,DRIVING,20
120.82,53.24,-1.0,-1.0,-1,DRIVING,20
121.127,41.82,-1.0,-1.0,-1,DRIVING,20
121.433,34.24,-1.0,-1.0,-1,DRIVING,20
121.738,26.71,-1.0,-1.0,-1,DRIVING,20
122.043,17.97,15.66,24.9,RIGHT,OBSTACLE,21
124.654,48.37,-1.0,-1.0,-1,DRIVING,21
124.96,46.6,-1.0,-1.0,-1,DRIVING,21
125.266,39.22,-1.0,-1.0,-1,DRIVING,21
125.572,32.64,-1.0,-1.0,-1,DRIVING,21
125.877,25.04,-1.0,-1.0,-1,DRIVING,21
126.182,18.38,21.54,35.07,RIGHT,OBSTACLE,22
128.795,87.98,-1.0,-1.0,-1,DRIVING,22
129.103,85.75,-1.0,-1.0,-1,DRIVING,22
129.412,81.7,-1.0,-1.0,-1,DRIVING,22
129.719,84.83,-1.0,-1.0,-1,DRIVING,22
130.027,80.24,-1.0,-1.0,-1,DRIVING,22
130.335,56.68,-1.0,-1.0,-1,DRIVING,22
130.641,47.84,-1.0,-1.0,-1,DRIVING,22
130.948,41.68,-1.0,-1.0,-1,DRIVING,22
131.254,33.58,-1.0,-1.0,-1,DRIVING,22
131.558,25.79,-1.0,-1.0,-1,DRIVING,22
131.863,17.99,44.15,49.56,RIGHT,OBSTACLE,23
134.478,49.15,-1.0,-1.0,-1,DRIVING,23
134.785,47.46,-1.0,-1.0,-1,DRIVING,23
135.091,48.5,-1.0,-1.0,-1,DRIVING,23
135.396,48.65,-1.0,-1.0,-1,DRIVING,23
135.702,51.54,-1.0,-1.0,-1,DRIVING,23
136.008,40.12,-1.0,-1.0,-1,DRIVING,23
136.314,34.19,-1.0,-1.0,-1,DRIVING,23
136.62,32.05,-1.0,-1.0,-1,DRIVING,23
136.925,23.68,-1.0,-1.0,-1,DRIVING,23
137.229,15.54,12.8,41.17,RIGHT,OBSTACLE,24
139.841,31.03,-1.0,-1.0,-1,DRIVING,24
140.146,28.78,-1.0,-1.0,-1,DRIVING,24
140.451,22.15,-1.0,-1.0,-1,DRIVING,24
140.755,112.1,-1.0,-1.0,-1,DRIVING,24
141.066,18.33,5.63,56.75,RIGHT,OBSTACLE,25
143.679,85.9,-1.0,-1.0,-1,DRIVING,25
143.987,83.05,-1.0,-1.0,-1,DRIVING,25
144.295,75.38,-1.0,-1.0,-1,DRIVING,25
144.603,67.75,-1.0,-1.0,-1,DRIVING,25
144.91,60.03,-1.0,-1.0,-1,DRIVING,25
145.217,52.34,-1.0,-1.0,-1,DRIVING,25
145.523,44.39,-1.0,-1.0,-1,DRIVING,25
145.828,36.18,-1.0,-1.0,-1,DRIVING,25
146.134,29.19,-1.0,-1.0,-1,DRIVING,25
146.439,20.94,-1.0,-1.0,-1,DRIVING,25
146.743,13.16,92.0,8.4,LEFT,OBSTACLE,26
149.358,70.75,-1.0,-1.0,-1,DRIVING,26
149.665,70.18,-1.0,-1.0,-1,DRIVING,26
149.974,62.56,-1.0,-1.0,-1,DRIVING,26
150.28,55.45,-1.0,-1.0,-1,DRIVING,26
150.586,49.03,-1.0,-1.0,-1,DRIVING,26
150.892,40.55,-1.0,-1.0,-1,DRIVING,26
151.198,31.76,-1.0,-1.0,-1,DRIVING,26
151.502,28.71,-1.0,-1.0,-1,DRIVING,26
151.808,20.94,-1.0,-1.0,-1,DRIVING,26
152.112,17.02,26.88,4.68,LEFT,OBSTACLE,27
154.724,19.4,85.78,20.93,LEFT,OBSTACLE,28
157.34,86.68,-1.0,-1.0,-1,DRIVING,28
157.648,82.69,-1.0,-1.0,-1,DRIVING,28
157.956,77.54,-1.0,-1.0,-1,DRIVING,28
158.264,69.45,-1.0,-1.0,-1,DRIVING,28
158.571,62.1,-1.0,-1.0,-1,DRIVING,28
158.878,56.1,-1.0,-1.0,-1,DRIVING,28
159.184,46.68,-1.0,-1.0,-1,DRIVING,28
159.491,40.66,-1.0,-1.0,-1,DRIVING,28
159.796,33.3,-1.0,-1.0,-1,DRIVING,28
160.101,29.61,-1.0,-1.0,-1,DRIVING,28
160.406,25.7,-1.0,-1.0,-1,DRIVING,28
160.71,22.37,-1.0,-1.0,-1,DRIVING,28
161.014,22.95,-1.0,-1.0,-1,DRIVING,28
161.319,16.54,36.99,5.58,LEFT,OBSTACLE,29
163.932,19.09,83.81,17.61,LEFT,OBSTACLE,30
