time,distF,distLeft,distRight,direction,status,obstacle_count
37.872,41.28,-1.0,-1.0,-1,DRIVING,4
38.177,34.78,-1.0,-1.0,-1,DRIVING,4
38.482,35.12,-1.0,-1.0,-1,DRIVING,4
38.788,36.28,-1.0,-1.0,-1,DRIVING,4
39.093,27.61,-1.0,-1.0,-1,DRIVING,4
39.398,18.5,9.78,48.45,RIGHT,OBSTACLE,5
42.011,81.53,-1.0,-1.0,-1,DRIVING,5
42.318,92.89,-1.0,-1.0,-1,DRIVING,5
42.628,85.02,-1.0,-1.0,-1,DRIVING,5
42.936,77.54,-1.0,-1.0,-1,DRIVING,5
43.243,70.94,-1.0,-1.0,-1,DRIVING,5
43.55,62.87,-1.0,-1.0,-1,DRIVING,5
43.857,54.57,-1.0,-1.0,-1,DRIVING,5
44.164,46.84,-1.0,-1.0,-1,DRIVING,5
44.47,39.41,-1.0,-1.0,-1,DRIVING,5
44.775,31.33,-1.0,-1.0,-1,DRIVING,5
45.08,23.14,-1.0,-1.0,-1,DRIVING,5
45.384,15.54,38.34,48.84,RIGHT,OBSTACLE,6
48.0,51.58,-1.0,-1.0,-1,DRIVING,6
48.306,48.23,-1.0,-1.0,-1,DRIVING,6
48.611,43.64,-1.0,-1.0,-1,DRIVING,6
48.917,37.93,-1.0,-1.0,-1,DRIVING,6
49.222,67.27,-1.0,-1.0,-1,DRIVING,6
49.529,60.44,-1.0,-1.0,-1,DRIVING,6
49.836,124.7,-1.0,-1.0,-1,DRIVING,6
50.147,98.8,-1.0,-1.0,-1,DRIVING,6
50.455,3.84,3.37,40.46,RIGHT,OBSTACLE,7
53.066,40.07,-1.0,-1.0,-1,DRIVING,7
53.372,37.25,-1.0,-1.0,-1,DRIVING,7
53.678,58.96,-1.0,-1.0,-1,DRIVING,7
53.984,41.84,-1.0,-1.0,-1,DRIVING,7
54.29,45.87,-1.0,-1.0,-1,DRIVING,7
54.595,42.6,-1.0,-1.0,-1,DRIVING,7
54.901,34.71,-1.0,-1.0,-1,DRIVING,7
55.206,36.38,-1.0,-1.0,-1,DRIVING,7
55.512,28.44,-1.0,-1.0,-1,DRIVING,7
55.816,18.87,11.73,56.39,RIGHT,OBSTACLE,8
58.43,96.66,-1.0,-1.0,-1,DRIVING,8
58.738,93.16,-1.0,-1.0,-1,DRIVING,8
59.047,86.09,-1.0,-1.0,-1,DRIVING,8
59.356,78.47,-1.0,-1.0,-1,DRIVING,8
59.663,71.66,-1.0,-1.0,-1,DRIVING,8
59.97,63.87,-1.0,-1.0,-1,DRIVING,8
60.277,55.06,-1.0,-1.0,-1,DRIVING,8
60.583,47.36,-1.0,-1.0,-1,DRIVING,8
60.89,39.93,-1.0,-1.0,-1,DRIVING,8
61.195,31.64,-1.0,-1.0,-1,DRIVING,8
61.5,23.44,-1.0,-1.0,-1,DRIVING,8
61.804,15.59,43.93,44.76,RIGHT,OBSTACLE,9
64.419,51.17,-1.0,-1.0,-1,DRIVING,9
64.726,48.47,-1.0,-1.0,-1,DRIVING,9
65.032,44.86,-1.0,-1.0,-1,DRIVING,9
65.337,38.76,-1.0,-1.0,-1,DRIVING,9
65.642,65.06,-1.0,-1.0,-1,DRIVING,9
65.949,57.58,-1.0,-1.0,-1,DRIVING,9
66.256,51.17,-1.0,-1.0,-1,DRIVING,9
66.562,46.17,-1.0,-1.0,-1,DRIVING,9
66.868,39.75,-1.0,-1.0,-1,DRIVING,9
67.173,77.69,-1.0,-1.0,-1,DRIVING,9
67.481,27.95,-1.0,-1.0,-1,DRIVING,9
67.785,23.87,-1.0,-1.0,-1,DRIVING,9
68.09,19.33,5.61,86.27,RIGHT,OBSTACLE,10
70.706,59.42,-1.0,-1.0,-1,DRIVING,10
71.012,47.09,-1.0,-1.0,-1,DRIVING,10
71.318,50.15,-1.0,-1.0,-1,DRIVING,10
71.624,41.24,-1.0,-1.0,-1,DRIVING,10
71.929,37.15,-1.0,-1.0,-1,DRIVING,10
72.235,35.96,-1.0,-1.0,-1,DRIVING,10
72.54,27.13,-1.0,-1.0,-1,DRIVING,10
72.845,20.71,-1.0,-1.0,-1,DRIVING,10
73.149,21.3,-1.0,-1.0,-1,DRIVING,10
73.453,12.48,3.54,47.74,RIGHT,OBSTACLE,11
76.065,54.72,-1.0,-1.0,-1,DRIVING,11
76.371,49.88,-1.0,-1.0,-1,DRIVING,11
76.678,44.8,-1.0,-1.0,-1,DRIVING,11
76.984,43.04,-1.0,-1.0,-1,DRIVING,11
77.289,31.14,-1.0,-1.0,-1,DRIVING,11
77.594,24.53,-1.0,-1.0,-1,DRIVING,11
77.899,18.5,15.13,83.35,RIGHT,OBSTACLE,12
80.515,81.4,-1.0,-1.0,-1,DRIVING,12
80.822,77.72,-1.0,-1.0,-1,DRIVING,12
81.13,71.35,-1.0,-1.0,-1,DRIVING,12
81.437,64.02,-1.0,-1.0,-1,DRIVING,12
81.744,56.56,-1.0,-1.0,-1,DRIVING,12
82.051,48.38,-1.0,-1.0,-1,DRIVING,12
82.357,40.65,-1.0,-1.0,-1,DRIVING,12
82.662,32.47,-1.0,-1.0,-1,DRIVING,12
82.967,24.82,-1.0,-1.0,-1,DRIVING,12
83.271,17.44,86.39,18.04,LEFT,OBSTACLE,13
85.888,63.05,-1.0,-1.0,-1,DRIVING,13
86.194,59.31,-1.0,-1.0,-1,DRIVING,13
86.501,52.77,-1.0,-1.0,-1,DRIVING,13
86.807,45.48,-1.0,-1.0,-1,DRIVING,13
87.113,37.01,-1.0,-1.0,-1,DRIVING,13
87.418,31.4,-1.0,-1.0,-1,DRIVING,13
87.723,26.1,-1.0,-1.0,-1,DRIVING,13
88.028,18.62,65.77,17.39,LEFT,OBSTACLE,14
90.642,63.09,-1.0,-1.0,-1,DRIVING,14
90.949,58.06,-1.0,-1.0,-1,DRIVING,14
91.255,52.46,-1.0,-1.0,-1,DRIVING,14
91.561,53.96,-1.0,-1.0,-1,DRIVING,14
91.868,43.45,-1.0,-1.0,-1,DRIVING,14
92.174,43.81,-1.0,-1.0,-1,DRIVING,14
92.479,34.66,-1.0,-1.0,-1,DRIVING,14
92.784,28.53,-1.0,-1.0,-1,DRIVING,14
93.089,24.94,-1.0,-1.0,-1,DRIVING,14
93.393,17.85,42.33,10.8,LEFT,OBSTACLE,15
96.007,58.06,-1.0,-1.0,-1,DRIVING,15
96.313,59.13,-1.0,-1.0,-1,DRIVING,15
96.62,56.22,-1.0,-1.0,-1,DRIVING,15
96.926,49.32,-1.0,-1.0,-1,DRIVING,15
97.232,41.31,-1.0,-1.0,-1,DRIVING,15
97.538,32.93,-1.0,-1.0,-1,DRIVING,15
97.843,25.23,-1.0,-1.0,-1,DRIVING,15
98.148,16.73,148.56,27.9,LEFT,OBSTACLE,16
100.767,75.38,-1.0,-1.0,-1,DRIVING,16
101.075,74.09,-1.0,-1.0,-1,DRIVING,16
101.383,68.34,-1.0,-1.0,-1,DRIVING,16
101.69,58.62,-1.0,-1.0,-1,DRIVING,16
101.996,51.27,-1.0,-1.0,-1,DRIVING,16
102.302,43.15,-1.0,-1.0,-1,DRIVING,16
102.608,34.97,-1.0,-1.0,-1,DRIVING,16
102.914,26.89,-1.0,-1.0,-1,DRIVING,16
103.218,18.68,53.24,30.92,LEFT,OBSTACLE,17
105.833,43.69,-1.0,-1.0,-1,DRIVING,17
106.138,40.49,-1.0,-1.0,-1,DRIVING,17
106.444,34.54,-1.0,-1.0,-1,DRIVING,17
106.749,28.19,-1.0,-1.0,-1,DRIVING,17
107.055,22.24,-1.0,-1.0,-1,DRIVING,17
107.359,16.9,51.53,12.39,LEFT,OBSTACLE,18
109.972,74.46,-1.0,-1.0,-1,DRIVING,18
110.279,74.95,-1.0,-1.0,-1,DRIVING,18
110.587,69.41,-1.0,-1.0,-1,DRIVING,18
110.895,56.22,-1.0,-1.0,-1,DRIVING,18
111.201,47.63,-1.0,-1.0,-1,DRIVING,18
111.507,40.6,-1.0,-1.0,-1,DRIVING,18
111.812,31.57,-1.0,-1.0,-1,DRIVING,18
112.117,22.61,-1.0,-1.0,-1,DRIVING,18
112.421,14.65,29.14,32.59,RIGHT,OBSTACLE,19
115.035,51.82,-1.0,-1.0,-1,DRIVING,19
115.341,47.31,-1.0,-1.0,-1,DRIVING,19
115.647,43.21,-1.0,-1.0,-1,DRIVING,19
115.953,37.5,-1.0,-1.0,-1,DRIVING,19
116.258,31.76,-1.0,-1.0,-1,DRIVING,19
116.563,27.23,-1.0,-1.0,-1,DRIVING,19
116.868,22.51,-1.0,-1.0,-1,DRIVING,19
117.173,15.35,5.98,29.68,RIGHT,OBSTACLE,20
119.784,93.04,-1.0,-1.0,-1,DRIVING,20
120.092,89.1,-1.0,-1.0,-1,DRIVING,20
120.401,83.71,-1.0,-1.0,-1,DRIVING,20
120.71,76.74,-1.0,-1.0,-1,DRIVING,20
121.017,70.4,-1.0,-1.0,-1,DRIVING,20
121.324,77.89,-1.0,-1.0,-1,DRIVING,20
121.632,67.42,-1.0,-1.0,-1,DRIVING,20
121.939,59.18,-1.0,-1.0,-1,DRIVING,20
122.246,52.0,-1.0,-1.0,-1,DRIVING,20
122.552,44.35,-1.0,-1.0,-1,DRIVING,20
122.858,35.07,-1.0,-1.0,-1,DRIVING,20
123.163,26.88,-1.0,-1.0,-1,DRIVING,20
123.467,18.75,14.89,34.6,RIGHT,OBSTACLE,21
126.081,73.61,-1.0,-1.0,-1,DRIVING,21
126.388,70.5,-1.0,-1.0,-1,DRIVING,21
126.695,58.07,-1.0,-1.0,-1,DRIVING,21
127.001,59.7,-1.0,-1.0,-1,DRIVING,21
127.308,53.87,-1.0,-1.0,-1,DRIVING,21
127.614,46.07,-1.0,-1.0,-1,DRIVING,21
127.921,40.12,-1.0,-1.0,-1,DRIVING,21
128.226,32.5,-1.0,-1.0,-1,DRIVING,21
128.531,27.91,-1.0,-1.0,-1,DRIVING,21
128.836,20.42,-1.0,-1.0,-1,DRIVING,21
129.14,11.08,7.29,42.57,RIGHT,OBSTACLE,22
131.752,69.45,-1.0,-1.0,-1,DRIVING,22
132.06,62.54,-1.0,-1.0,-1,DRIVING,22
132.367,62.87,-1.0,-1.0,-1,DRIVING,22
132.673,57.17,-1.0,-1.0,-1,DRIVING,22
132.98,74.29,-1.0,-1.0,-1,DRIVING,22
133.287,67.01,-1.0,-1.0,-1,DRIVING,22
133.595,59.25,-1.0,-1.0,-1,DRIVING,22
133.901,50.92,-1.0,-1.0,-1,DRIVING,22
134.207,42.69,-1.0,-1.0,-1,DRIVING,22
134.513,34.53,-1.0,-1.0,-1,DRIVING,22
134.818,26.28,-1.0,-1.0,-1,DRIVING,22
135.122,18.04,33.76,52.0,RIGHT,OBSTACLE,23
137.738,63.05,-1.0,-1.0,-1,DRIVING,23
138.044,58.84,-1.0,-1.0,-1,DRIVING,23
138.351,56.08,-1.0,-1.0,-1,DRIVING,23
138.657,63.34,-1.0,-1.0,-1,DRIVING,23
138.964,53.21,-1.0,-1.0,-1,DRIVING,23
139.271,45.76,-1.0,-1.0,-1,DRIVING,23
139.577,37.86,-1.0,-1.0,-1,DRIVING,23
139.882,41.31,-1.0,-1.0,-1,DRIVING,23
140.187,23.04,-1.0,-1.0,-1,DRIVING,23
140.492,13.23,21.71,59.06,RIGHT,OBSTACLE,24
143.107,70.96,-1.0,-1.0,-1,DRIVING,24
143.414,67.44,-1.0,-1.0,-1,DRIVING,24
143.721,60.59,-1.0,-1.0,-1,DRIVING,24
144.027,55.79,-1.0,-1.0,-1,DRIVING,24
144.333,45.12,-1.0,-1.0,-1,DRIVING,24
144.64,38.4,-1.0,-1.0,-1,DRIVING,24
144.945,30.74,-1.0,-1.0,-1,DRIVING,24
145.25,27.78,-1.0,-1.0,-1,DRIVING,24
145.555,17.27,14.65,50.34,RIGHT,OBSTACLE,25
148.168,75.17,-1.0,-1.0,-1,DRIVING,25
148.475,70.67,-1.0,-1.0,-1,DRIVING,25
148.783,66.55,-1.0,-1.0,-1,DRIVING,25
149.09,61.25,-1.0,-1.0,-1,DRIVING,25
149.397,53.81,-1.0,-1.0,-1,DRIVING,25
149.703,46.48,-1.0,-1.0,-1,DRIVING,25
150.009,38.05,-1.0,-1.0,-1,DRIVING,25
150.315,29.9,-1.0,-1.0,-1,DRIVING,25
150.62,22.3,-1.0,-1.0,-1,DRIVING,25
150.924,13.75,39.05,50.93,RIGHT,OBSTACLE,26
153.539,68.94,-1.0,-1.0,-1,DRIVING,26
153.846,72.68,-1.0,-1.0,-1,DRIVING,26
154.153,69.11,-1.0,-1.0,-1,DRIVING,26
154.461,70.94,-1.0,-1.0,-1,DRIVING,26
154.768,63.0,-1.0,-1.0,-1,DRIVING,26
155.075,57.04,-1.0,-1.0,-1,DRIVING,26
155.381,49.74,-1.0,-1.0,-1,DRIVING,26
155.687,43.1,-1.0,-1.0,-1,DRIVING,26
155.993,35.31,-1.0,-1.0,-1,DRIVING,26
156.298,26.04,-1.0,-1.0,-1,DRIVING,26
156.603,17.68,26.52,19.46,LEFT,OBSTACLE,27
159.215,31.4,-1.0,-1.0,-1,DRIVING,27
159.52,31.09,-1.0,-1.0,-1,DRIVING,27
159.825,24.51,-1.0,-1.0,-1,DRIVING,27
160.13,17.14,124.92,14.82,LEFT,OBSTACLE,28
162.748,102.29,-1.0,-1.0,-1,DRIVING,28
163.057,103.67,-1.0,-1.0,-1,DRIVING,28
163.366,91.85,-1.0,-1.0,-1,DRIVING,28
163.675,84.66,-1.0,-1.0,-1,DRIVING,28
163.983,79.85,-1.0,-1.0,-1,DRIVING,28
164.291,69.0,-1.0,-1.0,-1,DRIVING,28
164.598,59.59,-1.0,-1.0,-1,DRIVING,28
164.904,51.82,-1.0,-1.0,-1,DRIVING,28
165.211,46.61,-1.0,-1.0,-1,DRIVING,28
165.517,35.12,-1.0,-1.0,-1,DRIVING,28
165.822,27.13,-1.0,-1.0,-1,DRIVING,28
166.127,18.16,22.41,26.11,RIGHT,OBSTACLE,29
168.739,60.79,-1.0,-1.0,-1,DRIVING,29
169.047,58.14,-1.0,-1.0,-1,DRIVING,29
169.353,49.74,-1.0,-1.0,-1,DRIVING,29
169.659,42.21,-1.0,-1.0,-1,DRIVING,29
169.964,34.85,-1.0,-1.0,-1,DRIVING,29
170.269,26.89,-1.0,-1.0,-1,DRIVING,29
170.574,19.4,10.8,62.22,RIGHT,OBSTACLE,30
