time,distF,distL,distR,distSL,distSR,status,obstacle_count
24.735,64.8,77.33,46.38,74.27,38.56,DRIVING,4
24.865,62.71,83.25,45.44,73.49,39.27,DRIVING,4
24.995,59.23,82.09,47.02,71.57,38.85,DRIVING,4
25.124,56.39,81.75,41.68,74.15,38.25,DRIVING,4
25.253,53.04,83.38,36.86,73.39,38.25,DRIVING,4
25.382,49.2,82.35,32.83,74.38,38.15,DRIVING,4
25.511,45.78,86.45,28.44,68.05,36.7,DRIVING,4
25.638,42.3,81.84,25.7,49.66,32.88,DRIVING,4
25.764,38.35,97.51,24.38,50.35,33.0,DRIVING,4
25.891,35.36,39.87,20.89,63.56,31.62,DRIVING,4
26.014,31.91,35.51,15.66,58.21,38.34,DRIVING,4
26.137,28.48,32.13,12.39,76.77,31.69,RIGHT_OBSTACLE,5
26.959,72.06,70.19,25.13,80.29,30.19,DRIVING,5
27.088,73.17,69.24,25.04,80.22,30.19,DRIVING,5
27.216,69.67,67.58,23.9,78.47,29.14,DRIVING,5
27.344,66.71,64.55,22.75,78.39,29.65,DRIVING,5
27.471,62.54,63.55,21.66,78.69,30.02,DRIVING,5
27.599,59.76,60.69,19.99,78.68,31.43,DRIVING,5
27.726,55.54,56.68,18.8,78.8,33.27,DRIVING,5
27.852,51.63,55.78,16.75,83.13,17.99,DRIVING,5
27.977,49.49,50.07,15.18,80.27,16.34,DRIVING,5
28.102,44.69,46.84,13.99,78.44,14.67,RIGHT_OBSTACLE,6
28.925,44.69,68.43,43.16,53.45,45.41,DRIVING,6
29.057,95.01,66.37,46.6,49.11,45.07,DRIVING,6
29.187,95.1,65.86,46.75,49.9,44.54,DRIVING,6
29.317,91.72,81.92,45.08,47.07,43.3,DRIVING,6
29.447,85.9,64.72,44.23,66.59,39.8,DRIVING,6
29.577,82.57,59.36,43.66,44.93,39.2,DRIVING,6
29.705,77.09,57.75,43.45,43.76,38.73,DRIVING,6
29.832,73.97,54.72,44.9,41.85,40.39,DRIVING,6
29.959,69.73,50.52,41.68,75.11,39.1,DRIVING,6
30.088,68.07,48.4,87.24,77.06,38.03,DRIVING,6
30.219,63.38,45.48,87.24,75.65,37.6,DRIVING,6
30.35,59.08,44.51,77.62,73.66,36.48,DRIVING,6
30.479,54.6,42.14,73.52,72.71,35.73,DRIVING,6
30.608,52.34,41.02,69.6,69.09,35.22,DRIVING,6
30.735,47.7,38.95,66.11,67.61,34.46,DRIVING,6
30.862,44.32,42.91,63.21,71.04,34.58,DRIVING,6
30.99,39.81,34.31,58.48,34.71,33.98,DRIVING,6
31.114,37.81,36.38,56.05,31.09,33.93,DRIVING,6
31.237,33.46,35.68,52.85,30.38,33.93,DRIVING,6
31.36,28.65,32.79,50.24,33.88,34.05,DRIVING,6
31.482,25.33,30.41,47.92,41.85,34.29,DRIVING,6
31.605,21.83,25.26,26.42,28.29,34.58,DRIVING,6
31.725,18.73,23.29,21.96,27.27,34.94,LEFT_OBSTACLE,7
32.544,31.65,21.88,30.63,18.85,65.4,DRIVING,7
32.667,29.95,39.8,30.75,18.62,47.28,DRIVING,7
32.788,27.71,41.67,30.63,18.85,76.47,DRIVING,7
32.912,24.73,34.9,29.85,18.97,63.19,DRIVING,7
33.034,22.12,45.87,79.24,19.48,90.05,DRIVING,7
33.162,19.52,28.24,75.26,20.43,75.19,LEFT_OBSTACLE,8
33.986,71.45,69.99,90.87,22.76,38.85,DRIVING,8
34.116,85.78,68.59,89.25,23.7,38.15,DRIVING,8
34.246,84.76,67.39,97.94,24.55,37.6,DRIVING,8
34.376,82.76,64.38,85.68,26.27,37.2,DRIVING,8
34.506,79.22,63.87,84.08,28.1,37.06,DRIVING,8
34.635,77.83,60.67,86.29,30.43,37.01,DRIVING,8
34.764,74.75,60.59,80.7,30.96,37.06,DRIVING,8
34.893,70.87,59.06,80.21,32.59,36.18,DRIVING,8
35.021,69.05,56.88,78.01,37.5,36.35,DRIVING,8
35.15,66.35,57.49,71.74,54.77,36.7,DRIVING,8
35.279,64.52,60.28,71.62,54.18,37.04,DRIVING,8
35.408,75.36,57.14,69.19,50.95,38.47,DRIVING,8
35.537,71.62,53.91,66.05,50.97,40.15,DRIVING,8
35.666,68.31,50.37,62.95,50.42,68.88,DRIVING,8
35.795,63.75,47.35,60.72,49.78,67.46,DRIVING,8
35.924,59.76,44.17,58.21,54.4,68.29,DRIVING,8
36.054,44.81,41.14,55.1,54.18,47.96,DRIVING,8
36.18,52.34,38.1,51.12,56.95,68.1,DRIVING,8
36.307,49.13,35.17,48.45,57.36,70.06,DRIVING,8
36.435,36.91,31.94,34.32,56.49,66.81,DRIVING,8
36.56,41.67,29.31,30.21,61.42,60.28,DRIVING,8
36.685,38.44,25.98,26.18,42.5,55.91,DRIVING,8
36.809,34.48,23.55,23.68,45.36,49.71,DRIVING,8
36.931,31.01,21.34,34.99,62.31,47.07,DRIVING,8
37.055,27.42,18.09,18.7,77.4,43.86,DRIVING,8
37.178,23.92,15.42,15.01,64.65,33.81,DRIVING,8
37.299,20.08,13.19,12.75,70.04,51.65,RIGHT_OBSTACLE,9
38.121,10.25,60.93,8.53,62.85,17.82,RIGHT_OBSTACLE,10
38.942,67.12,94.54,59.13,69.53,15.74,DRIVING,10
39.072,64.74,76.79,61.61,70.35,16.54,DRIVING,10
39.201,63.04,89.69,57.73,79.1,18.29,DRIVING,10
39.332,63.14,89.98,56.54,65.06,21.01,DRIVING,10
39.461,59.82,50.17,54.03,62.85,21.01,DRIVING,10
39.596,56.39,83.32,50.18,63.39,21.01,DRIVING,10
39.731,53.23,55.76,47.57,82.54,26.35,DRIVING,10
39.859,51.51,48.16,44.06,79.22,28.14,DRIVING,10
39.986,48.08,49.47,42.04,77.01,30.53,DRIVING,10
40.112,46.51,77.52,41.16,59.09,48.14,DRIVING,10
40.24,46.51,76.45,38.11,61.03,45.78,DRIVING,10
40.372,94.96,74.72,35.5,56.97,43.47,DRIVING,10
40.502,94.96,72.76,32.54,56.36,39.97,DRIVING,10
40.632,83.03,69.68,29.73,55.54,33.39,DRIVING,10
40.76,81.14,67.81,26.52,68.68,32.37,DRIVING,10
40.888,76.45,64.38,24.11,54.98,32.44,DRIVING,10
41.015,94.01,61.69,21.85,55.47,35.63,DRIVING,10
41.143,89.23,59.06,19.3,59.93,36.96,DRIVING,10
41.271,68.31,56.93,16.68,59.89,37.06,DRIVING,10
41.397,75.51,54.32,13.65,57.8,39.25,RIGHT_OBSTACLE,11
42.223,50.75,51.82,49.45,92.6,82.48,DRIVING,11
42.354,50.34,52.53,49.3,81.18,79.97,DRIVING,11
42.485,49.66,50.8,47.16,90.39,80.75,DRIVING,11
42.616,47.29,64.8,45.25,89.91,24.7,DRIVING,11
42.744,49.37,47.07,42.76,81.48,82.55,DRIVING,11
42.873,44.68,81.19,40.09,81.21,56.85,DRIVING,11
43.003,43.01,79.83,38.2,80.58,55.95,DRIVING,11
43.133,36.5,36.07,35.62,83.03,53.07,DRIVING,11
43.259,35.24,33.46,31.35,79.98,51.46,DRIVING,11
43.385,39.71,33.59,27.32,84.86,50.35,DRIVING,11
43.511,33.12,65.35,24.33,81.23,51.29,DRIVING,11
43.638,25.7,21.73,23.09,83.66,52.29,DRIVING,11
43.763,22.59,18.5,19.35,78.66,54.37,DRIVING,11
43.886,18.68,14.65,15.01,65.7,27.59,RIGHT_OBSTACLE,12
44.706,67.17,87.35,10.08,50.07,19.52,RIGHT_OBSTACLE,13
45.533,79.07,45.24,85.29,45.92,72.66,DRIVING,13
45.664,77.23,43.44,84.17,54.4,78.42,DRIVING,13
45.796,75.72,42.08,83.1,47.09,77.47,DRIVING,13
45.927,73.22,40.15,80.41,53.52,78.91,DRIVING,13
46.059,69.85,37.64,79.56,53.52,76.35,DRIVING,13
46.189,67.47,35.12,73.7,54.28,82.33,DRIVING,13
46.32,65.35,32.84,74.48,63.61,50.88,DRIVING,13
46.449,60.4,30.12,61.1,56.42,78.34,DRIVING,13
46.578,57.97,27.34,57.44,86.11,80.48,DRIVING,13
46.708,55.06,24.36,54.4,88.13,94.06,DRIVING,13
46.838,53.16,21.27,49.27,54.71,92.53,DRIVING,13
46.966,50.98,18.65,47.5,54.33,95.17,DRIVING,13
47.094,50.98,15.01,42.64,58.02,95.78,DRIVING,13
47.226,14.76,12.33,39.85,56.66,97.22,LEFT_OBSTACLE,14
48.052,55.9,36.38,37.47,13.6,61.49,ADJUST_RIGHT,14
48.375,34.77,37.72,62.25,11.1,65.81,ADJUST_RIGHT,14
48.7,33.93,7.68,37.42,61.83,88.45,LEFT_OBSTACLE,15
49.525,91.39,34.95,81.4,36.67,60.16,DRIVING,15
49.655,89.91,38.69,87.69,36.07,58.23,DRIVING,15
49.786,79.03,49.96,87.77,35.55,58.23,DRIVING,15
49.916,77.38,50.08,85.65,33.93,57.21,DRIVING,15
50.046,72.22,47.29,82.45,33.52,55.74,DRIVING,15
50.176,68.83,45.87,79.76,33.17,54.6,DRIVING,15
50.305,66.22,44.3,77.64,34.66,53.52,DRIVING,15
50.433,63.09,42.09,74.0,40.61,55.13,DRIVING,15
50.561,59.52,40.32,75.14,42.26,46.9,DRIVING,15
50.689,56.71,38.76,67.83,39.7,52.48,DRIVING,15
50.816,51.34,37.08,64.33,38.28,51.82,DRIVING,15
50.941,49.03,35.97,65.86,36.67,53.18,DRIVING,15
51.068,43.3,34.65,59.93,34.83,63.61,DRIVING,15
51.194,39.63,33.76,54.45,33.41,71.57,DRIVING,15
51.32,35.55,32.54,55.68,32.1,68.24,DRIVING,15
51.445,31.91,31.38,50.71,30.96,52.84,DRIVING,15
51.569,27.95,30.33,46.92,29.65,54.55,DRIVING,15
51.692,24.85,29.31,44.35,28.59,56.44,DRIVING,15
51.815,22.3,28.8,42.02,27.68,54.26,DRIVING,15
51.937,18.8,27.93,37.81,26.69,40.65,LEFT_OBSTACLE,16
52.758,56.97,37.91,74.82,30.26,72.37,DRIVING,16
52.886,48.88,43.33,77.32,30.86,70.53,DRIVING,16
53.014,46.16,48.23,74.82,32.4,70.87,DRIVING,16
53.143,43.25,50.68,71.03,33.64,70.41,DRIVING,16
53.27,40.05,50.46,70.19,37.93,40.89,DRIVING,16
53.397,36.26,50.93,67.58,43.57,70.86,DRIVING,16
53.525,32.74,49.37,67.59,42.87,71.01,DRIVING,16
53.652,31.45,47.72,72.62,43.52,69.24,DRIVING,16
53.78,46.94,46.24,73.75,45.71,69.05,DRIVING,16
53.908,22.71,41.63,67.34,44.47,59.69,DRIVING,16
54.034,44.85,38.79,61.66,43.91,59.69,DRIVING,16
54.161,39.81,35.67,85.22,43.03,66.28,DRIVING,16
54.289,36.01,13.38,81.84,43.38,66.96,LEFT_OBSTACLE,17
55.115,60.08,61.57,74.6,38.69,59.4,DRIVING,17
55.244,61.01,59.99,69.0,56.19,57.75,DRIVING,17
55.374,60.95,58.19,67.46,57.14,54.86,DRIVING,17
55.504,72.28,55.61,64.43,77.11,55.08,DRIVING,17
55.635,68.85,53.28,61.42,77.66,62.0,DRIVING,17
55.767,65.16,50.93,59.62,77.61,61.69,DRIVING,17
55.898,59.86,48.99,56.24,66.59,54.5,DRIVING,17
56.027,56.02,46.43,53.87,77.88,55.22,DRIVING,17
56.156,54.23,44.4,51.19,65.7,63.58,DRIVING,17
56.284,53.47,42.28,48.03,62.49,52.6,DRIVING,17
56.411,49.74,40.1,45.19,44.05,65.38,DRIVING,17
56.538,43.44,38.0,42.57,40.97,65.11,DRIVING,17
56.664,43.08,35.92,39.54,38.1,64.63,DRIVING,17
56.788,39.87,34.31,36.04,35.96,64.86,DRIVING,17
56.912,36.57,31.54,32.95,34.0,63.72,DRIVING,17
57.036,32.64,29.21,29.97,32.15,63.77,DRIVING,17
57.159,29.6,25.6,26.78,30.07,64.33,DRIVING,17
57.282,32.1,23.04,23.8,27.91,64.57,DRIVING,17
57.404,24.5,20.06,20.71,26.45,65.93,DRIVING,17
57.526,26.74,17.22,18.04,24.6,67.0,DRIVING,17
57.647,18.33,15.32,14.54,23.82,66.88,LEFT_OBSTACLE,18
58.467,18.33,11.59,58.24,26.45,74.82,LEFT_OBSTACLE,19
59.295,93.31,60.81,91.53,65.14,74.82,DRIVING,19
59.432,91.63,60.96,89.15,64.23,29.73,DRIVING,19
59.565,90.17,72.54,87.47,61.59,29.36,DRIVING,19
59.697,87.55,72.84,85.48,59.64,29.78,DRIVING,19
59.829,83.1,71.94,82.16,60.88,30.12,DRIVING,19
59.96,66.52,78.97,79.44,65.35,31.03,DRIVING,19
60.091,62.8,83.78,75.72,66.9,31.57,DRIVING,19
60.222,70.98,82.86,73.51,68.31,32.61,DRIVING,19
60.353,66.57,54.86,69.65,70.7,33.15,DRIVING,19
60.483,63.09,50.08,66.45,70.47,33.46,DRIVING,19
60.612,58.99,47.19,62.58,51.97,34.03,DRIVING,19
60.739,56.85,46.84,58.91,52.9,34.63,DRIVING,19
60.865,52.17,40.56,56.12,74.63,35.11,DRIVING,19
60.993,47.18,38.95,52.5,74.46,35.56,DRIVING,19
61.12,43.54,34.1,49.71,73.61,35.94,DRIVING,19
61.246,40.65,31.33,45.71,69.46,36.19,DRIVING,19
61.371,36.41,29.5,42.86,68.2,36.31,DRIVING,19
61.496,33.1,29.26,40.02,31.31,36.65,DRIVING,19
61.618,29.5,34.36,53.45,29.41,37.3,DRIVING,19
61.741,26.03,35.43,51.56,70.89,37.42,DRIVING,19
61.865,22.71,26.33,49.05,26.08,37.03,DRIVING,19
61.986,21.28,22.53,25.09,24.65,37.13,DRIVING,19
62.106,15.35,19.96,21.03,23.7,37.72,LEFT_OBSTACLE,20
62.925,32.76,42.06,33.76,16.81,66.16,DRIVING,20
63.049,30.74,38.42,80.68,17.77,64.72,DRIVING,20
63.174,28.46,39.92,76.52,18.29,92.29,DRIVING,20
63.302,26.03,33.13,54.64,19.07,77.59,DRIVING,20
63.426,23.68,26.83,56.64,20.33,62.41,DRIVING,20
63.549,21.45,23.04,60.21,20.33,90.78,DRIVING,20
63.68,18.8,19.86,62.93,26.62,58.92,LEFT_OBSTACLE,21
64.503,84.24,66.62,90.51,22.66,40.8,DRIVING,21
64.633,84.56,67.32,91.94,22.66,43.06,DRIVING,21
64.77,84.98,65.26,87.48,70.04,41.63,DRIVING,21
64.902,85.34,65.98,84.22,66.01,41.09,DRIVING,21
65.034,85.29,64.28,87.06,64.23,40.56,DRIVING,21
65.166,80.1,75.12,78.71,62.42,40.04,DRIVING,21
65.298,76.33,73.8,75.84,63.04,38.2,DRIVING,21
65.43,72.71,70.58,73.75,62.2,31.57,DRIVING,21
65.56,69.43,68.31,68.94,60.57,29.6,DRIVING,21
65.689,67.52,66.3,65.57,60.89,29.84,DRIVING,21
65.818,63.84,64.06,65.86,63.36,27.64,DRIVING,21
65.947,65.57,61.64,62.65,66.01,27.12,DRIVING,21
66.076,61.68,60.23,59.31,63.31,27.4,DRIVING,21
66.204,58.82,57.8,58.43,59.84,29.95,DRIVING,21
66.332,54.23,55.9,55.88,57.02,28.78,DRIVING,21
66.459,47.84,54.03,55.0,55.05,55.98,DRIVING,21
66.586,43.25,51.73,54.09,53.58,48.86,DRIVING,21
66.713,44.18,39.66,47.87,51.73,50.22,DRIVING,21
66.839,39.95,34.12,42.93,49.16,53.01,DRIVING,21
66.964,35.02,30.82,40.61,47.55,49.27,DRIVING,21
67.088,31.2,27.29,37.71,46.21,47.86,DRIVING,21
67.212,27.59,23.95,31.98,44.34,46.72,DRIVING,21
67.334,23.66,27.64,27.91,42.86,45.19,DRIVING,21
67.456,20.54,21.59,25.7,40.85,41.75,DRIVING,21
67.576,20.18,18.09,22.56,39.83,38.44,DRIVING,21
67.697,13.82,15.06,23.68,16.86,37.35,LEFT_OBSTACLE,22
68.515,23.38,15.08,43.11,13.01,94.67,ADJUST_RIGHT,22
68.839,21.4,12.22,32.23,15.01,47.36,LEFT_OBSTACLE,23
69.658,43.38,35.0,56.36,25.48,61.17,DRIVING,23
69.783,43.96,40.19,90.93,26.69,73.87,DRIVING,23
69.911,76.86,41.33,85.0,29.05,72.91,DRIVING,23
70.041,74.43,52.43,86.19,34.41,72.91,DRIVING,23
70.178,84.1,35.72,83.61,36.09,95.78,DRIVING,23
70.31,79.58,36.53,41.04,38.69,95.34,DRIVING,23
70.439,77.5,28.9,78.68,43.33,90.12,DRIVING,23
70.569,77.62,26.78,74.97,43.54,94.3,DRIVING,23
70.701,73.19,26.01,72.22,41.57,64.4,DRIVING,23
70.83,69.73,48.91,68.83,41.57,60.84,DRIVING,23
70.959,67.01,47.35,65.43,27.23,60.89,DRIVING,23
71.087,63.5,45.68,62.05,21.74,62.12,DRIVING,23
71.214,58.99,44.27,58.12,41.68,63.43,DRIVING,23
71.341,55.73,45.17,55.35,23.29,64.45,DRIVING,23
71.468,51.63,44.46,51.32,40.02,51.82,DRIVING,23
71.593,47.89,44.52,47.75,39.25,67.05,DRIVING,23
71.72,44.32,50.07,44.56,39.34,66.35,DRIVING,23
71.846,40.89,45.42,41.43,39.71,67.76,DRIVING,23
71.972,36.91,43.55,37.76,39.05,70.36,DRIVING,23
72.098,33.15,57.85,34.02,39.64,69.12,DRIVING,23
72.224,29.46,57.15,30.69,40.09,58.57,DRIVING,23
72.348,25.79,46.14,27.06,40.07,56.03,DRIVING,23
72.472,22.24,53.06,23.1,39.83,56.15,DRIVING,23
72.596,19.02,43.79,20.06,38.71,43.4,LEFT_OBSTACLE,24
73.417,49.39,18.84,60.47,17.7,83.23,DRIVING,24
73.543,47.89,79.07,69.62,17.36,62.36,DRIVING,24
73.671,46.1,50.61,93.48,17.22,61.06,DRIVING,24
73.799,46.05,46.58,65.67,17.12,74.17,DRIVING,24
73.926,42.36,42.53,31.64,17.17,64.04,DRIVING,24
74.05,53.18,39.41,33.61,17.7,67.86,DRIVING,24
74.174,51.44,35.36,34.66,17.95,54.77,DRIVING,24
74.298,48.43,32.64,36.04,18.31,52.96,DRIVING,24
74.421,44.51,29.31,36.87,18.62,51.22,DRIVING,24
74.544,41.48,26.33,41.74,19.24,47.79,DRIVING,24
74.665,37.91,24.8,75.6,19.92,44.93,DRIVING,24
74.789,34.34,24.62,73.87,20.84,65.67,DRIVING,24
74.914,30.79,32.88,71.86,21.57,75.87,DRIVING,24
75.04,27.05,28.8,69.43,20.72,79.08,DRIVING,24
75.166,23.6,29.26,66.84,19.13,64.31,DRIVING,24
75.29,20.5,28.24,65.33,19.02,73.15,DRIVING,24
75.414,16.9,19.6,62.31,20.2,63.73,LEFT_OBSTACLE,25
76.237,55.01,58.7,89.56,17.66,61.1,DRIVING,25
76.365,55.73,57.63,77.06,19.02,70.55,DRIVING,25
76.494,66.06,54.94,81.38,20.74,78.85,DRIVING,25
76.624,64.09,51.88,75.38,20.74,89.32,DRIVING,25
76.76,62.68,48.47,68.24,20.74,85.83,DRIVING,25
76.895,66.16,45.92,66.57,52.62,89.73,DRIVING,25
77.026,65.33,44.81,79.8,50.3,87.79,DRIVING,25
77.157,61.37,50.93,75.14,49.33,81.74,DRIVING,25
77.288,66.23,37.55,74.6,47.45,78.01,DRIVING,25
77.418,66.86,37.5,70.87,37.26,74.63,DRIVING,25
77.546,68.66,44.57,66.93,34.53,75.12,DRIVING,25
77.676,65.76,42.82,48.33,45.53,83.45,DRIVING,25
77.804,58.31,41.94,66.05,31.88,83.42,DRIVING,25
77.933,56.61,42.99,39.0,30.57,79.92,DRIVING,25
78.06,51.51,40.56,36.99,31.45,72.32,DRIVING,25
78.186,48.13,39.41,34.49,34.12,61.12,DRIVING,25
78.311,44.08,37.42,48.64,35.79,75.75,DRIVING,25
78.437,41.43,34.8,49.83,35.26,80.78,DRIVING,25
78.563,39.29,32.33,45.8,34.65,63.14,DRIVING,25
78.688,32.86,29.95,43.1,32.83,28.42,DRIVING,25
78.81,31.74,27.34,35.02,30.91,25.16,DRIVING,25
78.93,24.85,24.45,39.66,28.48,22.93,DRIVING,25
79.051,22.0,22.03,26.42,27.15,23.97,DRIVING,25
79.17,18.8,21.03,23.15,51.32,23.31,RIGHT_OBSTACLE,26
79.99,15.23,32.32,13.57,43.5,17.05,RIGHT_OBSTACLE,27
80.809,41.72,94.11,29.97,57.21,21.73,DRIVING,27
80.936,43.59,92.07,29.87,92.0,22.2,DRIVING,27
81.064,44.1,90.76,30.58,78.42,23.97,DRIVING,27
81.192,59.89,90.59,32.05,90.46,24.21,DRIVING,27
81.321,57.73,89.0,33.37,80.51,24.56,DRIVING,27
81.451,55.61,87.04,33.12,84.97,25.86,DRIVING,27
81.58,53.21,85.22,29.04,85.22,26.28,DRIVING,27
81.709,53.21,82.2,26.78,84.1,27.05,DRIVING,27
81.844,49.47,80.07,25.28,83.05,26.69,DRIVING,27
81.972,49.47,78.15,40.26,79.41,26.98,DRIVING,27
82.108,49.47,74.87,37.18,74.22,27.42,DRIVING,27
82.244,78.47,73.56,34.44,81.12,29.82,DRIVING,27
82.373,78.47,68.85,31.52,81.28,21.44,DRIVING,27
82.507,78.47,65.62,28.25,98.14,35.41,DRIVING,27
82.641,67.47,61.78,25.94,94.98,34.88,DRIVING,27
82.77,67.47,58.91,23.15,77.04,33.63,DRIVING,27
82.903,59.7,55.47,20.47,81.89,33.69,DRIVING,27
83.03,55.85,53.45,18.22,84.69,34.58,DRIVING,27
83.156,55.56,49.86,15.13,85.22,35.46,DRIVING,27
83.282,49.01,45.92,12.56,84.88,36.65,RIGHT_OBSTACLE,28
84.108,48.64,92.23,42.42,69.7,17.56,DRIVING,28
84.236,48.94,62.41,41.97,62.44,19.3,DRIVING,28
84.362,47.23,58.84,39.32,54.23,19.3,DRIVING,28
84.494,46.53,87.55,37.77,84.68,19.3,DRIVING,28
84.628,45.27,84.97,34.49,68.87,41.58,DRIVING,28
84.757,42.13,84.85,32.61,84.34,39.44,DRIVING,28
84.885,42.13,82.18,32.25,57.24,37.96,DRIVING,28
85.016,42.13,80.87,30.87,58.68,37.37,DRIVING,28
85.147,42.13,78.73,27.49,59.53,33.39,DRIVING,28
85.277,42.13,75.43,25.13,62.73,29.43,DRIVING,28
85.407,42.13,73.1,22.49,63.34,27.42,DRIVING,28
85.536,80.0,69.85,19.87,61.35,26.95,DRIVING,28
85.663,79.78,67.0,17.75,61.97,29.36,DRIVING,28
85.79,72.52,64.21,15.18,64.11,30.33,DRIVING,28
85.917,72.88,61.68,12.34,63.33,33.51,RIGHT_OBSTACLE,29
86.744,59.06,76.55,56.49,78.71,84.98,DRIVING,29
86.877,58.87,90.52,56.17,82.59,85.8,DRIVING,29
87.011,58.8,89.39,54.09,81.34,86.36,DRIVING,29
87.144,56.13,86.26,52.43,87.77,65.52,DRIVING,29
87.277,56.78,86.45,50.66,84.27,65.4,DRIVING,29
87.409,53.53,82.33,48.09,84.32,62.73,DRIVING,29
87.541,41.94,81.97,47.38,73.37,42.09,DRIVING,29
87.669,35.55,37.28,44.0,71.77,60.52,DRIVING,29
87.796,31.26,37.49,39.47,73.61,43.42,DRIVING,29
87.922,27.22,41.79,37.6,75.89,44.73,DRIVING,29
88.047,23.85,49.27,35.11,73.87,62.07,DRIVING,29
88.174,21.88,66.98,32.81,75.21,37.71,DRIVING,29
88.299,20.04,46.92,30.28,74.15,32.98,DRIVING,29
88.424,14.88,44.97,27.37,66.37,32.5,RIGHT_OBSTACLE,30
