time,distF,distL,distR,status,obstacle_count
27.994,49.08,25.93,69.17,DRIVING,3
28.109,48.91,24.51,74.17,DRIVING,3
28.224,49.15,33.64,58.94,DRIVING,3
28.34,46.24,32.01,56.37,DRIVING,3
28.454,44.63,30.57,53.87,DRIVING,3
28.568,45.75,29.05,50.05,DRIVING,3
28.683,40.83,27.69,47.92,DRIVING,3
28.796,39.81,27.85,46.61,DRIVING,3
28.909,36.57,27.42,46.46,DRIVING,3
29.023,34.48,25.87,56.47,DRIVING,3
29.136,30.16,24.19,46.07,DRIVING,3
29.249,28.05,23.65,40.38,DRIVING,3
29.361,24.94,21.23,38.06,DRIVING,3
29.472,22.39,28.2,34.49,DRIVING,3
29.584,23.21,16.34,31.42,DRIVING,3
29.694,19.69,15.44,28.32,LEFT_OBSTACLE,4
30.505,40.53,26.61,66.76,DRIVING,4
30.62,29.61,26.67,68.59,DRIVING,4
30.734,28.83,33.42,92.84,DRIVING,4
30.85,27.29,35.96,89.91,DRIVING,4
30.965,28.05,34.24,87.65,DRIVING,4
31.081,52.7,24.77,86.05,DRIVING,4
31.198,49.67,30.91,84.52,DRIVING,4
31.313,47.41,18.21,81.74,DRIVING,4
31.429,45.07,12.61,79.24,ADJUST_RIGHT,4
31.744,74.61,37.91,74.48,DRIVING,4
31.861,71.76,40.32,75.48,DRIVING,4
31.979,69.16,41.55,74.55,DRIVING,4
32.097,66.88,69.73,83.76,DRIVING,4
32.217,63.65,65.99,82.14,DRIVING,4
32.336,61.18,63.8,77.08,DRIVING,4
32.454,58.28,60.76,78.34,DRIVING,4
32.573,55.73,58.55,74.61,DRIVING,4
32.691,52.82,54.55,69.68,DRIVING,4
32.807,50.03,51.09,67.59,DRIVING,4
32.924,47.53,48.21,67.69,DRIVING,4
33.041,45.19,44.73,63.92,DRIVING,4
33.157,42.91,42.31,60.62,DRIVING,4
33.271,39.93,38.98,57.68,DRIVING,4
33.386,37.67,36.72,55.47,DRIVING,4
33.501,35.07,33.52,53.28,DRIVING,4
33.614,33.39,30.77,53.57,DRIVING,4
33.728,30.79,28.24,54.42,DRIVING,4
33.842,41.74,25.52,41.99,DRIVING,4
33.954,38.22,22.95,38.54,DRIVING,4
34.067,34.71,20.54,36.23,DRIVING,4
34.18,32.45,18.0,43.71,DRIVING,4
34.291,29.43,15.54,33.85,DRIVING,4
34.403,26.3,13.16,27.85,ADJUST_RIGHT,4
34.713,19.04,11.36,37.23,LEFT_OBSTACLE,5
35.524,78.73,37.66,84.71,DRIVING,5
35.643,71.77,38.78,83.88,DRIVING,5
35.761,68.63,39.47,94.2,DRIVING,5
35.879,66.3,40.14,46.77,DRIVING,5
35.995,65.01,39.49,91.12,DRIVING,5
36.114,63.21,70.18,88.76,DRIVING,5
36.234,60.3,67.37,84.3,DRIVING,5
36.353,66.13,64.75,65.7,DRIVING,5
36.47,64.04,61.32,61.4,DRIVING,5
36.588,61.9,59.26,63.27,DRIVING,5
36.706,58.96,56.37,75.92,DRIVING,5
36.824,55.73,44.27,57.92,DRIVING,5
36.94,55.56,42.42,56.98,DRIVING,5
37.056,51.29,39.19,55.95,DRIVING,5
37.171,50.08,37.62,54.35,DRIVING,5
37.286,47.72,33.64,64.33,DRIVING,5
37.401,47.01,31.57,58.31,DRIVING,5
37.516,43.15,29.8,55.64,DRIVING,5
37.63,41.57,28.7,53.16,DRIVING,5
37.744,38.83,32.28,50.54,DRIVING,5
37.858,36.21,30.46,51.14,DRIVING,5
37.971,33.52,28.44,45.73,DRIVING,5
38.085,29.97,27.0,43.88,DRIVING,5
38.198,26.98,25.82,37.35,DRIVING,5
38.309,24.63,22.83,34.26,DRIVING,5
38.421,22.71,20.59,38.49,DRIVING,5
38.533,21.59,18.05,27.91,DRIVING,5
38.643,19.62,16.64,24.28,LEFT_OBSTACLE,6
39.453,41.57,21.56,61.52,DRIVING,6
39.568,46.17,21.93,64.26,DRIVING,6
39.682,36.07,23.39,59.55,DRIVING,6
39.795,32.15,27.54,59.14,DRIVING,6
39.909,27.46,25.7,59.53,DRIVING,6
40.023,24.16,25.6,92.43,DRIVING,6
40.137,20.88,29.95,54.64,DRIVING,6
40.251,18.39,27.88,53.52,LEFT_OBSTACLE,7
41.063,83.95,84.13,67.64,DRIVING,7
41.184,85.36,84.0,66.47,DRIVING,7
41.305,84.66,81.97,65.04,DRIVING,7
41.424,83.52,79.85,61.74,DRIVING,7
41.544,83.27,77.88,60.64,DRIVING,7
41.664,84.88,75.87,58.14,DRIVING,7
41.784,84.47,74.26,56.32,DRIVING,7
41.904,81.8,71.94,53.92,DRIVING,7
42.022,81.67,70.02,51.92,DRIVING,7
42.141,78.3,68.56,48.47,DRIVING,7
42.259,78.18,66.76,46.22,DRIVING,7
42.377,77.88,65.14,43.64,DRIVING,7
42.494,44.17,63.43,40.44,DRIVING,7
42.61,40.9,62.07,37.88,DRIVING,7
42.725,38.47,60.55,35.11,DRIVING,7
42.84,34.83,59.14,32.05,DRIVING,7
42.954,31.52,55.11,29.61,DRIVING,7
43.067,28.29,52.63,26.72,DRIVING,7
43.181,25.33,50.78,23.87,DRIVING,7
43.293,22.85,49.06,21.18,DRIVING,7
43.405,20.18,47.65,19.16,DRIVING,7
43.516,16.85,45.53,15.78,RIGHT_OBSTACLE,8
44.328,41.0,48.37,94.91,DRIVING,8
44.446,39.17,48.79,43.93,DRIVING,8
44.56,37.21,46.7,44.73,DRIVING,8
44.675,35.0,47.24,39.66,DRIVING,8
44.788,32.1,83.54,36.11,DRIVING,8
44.904,29.61,84.12,54.03,DRIVING,8
45.021,26.16,84.12,29.14,DRIVING,8
45.137,23.07,84.12,29.32,DRIVING,8
45.254,20.28,84.12,24.17,DRIVING,8
45.37,17.02,84.12,23.82,RIGHT_OBSTACLE,9
46.185,92.53,88.98,23.82,DRIVING,9
46.31,92.09,88.37,23.82,DRIVING,9
46.435,89.59,88.18,23.82,DRIVING,9
46.559,85.54,83.88,99.77,DRIVING,9
46.682,81.02,81.87,99.77,DRIVING,9
46.803,78.66,81.02,94.74,DRIVING,9
46.925,74.2,77.25,91.26,DRIVING,9
47.046,70.4,77.47,86.07,DRIVING,9
47.167,66.96,72.4,85.94,DRIVING,9
47.287,63.16,67.58,81.33,DRIVING,9
47.406,59.72,65.6,78.9,DRIVING,9
47.524,56.34,62.87,73.17,DRIVING,9
47.642,52.7,61.06,72.79,DRIVING,9
47.76,49.3,58.45,70.01,DRIVING,9
47.878,45.88,57.49,69.41,DRIVING,9
47.994,42.67,56.12,47.16,DRIVING,9
48.109,39.46,56.98,42.23,DRIVING,9
48.225,36.19,52.04,38.06,DRIVING,9
48.338,33.05,50.13,33.49,DRIVING,9
48.452,30.28,47.29,31.54,DRIVING,9
48.565,28.12,44.93,29.15,DRIVING,9
48.677,24.5,42.89,37.11,DRIVING,9
48.791,21.0,40.39,22.32,DRIVING,9
48.903,17.97,36.52,18.75,RIGHT_OBSTACLE,10
49.714,34.41,33.81,27.73,DRIVING,10
49.825,34.05,69.8,28.68,DRIVING,10
49.94,31.93,35.84,29.68,DRIVING,10
50.053,29.9,70.06,28.02,DRIVING,10
50.166,28.48,62.54,28.42,DRIVING,10
50.28,29.9,46.09,31.23,DRIVING,10
50.394,59.53,77.38,24.16,DRIVING,10
50.509,56.87,78.15,33.56,DRIVING,10
50.626,54.25,71.96,16.98,DRIVING,10
50.742,51.34,71.6,14.35,ADJUST_LEFT,10
51.056,62.27,78.29,47.87,DRIVING,10
51.174,63.82,76.77,46.75,DRIVING,10
51.292,60.67,74.73,51.78,DRIVING,10
51.409,58.53,72.3,50.47,DRIVING,10
51.527,55.08,70.14,52.14,DRIVING,10
51.644,54.43,67.46,53.16,DRIVING,10
51.761,51.77,65.04,52.38,DRIVING,10
51.877,53.07,62.97,45.12,DRIVING,10
51.994,50.32,59.99,43.69,DRIVING,10
52.11,42.84,57.58,42.42,DRIVING,10
52.225,36.86,55.01,43.13,DRIVING,10
52.339,33.95,52.45,40.9,DRIVING,10
52.453,31.79,50.27,33.85,DRIVING,10
52.567,42.31,82.98,27.97,DRIVING,10
52.682,39.1,82.98,23.75,DRIVING,10
52.8,35.84,98.23,21.56,DRIVING,10
52.916,32.23,96.51,20.18,DRIVING,10
53.031,29.0,75.65,18.58,DRIVING,10
53.145,25.82,77.35,31.13,DRIVING,10
53.26,22.83,71.06,27.56,DRIVING,10
53.373,20.35,74.92,24.63,DRIVING,10
53.487,17.49,68.87,22.44,RIGHT_OBSTACLE,11
54.3,65.25,64.91,19.87,DRIVING,11
54.416,62.99,64.77,20.18,DRIVING,11
54.532,61.06,64.07,18.99,DRIVING,11
54.646,58.84,64.62,18.58,DRIVING,11
54.761,56.81,63.63,17.68,DRIVING,11
54.877,54.79,62.02,17.2,DRIVING,11
54.991,50.15,58.97,17.27,DRIVING,11
55.105,46.78,55.83,18.99,DRIVING,11
55.219,44.1,50.93,96.36,DRIVING,11
55.336,40.6,45.71,95.06,DRIVING,11
55.454,38.51,41.8,92.92,DRIVING,11
55.571,35.12,37.77,39.68,DRIVING,11
55.685,31.45,33.9,34.85,DRIVING,11
55.797,28.0,30.82,31.18,DRIVING,11
55.909,24.7,28.59,29.27,DRIVING,11
56.02,21.71,25.21,93.6,DRIVING,11
56.135,18.38,83.45,93.6,LEFT_OBSTACLE,12
56.954,2.24,17.71,3.28,RIGHT_OBSTACLE,13
57.762,14.82,19.35,17.32,RIGHT_OBSTACLE,14
58.572,99.86,94.04,17.32,DRIVING,14
58.698,94.4,89.52,17.32,DRIVING,14
58.823,94.1,87.07,17.32,DRIVING,14
58.948,89.95,87.99,17.32,DRIVING,14
59.072,89.28,85.56,17.32,DRIVING,14
59.196,83.95,89.35,17.32,DRIVING,14
59.319,80.38,88.08,98.91,DRIVING,14
59.441,77.3,78.0,95.71,DRIVING,14
59.563,72.71,81.14,90.59,DRIVING,14
59.683,68.8,71.86,88.33,DRIVING,14
59.803,65.47,68.12,85.32,DRIVING,14
59.923,62.7,65.76,82.08,DRIVING,14
60.043,58.94,63.87,80.07,DRIVING,14
60.161,55.08,60.55,77.4,DRIVING,14
60.279,51.65,59.5,74.43,DRIVING,14
60.397,48.25,54.91,71.89,DRIVING,14
60.514,44.86,55.32,55.96,DRIVING,14
60.63,42.57,54.06,55.96,DRIVING,14
60.748,38.22,51.63,42.52,DRIVING,14
60.863,34.95,49.37,39.19,DRIVING,14
60.978,32.11,50.24,32.44,DRIVING,14
61.09,29.38,52.38,31.77,DRIVING,14
61.204,26.95,39.78,29.02,DRIVING,14
61.317,22.9,41.48,31.11,DRIVING,14
61.428,18.92,37.21,21.59,RIGHT_OBSTACLE,15
62.24,36.38,32.5,25.45,DRIVING,15
62.352,34.78,33.39,27.01,DRIVING,15
62.465,32.76,34.24,26.47,DRIVING,15
62.576,30.67,33.47,29.56,DRIVING,15
62.689,28.14,33.83,27.23,DRIVING,15
62.8,26.93,33.44,27.47,DRIVING,15
62.913,25.09,64.69,31.35,DRIVING,15
63.027,26.57,53.5,27.15,DRIVING,15
63.139,55.01,70.19,31.82,DRIVING,15
63.255,50.51,72.08,15.91,DRIVING,15
63.37,49.54,68.37,11.27,ADJUST_LEFT,15
63.684,51.53,66.9,43.4,DRIVING,15
63.801,51.82,66.64,42.93,DRIVING,15
63.917,50.8,64.6,40.21,DRIVING,15
64.032,52.77,75.28,39.25,DRIVING,15
64.149,49.27,72.61,38.54,DRIVING,15
64.266,50.81,70.14,39.0,DRIVING,15
64.381,47.72,68.48,39.12,DRIVING,15
64.497,45.36,64.99,37.66,DRIVING,15
64.613,42.14,62.59,35.75,DRIVING,15
64.728,39.12,59.86,33.97,DRIVING,15
64.842,37.93,57.55,32.05,DRIVING,15
64.957,33.3,55.11,30.57,DRIVING,15
65.071,30.26,51.88,28.39,DRIVING,15
65.183,26.59,49.73,26.13,DRIVING,15
65.296,25.11,47.21,23.7,DRIVING,15
65.409,22.02,43.93,21.01,DRIVING,15
65.52,17.14,41.06,18.94,RIGHT_OBSTACLE,16
66.331,17.14,70.01,36.45,RIGHT_OBSTACLE,17
67.15,83.35,43.27,79.78,DRIVING,17
67.269,83.83,42.25,80.19,DRIVING,17
67.388,82.64,41.24,78.83,DRIVING,17
67.507,81.8,39.73,76.84,DRIVING,17
67.625,80.38,37.72,74.66,DRIVING,17
67.743,78.78,36.01,72.91,DRIVING,17
67.861,66.91,36.11,70.45,DRIVING,17
67.978,79.32,34.75,68.61,DRIVING,17
68.096,76.81,33.85,67.17,DRIVING,17
68.212,57.41,29.95,64.26,DRIVING,17
68.328,70.33,43.93,63.07,DRIVING,17
68.446,67.2,27.34,60.64,DRIVING,17
68.561,64.24,28.1,58.67,DRIVING,17
68.677,61.37,43.93,57.19,DRIVING,17
68.793,58.19,35.51,55.18,DRIVING,17
68.909,55.3,33.47,53.58,DRIVING,17
69.023,53.23,31.72,52.73,DRIVING,17
69.138,28.49,29.34,48.62,DRIVING,17
69.252,25.98,26.18,45.61,DRIVING,17
69.363,50.78,23.31,43.16,DRIVING,17
69.477,18.46,20.57,41.41,LEFT_OBSTACLE,18
70.289,40.17,37.91,75.4,DRIVING,18
70.405,40.46,37.66,75.75,DRIVING,18
70.52,39.64,36.99,43.3,DRIVING,18
70.634,38.86,36.65,72.76,DRIVING,18
70.75,37.86,35.34,69.31,DRIVING,18
70.864,70.04,33.08,68.54,DRIVING,18
70.981,68.03,30.52,68.31,DRIVING,18
71.098,65.48,28.54,65.87,DRIVING,18
71.214,61.63,26.18,63.33,DRIVING,18
71.329,56.88,24.0,57.9,DRIVING,18
71.444,54.26,21.34,54.83,DRIVING,18
71.559,52.17,19.92,51.49,DRIVING,18
71.672,48.26,17.24,50.13,DRIVING,18
71.786,45.24,15.08,45.31,DRIVING,18
71.899,43.04,12.56,41.46,ADJUST_RIGHT,18
72.211,35.85,12.9,56.25,ADJUST_RIGHT,18
72.524,51.99,34.73,36.33,DRIVING,18
72.638,51.41,34.39,77.69,DRIVING,18
72.755,49.98,31.91,75.09,DRIVING,18
72.87,50.51,34.39,72.4,DRIVING,18
72.986,79.56,44.01,70.28,DRIVING,18
73.105,76.55,41.26,66.35,DRIVING,18
73.222,72.96,39.19,65.64,DRIVING,18
73.339,70.11,36.55,65.3,DRIVING,18
73.456,66.44,34.32,61.17,DRIVING,18
73.572,63.63,32.08,67.85,DRIVING,18
73.689,59.79,30.31,62.14,DRIVING,18
73.804,56.98,28.19,62.93,DRIVING,18
73.92,53.72,26.13,58.8,DRIVING,18
74.035,50.39,24.21,56.95,DRIVING,18
74.149,46.39,22.85,43.89,DRIVING,18
74.262,42.98,20.42,39.78,DRIVING,18
74.375,39.46,19.52,35.56,DRIVING,18
74.487,35.0,17.41,31.99,DRIVING,18
74.599,31.04,15.64,28.49,DRIVING,18
74.71,29.38,13.97,25.82,ADJUST_RIGHT,18
75.021,20.59,16.0,25.76,DRIVING,18
75.131,18.33,25.5,35.56,LEFT_OBSTACLE,19
75.942,70.52,53.84,94.5,DRIVING,19
76.062,70.28,54.5,61.12,DRIVING,19
76.18,80.56,54.96,57.24,DRIVING,19
76.298,80.16,54.91,57.24,DRIVING,19
76.419,63.94,66.42,98.96,DRIVING,19
76.539,59.64,64.09,98.96,DRIVING,19
76.659,73.32,58.24,98.96,DRIVING,19
76.783,69.16,53.4,98.96,DRIVING,19
76.907,66.73,49.05,98.96,DRIVING,19
77.028,64.12,46.61,78.18,DRIVING,19
77.146,64.36,43.18,78.23,DRIVING,19
77.263,59.89,39.68,56.9,DRIVING,19
77.379,55.27,37.91,59.76,DRIVING,19
77.495,56.34,36.62,54.16,DRIVING,19
77.611,48.45,36.43,52.38,DRIVING,19
77.725,44.76,46.8,52.26,DRIVING,19
77.84,40.9,42.91,49.54,DRIVING,19
77.955,37.64,41.19,47.63,DRIVING,19
78.069,34.6,36.26,47.87,DRIVING,19
78.183,34.41,32.32,45.19,DRIVING,19
78.296,28.95,28.9,42.82,DRIVING,19
78.408,43.1,25.72,40.34,DRIVING,19
78.522,23.85,25.72,38.0,DRIVING,19
78.633,20.09,19.77,34.8,DRIVING,19
78.744,17.2,16.39,32.3,LEFT_OBSTACLE,20
79.555,31.14,29.34,52.19,DRIVING,20
79.669,31.69,30.01,51.97,DRIVING,20
79.781,31.62,30.75,49.3,DRIVING,20
79.895,30.8,27.93,50.76,DRIVING,20
80.008,72.13,26.28,67.47,DRIVING,20
80.124,68.56,24.21,63.7,DRIVING,20
80.24,64.58,22.08,61.97,DRIVING,20
80.356,61.63,20.26,58.48,DRIVING,20
80.471,57.89,18.26,56.47,DRIVING,20
80.585,54.33,15.79,55.17,DRIVING,20
80.7,51.0,13.38,51.37,ADJUST_RIGHT,20
81.013,44.22,14.57,61.13,ADJUST_RIGHT,20
81.327,61.86,42.6,90.76,DRIVING,20
81.445,61.49,42.36,89.13,DRIVING,20
81.563,90.22,43.76,85.59,DRIVING,20
81.683,85.49,53.64,84.69,DRIVING,20
81.803,73.92,53.6,82.45,DRIVING,20
81.922,71.59,51.44,82.4,DRIVING,20
82.04,66.61,48.99,79.0,DRIVING,20
82.159,65.08,47.38,75.97,DRIVING,20
82.277,60.49,45.54,70.74,DRIVING,20
82.394,58.41,43.57,68.85,DRIVING,20
82.51,53.77,41.96,66.11,DRIVING,20
82.626,51.7,40.75,63.95,DRIVING,20
82.743,47.48,39.13,62.03,DRIVING,20
82.857,43.86,37.37,58.07,DRIVING,20
82.973,39.64,36.36,56.66,DRIVING,20
83.087,36.33,35.5,53.94,DRIVING,20
83.202,33.07,33.85,51.07,DRIVING,20
83.315,29.38,32.67,47.92,DRIVING,20
83.428,26.11,31.93,44.42,DRIVING,20
83.54,24.21,30.8,40.51,DRIVING,20
83.653,31.16,29.9,39.68,DRIVING,20
83.766,17.09,29.41,35.45,LEFT_OBSTACLE,21
84.577,35.84,22.73,55.57,DRIVING,21
84.69,35.07,21.93,53.82,DRIVING,21
84.804,33.29,21.23,51.31,DRIVING,21
84.917,31.64,25.06,52.14,DRIVING,21
85.029,29.05,20.98,61.2,DRIVING,21
85.143,32.88,23.05,45.73,DRIVING,21
85.256,29.55,22.85,54.94,DRIVING,21
85.368,26.64,18.87,46.56,DRIVING,21
85.481,24.09,18.82,50.01,DRIVING,21
85.593,22.88,16.51,47.62,DRIVING,21
85.705,25.38,13.97,44.73,ADJUST_RIGHT,21
86.017,25.87,15.84,38.54,DRIVING,21
86.128,38.52,18.72,35.34,DRIVING,21
86.24,33.76,16.59,34.44,DRIVING,21
86.351,31.74,15.57,47.63,DRIVING,21
86.464,30.09,15.49,33.2,DRIVING,21
86.576,27.64,17.0,23.56,DRIVING,21
86.686,26.93,16.39,24.21,DRIVING,21
86.797,27.57,16.18,96.53,DRIVING,21
86.912,24.75,17.6,14.48,ADJUST_LEFT,21
87.222,13.7,13.75,12.05,RIGHT_OBSTACLE,22
88.031,5.85,9.25,11.92,LEFT_OBSTACLE,23
88.839,11.56,12.78,23.1,LEFT_OBSTACLE,24
89.649,88.2,10.05,85.88,ADJUST_RIGHT,24
89.966,92.0,89.13,77.03,DRIVING,24
90.088,92.0,89.56,52.63,DRIVING,24
90.209,92.0,87.53,72.37,DRIVING,24
90.331,92.0,86.31,51.03,DRIVING,24
90.451,96.48,84.69,49.4,DRIVING,24
90.572,97.17,83.08,48.57,DRIVING,24
90.692,95.81,81.12,45.07,DRIVING,24
90.812,63.51,79.49,43.61,DRIVING,24
90.93,60.25,78.35,46.04,DRIVING,24
91.047,57.49,76.91,36.06,DRIVING,24
91.164,55.51,75.46,35.45,DRIVING,24
91.281,51.77,74.7,49.23,DRIVING,24
91.398,48.79,73.71,33.73,DRIVING,24
91.513,45.0,72.03,43.21,DRIVING,24
91.629,41.7,70.58,39.9,DRIVING,24
91.745,38.69,69.72,36.98,DRIVING,24
91.86,35.29,68.87,34.07,DRIVING,24
91.975,32.33,64.75,31.28,DRIVING,24
92.09,29.05,61.61,28.37,DRIVING,24
92.204,26.1,61.57,25.47,DRIVING,24
92.316,23.44,58.63,22.92,DRIVING,24
92.429,20.59,58.14,20.42,DRIVING,24
92.541,17.54,54.66,17.03,RIGHT_OBSTACLE,25
93.353,50.15,54.66,52.09,DRIVING,25
93.473,49.1,54.66,50.01,DRIVING,25
93.592,49.39,54.66,49.01,DRIVING,25
93.711,44.93,54.66,47.99,DRIVING,25
93.83,42.84,54.66,43.66,DRIVING,25
93.947,39.58,54.66,44.9,DRIVING,25
94.065,36.26,54.66,38.83,DRIVING,25
94.182,33.71,54.66,34.8,DRIVING,25
94.3,30.79,96.49,31.59,DRIVING,25
94.415,29.21,97.07,27.66,DRIVING,25
94.531,29.43,85.87,24.16,DRIVING,25
94.647,25.86,84.9,20.77,DRIVING,25
94.76,22.61,85.97,20.03,DRIVING,25
94.875,20.11,86.62,15.91,DRIVING,25
94.989,17.02,88.88,15.08,RIGHT_OBSTACLE,26
95.803,75.45,79.19,91.31,DRIVING,26
95.924,73.75,78.93,89.57,DRIVING,26
96.045,73.32,77.13,86.34,DRIVING,26
96.165,71.01,80.39,85.22,DRIVING,26
96.286,67.61,75.17,81.55,DRIVING,26
96.406,65.01,73.32,77.28,DRIVING,26
96.526,61.73,72.25,76.38,DRIVING,26
96.645,58.0,75.56,71.38,DRIVING,26
96.763,55.13,68.87,70.26,DRIVING,26
96.881,51.34,65.69,67.41,DRIVING,26
96.999,47.55,63.14,64.43,DRIVING,26
97.117,44.2,63.33,61.47,DRIVING,26
97.232,40.82,60.55,59.52,DRIVING,26
97.349,37.03,58.4,44.2,DRIVING,26
97.464,33.69,55.81,41.29,DRIVING,26
97.579,30.02,54.11,35.92,DRIVING,26
97.692,26.83,50.71,23.63,DRIVING,26
97.805,24.07,49.4,22.73,DRIVING,26
97.917,21.69,52.84,22.25,DRIVING,26
98.029,17.65,44.47,21.13,RIGHT_OBSTACLE,27
98.841,44.64,51.48,40.09,DRIVING,27
98.956,43.62,52.11,41.23,DRIVING,27
99.07,43.27,47.58,39.49,DRIVING,27
99.185,41.24,47.69,38.11,DRIVING,27
99.299,36.98,48.99,33.25,DRIVING,27
99.412,34.83,64.06,30.63,DRIVING,27
99.527,32.1,46.48,29.51,DRIVING,27
99.64,36.98,57.83,32.25,DRIVING,27
99.755,62.68,78.44,25.4,DRIVING,27
99.871,60.42,75.62,22.75,DRIVING,27
99.987,56.44,73.81,25.96,DRIVING,27
100.103,53.3,72.61,17.92,DRIVING,27
100.218,51.58,69.12,15.32,DRIVING,27
100.333,49.91,69.07,45.9,DRIVING,27
100.449,46.19,64.75,39.61,DRIVING,27
100.564,49.27,68.02,39.92,DRIVING,27
100.68,45.44,63.87,38.13,DRIVING,27
100.796,44.4,57.63,36.28,DRIVING,27
100.911,40.36,54.64,33.8,DRIVING,27
101.025,38.74,51.48,31.47,DRIVING,27
101.139,36.02,51.32,29.94,DRIVING,27
101.253,33.76,45.29,29.14,DRIVING,27
101.366,30.75,42.26,26.95,DRIVING,27
101.479,27.95,40.75,24.36,DRIVING,27
101.591,25.52,36.55,22.32,DRIVING,27
101.702,24.51,32.16,20.43,DRIVING,27
101.814,21.42,31.47,83.15,DRIVING,27
101.928,18.56,28.75,14.96,RIGHT_OBSTACLE,28
102.738,18.56,92.33,23.56,RIGHT_OBSTACLE,29
103.563,90.3,39.37,92.16,DRIVING,29
103.683,90.19,39.63,89.95,DRIVING,29
103.802,88.91,34.88,79.25,DRIVING,29
103.921,87.02,34.31,73.49,DRIVING,29
104.039,84.78,32.83,83.54,DRIVING,29
104.158,82.7,31.04,81.36,DRIVING,29
104.275,79.71,29.87,78.52,DRIVING,29
104.394,77.04,47.75,76.08,DRIVING,29
104.512,75.21,46.63,72.4,DRIVING,29
104.631,73.37,44.68,70.28,DRIVING,29
104.749,69.45,39.68,67.59,DRIVING,29
104.865,67.73,38.22,64.45,DRIVING,29
104.982,64.75,39.03,61.37,DRIVING,29
105.099,61.46,35.05,59.11,DRIVING,29
105.214,58.23,33.59,56.63,DRIVING,29
105.33,55.08,32.23,55.05,DRIVING,29
105.445,52.22,34.24,52.21,DRIVING,29
105.561,49.5,29.0,51.14,DRIVING,29
105.674,48.38,31.81,46.5,DRIVING,29
105.789,44.01,22.44,43.61,DRIVING,29
105.902,40.9,18.05,40.09,DRIVING,29
106.014,40.14,15.08,42.18,DRIVING,29
106.127,38.15,12.87,37.06,ADJUST_RIGHT,29
106.439,29.61,9.74,36.04,ADJUST_RIGHT,29
106.75,30.19,27.78,57.95,DRIVING,29
