time,distF,distL,distR,status,obstacle_count
51.05,49.79,34.85,69.12,DRIVING,3
51.166,47.36,32.39,67.12,DRIVING,3
51.28,50.64,31.72,66.35,DRIVING,3
51.396,49.01,27.8,67.41,DRIVING,3
51.512,46.87,25.42,72.69,DRIVING,3
51.627,44.63,24.31,61.23,DRIVING,3
51.741,44.34,32.47,59.74,DRIVING,3
51.856,45.05,31.98,56.25,DRIVING,3
51.971,42.77,29.5,57.48,DRIVING,3
52.084,39.87,27.59,51.14,DRIVING,3
52.198,37.45,25.82,58.6,DRIVING,3
52.313,34.24,24.77,47.7,DRIVING,3
52.425,31.45,23.8,48.09,DRIVING,3
52.538,29.19,23.26,45.97,DRIVING,3
52.651,28.19,21.79,41.8,DRIVING,3
52.762,26.4,20.28,40.07,DRIVING,3
52.874,24.31,19.06,33.59,DRIVING,3
52.985,21.64,21.44,29.75,DRIVING,3
53.096,19.57,14.93,26.84,LEFT_OBSTACLE,4
53.907,39.87,26.66,58.91,DRIVING,4
54.021,40.94,31.37,57.43,DRIVING,4
54.135,34.77,32.76,78.15,DRIVING,4
54.25,33.64,34.88,89.91,DRIVING,4
54.367,60.23,40.34,87.36,DRIVING,4
54.484,57.61,43.15,86.82,DRIVING,4
54.602,26.33,26.21,85.03,DRIVING,4
54.717,52.22,23.51,82.45,DRIVING,4
54.833,49.49,20.77,80.0,DRIVING,4
54.948,46.77,17.19,78.23,DRIVING,4
55.063,45.34,15.13,76.53,DRIVING,4
55.178,43.57,13.92,73.36,ADJUST_RIGHT,4
55.492,70.69,38.78,71.28,DRIVING,4
55.61,68.14,40.29,68.24,DRIVING,4
55.727,64.87,39.78,69.9,DRIVING,4
55.843,62.76,65.25,68.0,DRIVING,4
55.962,59.96,61.71,78.51,DRIVING,4
56.081,57.26,59.96,75.72,DRIVING,4
56.199,54.35,57.63,73.78,DRIVING,4
56.316,51.44,54.83,72.68,DRIVING,4
56.433,48.71,52.73,71.03,DRIVING,4
56.55,46.22,49.76,67.75,DRIVING,4
56.667,43.21,49.57,64.48,DRIVING,4
56.782,39.93,44.27,61.78,DRIVING,4
56.898,37.09,40.94,61.23,DRIVING,4
57.013,34.12,37.93,34.49,DRIVING,4
57.125,31.67,35.0,37.4,DRIVING,4
57.238,28.82,31.67,40.31,DRIVING,4
57.351,25.91,28.85,42.87,DRIVING,4
57.463,22.97,26.72,43.95,DRIVING,4
57.576,20.23,24.06,45.49,DRIVING,4
57.688,17.73,63.8,45.48,RIGHT_OBSTACLE,5
58.502,59.77,38.03,15.66,DRIVING,5
58.615,59.42,37.66,16.12,DRIVING,5
58.729,30.91,36.13,14.47,ADJUST_LEFT,5
59.04,35.0,34.17,56.83,DRIVING,5
59.154,32.96,31.93,26.11,DRIVING,5
59.267,30.09,30.16,21.73,DRIVING,5
59.378,27.69,28.24,18.63,DRIVING,5
59.489,26.52,27.47,16.61,DRIVING,5
59.599,24.21,56.71,15.42,DRIVING,5
59.712,22.29,71.71,14.01,ADJUST_LEFT,5
60.025,13.4,55.78,18.46,RIGHT_OBSTACLE,6
60.837,48.65,52.53,58.31,DRIVING,6
60.953,47.89,90.42,54.4,DRIVING,6
61.071,47.04,50.05,40.9,DRIVING,6
61.186,47.69,84.29,40.61,DRIVING,6
61.303,51.1,43.27,36.33,DRIVING,6
61.417,45.15,53.3,43.74,DRIVING,6
61.533,40.58,48.31,34.48,DRIVING,6
61.646,39.87,56.47,35.97,DRIVING,6
61.761,68.97,82.06,30.75,DRIVING,6
61.878,66.06,79.97,28.19,DRIVING,6
61.996,64.21,77.01,26.16,DRIVING,6
62.111,61.9,74.83,23.87,DRIVING,6
62.228,59.99,71.42,59.28,DRIVING,6
62.346,57.68,69.19,54.33,DRIVING,6
62.464,54.66,67.83,24.51,DRIVING,6
62.578,55.17,67.78,45.85,DRIVING,6
62.695,61.61,69.24,44.52,DRIVING,6
62.812,58.21,62.82,45.25,DRIVING,6
62.928,49.42,57.83,43.11,DRIVING,6
63.044,47.58,55.22,40.55,DRIVING,6
63.159,46.04,52.8,42.02,DRIVING,6
63.275,43.18,52.45,37.23,DRIVING,6
63.388,40.34,50.83,36.26,DRIVING,6
63.503,37.08,49.42,39.76,DRIVING,6
63.617,34.83,42.11,31.64,DRIVING,6
63.73,31.69,40.55,28.97,DRIVING,6
63.843,29.55,37.16,31.88,DRIVING,6
63.955,26.74,35.34,29.27,DRIVING,6
64.067,24.21,31.11,22.17,DRIVING,6
64.179,21.81,28.75,21.42,DRIVING,6
64.289,18.97,25.96,19.28,RIGHT_OBSTACLE,7
65.1,47.77,90.41,21.73,DRIVING,7
65.216,47.72,90.12,22.19,DRIVING,7
65.332,47.63,88.88,22.49,DRIVING,7
65.448,48.18,87.41,21.25,DRIVING,7
65.564,44.34,85.65,20.77,DRIVING,7
65.68,44.63,83.69,20.88,DRIVING,7
65.796,44.63,81.89,18.68,DRIVING,7
65.918,44.63,80.17,33.9,DRIVING,7
66.042,82.2,77.35,32.11,DRIVING,7
66.16,94.96,74.83,30.06,DRIVING,7
66.279,94.96,71.96,27.97,DRIVING,7
66.401,76.81,69.48,26.04,DRIVING,7
66.518,69.85,67.46,24.06,DRIVING,7
66.634,66.16,66.22,22.15,DRIVING,7
66.75,64.21,62.46,20.35,DRIVING,7
66.866,63.61,60.55,19.28,DRIVING,7
66.98,63.16,62.68,16.97,DRIVING,7
67.095,56.07,55.05,15.13,DRIVING,7
67.21,52.51,51.54,12.82,ADJUST_LEFT,7
67.523,46.89,49.76,14.11,ADJUST_LEFT,7
67.836,43.5,49.76,43.52,DRIVING,7
67.954,42.3,95.44,42.04,DRIVING,7
68.072,40.51,95.44,40.83,DRIVING,7
68.19,38.81,98.01,36.52,DRIVING,7
68.306,36.26,73.0,34.56,DRIVING,7
68.422,33.81,73.85,32.13,DRIVING,7
68.537,35.41,89.47,29.32,DRIVING,7
68.653,32.22,86.97,25.94,DRIVING,7
68.768,29.17,85.71,23.32,DRIVING,7
68.883,26.86,84.91,21.35,DRIVING,7
68.998,24.19,85.27,22.08,DRIVING,7
69.111,21.78,75.77,19.75,DRIVING,7
69.225,19.58,68.2,17.87,RIGHT_OBSTACLE,8
70.038,74.38,83.81,88.79,DRIVING,8
70.16,73.88,82.77,88.09,DRIVING,8
70.281,72.15,82.11,81.01,DRIVING,8
70.402,69.02,83.71,85.41,DRIVING,8
70.521,66.38,74.43,82.11,DRIVING,8
70.641,63.12,69.58,82.33,DRIVING,8
70.761,60.49,65.5,79.78,DRIVING,8
70.88,56.63,63.5,70.43,DRIVING,8
70.998,54.01,60.61,61.69,DRIVING,8
71.115,51.14,57.7,53.52,DRIVING,8
71.231,47.72,55.3,49.1,DRIVING,8
71.347,44.74,53.24,46.12,DRIVING,8
71.462,42.35,51.19,42.69,DRIVING,8
71.577,39.51,48.88,39.71,DRIVING,8
71.691,36.67,46.85,36.74,DRIVING,8
71.804,34.29,48.47,33.85,DRIVING,8
71.918,31.91,42.4,30.99,DRIVING,8
72.031,30.91,51.44,28.97,DRIVING,8
72.144,31.57,40.83,78.64,DRIVING,8
72.26,24.6,35.0,22.47,DRIVING,8
72.372,21.57,32.78,19.4,DRIVING,8
72.482,19.02,30.87,16.73,RIGHT_OBSTACLE,9
73.293,29.24,47.87,28.68,DRIVING,9
73.406,32.45,57.55,27.97,DRIVING,9
73.52,31.5,42.7,25.59,DRIVING,9
73.632,59.38,76.02,23.61,DRIVING,9
73.748,57.75,75.79,29.72,DRIVING,9
73.865,55.13,73.9,21.96,DRIVING,9
73.98,52.5,71.3,15.2,DRIVING,9
74.095,49.74,70.28,13.45,ADJUST_LEFT,9
74.409,58.58,78.49,47.04,DRIVING,9
74.527,61.97,76.52,46.0,DRIVING,9
74.645,59.47,74.51,46.44,DRIVING,9
74.762,57.44,72.73,49.28,DRIVING,9
74.88,54.3,70.23,49.66,DRIVING,9
74.996,54.3,67.42,47.26,DRIVING,9
75.113,51.82,65.25,49.16,DRIVING,9
75.229,48.11,63.5,48.99,DRIVING,9
75.345,44.63,60.42,44.4,DRIVING,9
75.461,40.1,58.23,42.04,DRIVING,9
75.576,38.01,55.47,39.78,DRIVING,9
75.691,34.29,53.04,38.11,DRIVING,9
75.804,31.09,50.78,36.16,DRIVING,9
75.918,29.24,48.11,31.52,DRIVING,9
76.032,26.74,45.37,29.44,DRIVING,9
76.144,27.17,42.6,28.8,DRIVING,9
76.256,36.6,40.07,28.02,DRIVING,9
76.369,33.22,38.62,18.09,DRIVING,9
76.481,30.33,36.72,13.94,ADJUST_LEFT,9
76.792,26.52,71.77,27.66,DRIVING,9
76.907,24.97,74.68,25.11,DRIVING,9
77.021,23.36,71.3,22.87,DRIVING,9
77.134,21.64,67.41,20.64,DRIVING,9
77.247,19.8,65.89,18.16,RIGHT_OBSTACLE,10
78.06,65.35,65.89,62.59,DRIVING,10
78.181,60.96,65.89,62.85,DRIVING,10
78.302,59.89,65.89,59.81,DRIVING,10
78.422,57.82,65.89,64.04,DRIVING,10
78.542,57.68,65.89,56.24,DRIVING,10
78.661,53.87,87.18,58.33,DRIVING,10
78.78,55.0,87.18,53.64,DRIVING,10
78.899,50.75,85.24,47.23,DRIVING,10
79.016,48.25,82.76,43.59,DRIVING,10
79.133,45.34,83.11,40.97,DRIVING,10
79.25,42.84,81.07,38.35,DRIVING,10
79.367,39.68,76.96,35.92,DRIVING,10
79.482,37.2,76.02,33.61,DRIVING,10
79.597,34.05,74.8,32.42,DRIVING,10
79.713,32.1,73.12,31.45,DRIVING,10
79.827,29.43,72.56,27.61,DRIVING,10
79.941,26.71,58.19,25.36,DRIVING,10
80.055,24.14,69.73,22.25,DRIVING,10
80.168,22.42,57.17,19.58,DRIVING,10
80.281,20.69,56.22,16.97,DRIVING,10
80.393,19.04,66.03,14.42,RIGHT_OBSTACLE,11
81.206,59.87,68.9,74.82,DRIVING,11
81.325,58.57,67.37,61.76,DRIVING,11
81.442,57.32,65.18,72.45,DRIVING,11
81.56,54.83,63.72,64.5,DRIVING,11
81.678,52.46,61.01,59.4,DRIVING,11
81.795,49.96,58.23,50.12,DRIVING,11
81.91,47.36,55.86,46.92,DRIVING,11
82.026,44.68,53.75,44.23,DRIVING,11
82.141,42.43,52.45,41.38,DRIVING,11
82.255,39.87,50.25,38.49,DRIVING,11
82.37,37.67,46.94,35.92,DRIVING,11
82.484,36.01,44.42,33.32,DRIVING,11
82.597,33.76,46.22,30.99,DRIVING,11
82.71,33.59,39.88,29.26,DRIVING,11
82.823,31.6,42.7,29.09,DRIVING,11
82.935,29.12,11.0,23.19,ADJUST_RIGHT,11
83.247,18.21,30.7,18.63,RIGHT_OBSTACLE,12
84.057,27.46,32.39,23.31,DRIVING,12
84.168,26.79,32.11,24.45,DRIVING,12
84.28,25.09,32.11,23.26,DRIVING,12
84.391,23.02,32.22,24.99,DRIVING,12
84.503,24.6,29.09,23.21,DRIVING,12
84.614,19.14,31.25,21.49,RIGHT_OBSTACLE,13
85.425,72.81,82.08,55.9,DRIVING,13
85.544,71.04,82.42,56.0,DRIVING,13
85.663,70.69,80.04,57.83,DRIVING,13
85.782,68.49,78.59,61.69,DRIVING,13
85.901,65.69,77.09,68.63,DRIVING,13
86.021,64.21,75.79,63.07,DRIVING,13
86.139,60.76,72.66,61.66,DRIVING,13
86.257,60.13,71.6,59.26,DRIVING,13
86.375,66.05,68.36,58.55,DRIVING,13
86.493,61.83,65.45,55.81,DRIVING,13
86.61,58.63,72.9,55.17,DRIVING,13
86.728,55.56,72.1,51.0,DRIVING,13
86.846,52.58,69.33,44.23,DRIVING,13
86.962,49.66,68.58,50.3,DRIVING,13
87.078,46.87,75.77,39.8,DRIVING,13
87.195,43.13,70.19,36.4,DRIVING,13
87.311,40.46,66.55,34.44,DRIVING,13
87.426,36.96,66.06,42.21,DRIVING,13
87.54,33.93,65.77,43.95,DRIVING,13
87.656,30.91,63.63,33.0,DRIVING,13
87.77,27.98,61.12,32.9,DRIVING,13
87.884,25.02,69.04,37.71,DRIVING,13
87.998,22.08,57.68,35.8,DRIVING,13
88.112,19.8,56.92,34.43,RIGHT_OBSTACLE,14
88.925,51.03,53.53,20.96,DRIVING,14
89.039,51.51,53.26,22.49,DRIVING,14
89.153,50.61,52.89,24.04,DRIVING,14
89.268,46.89,52.73,94.16,DRIVING,14
89.385,44.51,50.58,94.16,DRIVING,14
89.504,41.4,46.99,94.16,DRIVING,14
89.622,38.08,44.13,94.16,DRIVING,14
89.742,34.58,41.21,92.06,DRIVING,14
89.858,31.31,39.27,57.09,DRIVING,14
89.972,28.19,36.82,34.07,DRIVING,14
90.085,24.97,34.8,30.21,DRIVING,14
90.196,22.37,34.95,93.6,DRIVING,14
90.312,19.38,34.95,23.63,RIGHT_OBSTACLE,15
91.128,19.38,90.56,21.49,RIGHT_OBSTACLE,16
91.949,79.83,55.71,87.24,DRIVING,16
92.068,79.65,54.38,87.13,DRIVING,16
92.188,78.81,52.28,86.63,DRIVING,16
92.307,76.98,51.83,78.39,DRIVING,16
92.426,74.7,50.78,73.52,DRIVING,16
92.545,77.33,49.11,70.33,DRIVING,16
92.663,77.93,54.15,68.36,DRIVING,16
92.781,68.41,53.86,64.91,DRIVING,16
92.899,64.16,42.11,64.02,DRIVING,16
93.016,59.59,38.57,60.47,DRIVING,16
93.132,56.49,36.21,57.78,DRIVING,16
93.247,55.0,35.45,56.59,DRIVING,16
93.363,61.88,34.34,53.86,DRIVING,16
93.478,49.42,31.21,52.82,DRIVING,16
93.593,47.48,29.09,60.88,DRIVING,16
93.708,44.22,29.61,57.9,DRIVING,16
93.822,41.11,29.09,51.6,DRIVING,16
93.936,39.68,31.77,54.33,DRIVING,16
94.05,37.2,29.09,48.4,DRIVING,16
94.163,32.45,26.93,47.57,DRIVING,16
94.276,29.84,24.92,45.56,DRIVING,16
94.389,26.76,23.21,40.26,DRIVING,16
94.501,24.19,20.88,33.8,DRIVING,16
94.612,21.06,19.52,29.21,DRIVING,16
94.723,18.92,17.54,25.65,LEFT_OBSTACLE,17
95.534,45.7,23.39,68.83,DRIVING,17
95.648,48.18,29.85,68.53,DRIVING,17
95.764,44.97,28.29,68.66,DRIVING,17
95.879,37.5,28.29,64.65,DRIVING,17
95.993,33.69,29.44,63.02,DRIVING,17
96.107,32.74,30.24,61.03,DRIVING,17
96.221,27.39,30.7,57.53,DRIVING,17
96.334,24.39,32.32,55.08,DRIVING,17
96.448,20.28,32.06,55.34,DRIVING,17
96.561,17.78,29.48,53.74,LEFT_OBSTACLE,18
97.374,78.51,48.89,92.99,DRIVING,18
97.494,78.05,59.08,90.49,DRIVING,18
97.613,76.33,55.9,92.33,DRIVING,18
97.733,74.72,76.23,91.56,DRIVING,18
97.854,72.49,74.12,87.07,DRIVING,18
97.975,70.26,70.74,68.34,DRIVING,18
98.094,69.07,68.46,66.93,DRIVING,18
98.212,66.23,65.94,62.17,DRIVING,18
98.33,64.31,62.93,60.62,DRIVING,18
98.448,63.55,60.72,58.92,DRIVING,18
98.566,61.85,58.04,56.47,DRIVING,18
98.682,63.48,55.2,54.69,DRIVING,18
98.8,61.73,53.13,52.9,DRIVING,18
98.916,58.68,50.37,50.3,DRIVING,18
99.033,55.73,47.99,48.5,DRIVING,18
99.148,49.73,45.88,46.5,DRIVING,18
99.263,46.65,43.16,44.52,DRIVING,18
99.378,45.36,41.19,42.64,DRIVING,18
99.492,42.91,38.61,40.51,DRIVING,18
99.606,39.92,36.75,38.47,DRIVING,18
99.72,35.72,34.14,35.99,DRIVING,18
99.832,33.29,32.03,33.9,DRIVING,18
99.945,30.86,30.31,31.65,DRIVING,18
100.057,34.0,28.27,29.5,DRIVING,18
100.169,30.21,25.81,26.83,DRIVING,18
100.281,28.1,23.55,24.62,DRIVING,18
100.391,27.17,21.59,22.8,DRIVING,18
100.503,23.07,16.0,20.59,DRIVING,18
100.613,20.47,13.57,18.75,ADJUST_RIGHT,18
100.923,14.11,13.31,14.35,LEFT_OBSTACLE,19
101.732,62.2,16.78,66.2,DRIVING,19
101.848,60.52,16.78,75.67,DRIVING,19
101.969,59.52,16.78,73.7,DRIVING,19
102.09,56.2,16.78,72.76,DRIVING,19
102.211,53.65,62.12,69.55,DRIVING,19
102.328,51.75,56.53,67.46,DRIVING,19
102.446,48.37,54.5,65.13,DRIVING,19
102.562,45.03,49.45,62.08,DRIVING,19
102.678,41.65,47.5,69.12,DRIVING,19
102.794,38.52,44.17,57.31,DRIVING,19
102.909,35.6,40.65,57.72,DRIVING,19
103.023,32.64,37.67,64.62,DRIVING,19
103.138,29.34,35.45,58.5,DRIVING,19
103.252,26.81,33.88,61.97,DRIVING,19
103.366,23.73,30.65,58.38,DRIVING,19
103.48,21.35,28.59,55.64,DRIVING,19
103.592,18.45,27.44,53.74,LEFT_OBSTACLE,20
104.406,66.23,51.95,89.93,DRIVING,20
104.524,67.3,52.33,89.42,DRIVING,20
104.643,77.52,53.74,91.8,DRIVING,20
104.763,75.91,65.84,91.8,DRIVING,20
104.885,61.13,62.71,91.8,DRIVING,20
105.005,57.78,59.79,96.34,DRIVING,20
105.124,53.52,59.6,96.34,DRIVING,20
105.247,68.78,52.02,83.76,DRIVING,20
105.366,64.69,46.78,79.42,DRIVING,20
105.484,61.76,44.06,76.4,DRIVING,20
105.602,61.13,41.84,75.05,DRIVING,20
105.719,59.57,37.83,71.2,DRIVING,20
105.835,54.94,35.63,58.12,DRIVING,20
105.951,51.15,34.88,55.93,DRIVING,20
106.066,50.8,34.02,55.25,DRIVING,20
106.181,46.05,34.19,52.72,DRIVING,20
106.296,42.84,43.78,51.24,DRIVING,20
106.411,39.58,39.73,50.54,DRIVING,20
106.525,35.9,37.91,49.06,DRIVING,20
106.639,32.81,33.83,46.72,DRIVING,20
106.753,30.55,30.55,46.92,DRIVING,20
106.865,44.93,27.39,42.53,DRIVING,20
106.979,42.13,24.31,40.66,DRIVING,20
107.091,40.55,23.09,37.52,DRIVING,20
107.204,20.94,18.96,35.21,DRIVING,20
107.316,19.4,16.39,32.54,LEFT_OBSTACLE,21
108.127,33.0,31.55,48.45,DRIVING,21
108.239,35.31,32.4,69.67,DRIVING,21
108.354,72.83,31.81,71.16,DRIVING,21
108.472,69.31,29.99,69.36,DRIVING,21
108.589,66.83,28.58,66.64,DRIVING,21
108.704,63.85,27.08,67.59,DRIVING,21
108.821,61.05,25.35,62.17,DRIVING,21
108.936,58.21,23.6,73.12,DRIVING,21
109.052,54.83,21.83,57.43,DRIVING,21
109.167,52.34,20.67,58.8,DRIVING,21
109.281,49.49,19.07,52.14,DRIVING,21
109.394,46.94,17.85,64.74,DRIVING,21
109.509,43.74,15.49,62.19,DRIVING,21
109.623,39.98,14.31,57.92,ADJUST_RIGHT,21
109.936,38.03,40.21,60.1,DRIVING,21
110.052,33.81,35.94,90.58,DRIVING,21
110.168,34.71,32.78,89.28,DRIVING,21
110.283,44.81,30.57,87.48,DRIVING,21
110.4,43.79,28.65,85.17,DRIVING,21
110.516,41.0,27.18,82.31,DRIVING,21
110.631,37.84,22.29,80.77,DRIVING,21
110.746,34.99,20.93,77.54,DRIVING,21
110.861,32.15,23.7,75.73,DRIVING,21
110.976,29.31,30.04,74.48,DRIVING,21
111.09,26.88,29.14,72.0,DRIVING,21
111.205,24.14,32.13,69.09,DRIVING,21
111.319,21.83,24.26,68.34,DRIVING,21
111.432,19.92,20.96,66.64,LEFT_OBSTACLE,22
112.245,59.16,62.95,79.63,DRIVING,22
112.364,72.64,63.0,77.4,DRIVING,22
112.483,71.38,58.53,77.55,DRIVING,22
112.602,72.59,56.81,75.96,DRIVING,22
112.72,70.21,54.76,73.64,DRIVING,22
112.839,74.39,54.74,70.58,DRIVING,22
112.958,69.97,58.8,68.41,DRIVING,22
113.076,74.07,58.28,63.97,DRIVING,22
113.195,75.96,49.73,61.59,DRIVING,22
113.312,71.33,47.07,59.67,DRIVING,22
113.429,70.28,55.22,70.07,DRIVING,22
113.548,56.44,53.65,68.07,DRIVING,22
113.665,53.99,52.53,53.09,DRIVING,22
113.781,51.22,53.55,48.14,DRIVING,22
113.897,61.73,52.84,44.42,DRIVING,22
114.013,59.13,53.14,41.21,DRIVING,22
114.128,57.09,51.22,39.08,DRIVING,22
114.244,53.01,49.96,37.71,DRIVING,22
114.359,54.15,49.71,34.09,DRIVING,22
114.473,52.53,46.68,30.87,DRIVING,22
114.588,45.41,44.2,46.14,DRIVING,22
114.703,42.38,42.7,27.27,DRIVING,22
114.817,38.62,38.91,22.39,DRIVING,22
114.929,35.65,36.5,19.06,DRIVING,22
115.041,32.69,32.47,15.73,DRIVING,22
115.152,29.85,29.55,14.54,ADJUST_LEFT,22
115.464,23.66,29.85,24.97,DRIVING,22
115.575,24.9,27.78,28.19,DRIVING,22
115.687,19.5,26.06,22.83,RIGHT_OBSTACLE,23
116.497,28.48,45.8,22.66,DRIVING,23
116.61,33.64,48.09,22.61,DRIVING,23
