time,distF,distLeft,distRight,direction,status,obstacle_count
30.984,21.23,-1.0,-1.0,-1,DRIVING,3
31.288,14.82,7.58,19.16,RIGHT,OBSTACLE,4
33.899,40.29,-1.0,-1.0,-1,DRIVING,4
34.204,43.52,-1.0,-1.0,-1,DRIVING,4
34.51,36.7,-1.0,-1.0,-1,DRIVING,4
34.816,31.04,-1.0,-1.0,-1,DRIVING,4
35.121,25.09,-1.0,-1.0,-1,DRIVING,4
35.425,23.19,-1.0,-1.0,-1,DRIVING,4
35.729,17.51,8.13,37.5,RIGHT,OBSTACLE,5
38.341,96.54,-1.0,-1.0,-1,DRIVING,5
38.65,94.62,-1.0,-1.0,-1,DRIVING,5
38.959,88.5,-1.0,-1.0,-1,DRIVING,5
39.268,82.28,-1.0,-1.0,-1,DRIVING,5
39.575,74.7,-1.0,-1.0,-1,DRIVING,5
39.883,68.56,-1.0,-1.0,-1,DRIVING,5
40.189,62.95,-1.0,-1.0,-1,DRIVING,5
40.497,56.81,-1.0,-1.0,-1,DRIVING,5
40.803,49.37,-1.0,-1.0,-1,DRIVING,5
41.109,44.08,-1.0,-1.0,-1,DRIVING,5
41.415,35.96,-1.0,-1.0,-1,DRIVING,5
41.72,29.73,-1.0,-1.0,-1,DRIVING,5
42.024,21.95,-1.0,-1.0,-1,DRIVING,5
42.33,14.89,136.85,24.79,LEFT,OBSTACLE,6
44.948,43.21,-1.0,-1.0,-1,DRIVING,6
45.254,38.69,-1.0,-1.0,-1,DRIVING,6
45.559,32.05,-1.0,-1.0,-1,DRIVING,6
45.864,24.22,-1.0,-1.0,-1,DRIVING,6
46.169,16.54,124.8,15.42,LEFT,OBSTACLE,7
48.787,75.77,-1.0,-1.0,-1,DRIVING,7
49.094,78.0,-1.0,-1.0,-1,DRIVING,7
49.402,80.33,-1.0,-1.0,-1,DRIVING,7
49.71,74.36,-1.0,-1.0,-1,DRIVING,7
50.018,70.87,-1.0,-1.0,-1,DRIVING,7
50.325,68.2,-1.0,-1.0,-1,DRIVING,7
50.632,63.17,-1.0,-1.0,-1,DRIVING,7
50.938,53.18,-1.0,-1.0,-1,DRIVING,7
51.245,46.29,-1.0,-1.0,-1,DRIVING,7
51.551,41.11,-1.0,-1.0,-1,DRIVING,7
51.856,32.88,-1.0,-1.0,-1,DRIVING,7
52.161,27.47,-1.0,-1.0,-1,DRIVING,7
52.466,19.58,20.04,21.73,RIGHT,OBSTACLE,8
55.078,35.9,-1.0,-1.0,-1,DRIVING,8
55.384,40.34,-1.0,-1.0,-1,DRIVING,8
55.689,42.04,-1.0,-1.0,-1,DRIVING,8
55.995,22.36,-1.0,-1.0,-1,DRIVING,8
56.299,18.68,14.59,37.32,RIGHT,OBSTACLE,9
58.912,81.57,-1.0,-1.0,-1,DRIVING,9
59.219,77.64,-1.0,-1.0,-1,DRIVING,9
59.528,75.92,-1.0,-1.0,-1,DRIVING,9
59.835,78.85,-1.0,-1.0,-1,DRIVING,9
60.143,71.54,-1.0,-1.0,-1,DRIVING,9
60.45,65.72,-1.0,-1.0,-1,DRIVING,9
60.758,58.17,-1.0,-1.0,-1,DRIVING,9
61.064,51.1,-1.0,-1.0,-1,DRIVING,9
61.37,43.93,-1.0,-1.0,-1,DRIVING,9
61.675,37.11,-1.0,-1.0,-1,DRIVING,9
61.98,30.38,-1.0,-1.0,-1,DRIVING,9
62.285,22.68,-1.0,-1.0,-1,DRIVING,9
62.589,15.54,140.23,34.78,LEFT,OBSTACLE,10
65.21,31.47,-1.0,-1.0,-1,DRIVING,10
65.515,28.2,-1.0,-1.0,-1,DRIVING,10
65.819,21.64,-1.0,-1.0,-1,DRIVING,10
66.124,14.06,121.7,20.16,LEFT,OBSTACLE,11
68.742,70.06,-1.0,-1.0,-1,DRIVING,11
69.049,67.97,-1.0,-1.0,-1,DRIVING,11
69.356,73.92,-1.0,-1.0,-1,DRIVING,11
69.663,67.61,-1.0,-1.0,-1,DRIVING,11
69.97,66.08,-1.0,-1.0,-1,DRIVING,11
70.278,58.17,-1.0,-1.0,-1,DRIVING,11
70.584,53.69,-1.0,-1.0,-1,DRIVING,11
70.891,50.22,-1.0,-1.0,-1,DRIVING,11
71.196,42.98,-1.0,-1.0,-1,DRIVING,11
71.502,36.69,-1.0,-1.0,-1,DRIVING,11
71.808,32.64,-1.0,-1.0,-1,DRIVING,11
72.113,22.85,-1.0,-1.0,-1,DRIVING,11
72.417,16.54,20.64,17.9,LEFT,OBSTACLE,12
75.029,13.58,23.49,12.87,LEFT,OBSTACLE,13
77.64,17.02,95.52,21.78,LEFT,OBSTACLE,14
80.257,69.33,-1.0,-1.0,-1,DRIVING,14
80.564,61.78,-1.0,-1.0,-1,DRIVING,14
80.871,55.2,-1.0,-1.0,-1,DRIVING,14
81.177,47.79,-1.0,-1.0,-1,DRIVING,14
81.483,46.97,-1.0,-1.0,-1,DRIVING,14
81.789,36.45,-1.0,-1.0,-1,DRIVING,14
82.095,54.15,-1.0,-1.0,-1,DRIVING,14
82.401,25.09,-1.0,-1.0,-1,DRIVING,14
82.705,17.02,13.06,38.83,RIGHT,OBSTACLE,15
85.318,78.18,-1.0,-1.0,-1,DRIVING,15
85.625,78.81,-1.0,-1.0,-1,DRIVING,15
85.934,72.78,-1.0,-1.0,-1,DRIVING,15
86.241,64.84,-1.0,-1.0,-1,DRIVING,15
86.548,58.62,-1.0,-1.0,-1,DRIVING,15
86.854,51.1,-1.0,-1.0,-1,DRIVING,15
87.16,44.64,-1.0,-1.0,-1,DRIVING,15
87.465,37.42,-1.0,-1.0,-1,DRIVING,15
87.772,30.52,-1.0,-1.0,-1,DRIVING,15
88.076,23.49,-1.0,-1.0,-1,DRIVING,15
88.381,16.25,25.89,67.98,RIGHT,OBSTACLE,16
90.996,49.16,-1.0,-1.0,-1,DRIVING,16
91.301,46.19,-1.0,-1.0,-1,DRIVING,16
91.608,42.87,-1.0,-1.0,-1,DRIVING,16
91.914,49.32,-1.0,-1.0,-1,DRIVING,16
92.219,44.86,-1.0,-1.0,-1,DRIVING,16
92.525,42.98,-1.0,-1.0,-1,DRIVING,16
92.83,35.9,-1.0,-1.0,-1,DRIVING,16
93.135,28.9,-1.0,-1.0,-1,DRIVING,16
93.441,19.87,11.99,48.91,RIGHT,OBSTACLE,17
96.054,64.77,-1.0,-1.0,-1,DRIVING,17
96.361,61.3,-1.0,-1.0,-1,DRIVING,17
96.668,55.15,-1.0,-1.0,-1,DRIVING,17
96.974,48.67,-1.0,-1.0,-1,DRIVING,17
97.28,42.55,-1.0,-1.0,-1,DRIVING,17
97.586,36.84,-1.0,-1.0,-1,DRIVING,17
97.891,29.07,-1.0,-1.0,-1,DRIVING,17
98.196,24.31,-1.0,-1.0,-1,DRIVING,17
98.5,15.59,13.46,47.26,RIGHT,OBSTACLE,18
101.113,84.71,-1.0,-1.0,-1,DRIVING,18
101.422,78.47,-1.0,-1.0,-1,DRIVING,18
101.729,72.27,-1.0,-1.0,-1,DRIVING,18
102.037,65.76,-1.0,-1.0,-1,DRIVING,18
102.343,60.84,-1.0,-1.0,-1,DRIVING,18
102.65,53.24,-1.0,-1.0,-1,DRIVING,18
102.957,45.83,-1.0,-1.0,-1,DRIVING,18
103.263,39.19,-1.0,-1.0,-1,DRIVING,18
103.568,31.93,-1.0,-1.0,-1,DRIVING,18
103.873,24.8,-1.0,-1.0,-1,DRIVING,18
104.177,17.68,31.33,60.42,RIGHT,OBSTACLE,19
106.792,46.36,-1.0,-1.0,-1,DRIVING,19
107.099,43.67,-1.0,-1.0,-1,DRIVING,19
107.405,38.52,-1.0,-1.0,-1,DRIVING,19
107.71,48.45,-1.0,-1.0,-1,DRIVING,19
108.016,40.24,-1.0,-1.0,-1,DRIVING,19
108.321,40.24,-1.0,-1.0,-1,DRIVING,19
108.626,35.09,-1.0,-1.0,-1,DRIVING,19
108.932,26.57,-1.0,-1.0,-1,DRIVING,19
109.237,18.39,13.4,50.34,RIGHT,OBSTACLE,20
111.85,65.55,-1.0,-1.0,-1,DRIVING,20
112.157,63.43,-1.0,-1.0,-1,DRIVING,20
112.464,57.46,-1.0,-1.0,-1,DRIVING,20
112.771,53.06,-1.0,-1.0,-1,DRIVING,20
113.077,53.16,-1.0,-1.0,-1,DRIVING,20
113.383,60.44,-1.0,-1.0,-1,DRIVING,20
113.69,53.19,-1.0,-1.0,-1,DRIVING,20
113.996,45.42,-1.0,-1.0,-1,DRIVING,20
114.302,38.27,-1.0,-1.0,-1,DRIVING,20
114.608,42.67,-1.0,-1.0,-1,DRIVING,20
114.913,23.56,-1.0,-1.0,-1,DRIVING,20
115.218,14.89,4.68,32.47,RIGHT,OBSTACLE,21
117.829,65.13,-1.0,-1.0,-1,DRIVING,21
118.136,62.41,-1.0,-1.0,-1,DRIVING,21
118.444,57.27,-1.0,-1.0,-1,DRIVING,21
118.75,53.07,-1.0,-1.0,-1,DRIVING,21
119.056,56.88,-1.0,-1.0,-1,DRIVING,21
119.362,51.41,-1.0,-1.0,-1,DRIVING,21
119.668,43.74,-1.0,-1.0,-1,DRIVING,21
119.974,36.74,-1.0,-1.0,-1,DRIVING,21
120.28,29.29,-1.0,-1.0,-1,DRIVING,21
120.585,22.19,-1.0,-1.0,-1,DRIVING,21
120.889,14.82,16.49,74.85,RIGHT,OBSTACLE,22
123.504,64.46,-1.0,-1.0,-1,DRIVING,22
123.81,61.4,-1.0,-1.0,-1,DRIVING,22
124.118,73.07,-1.0,-1.0,-1,DRIVING,22
124.425,71.42,-1.0,-1.0,-1,DRIVING,22
124.732,72.71,-1.0,-1.0,-1,DRIVING,22
125.04,63.41,-1.0,-1.0,-1,DRIVING,22
125.346,59.53,-1.0,-1.0,-1,DRIVING,22
125.654,55.51,-1.0,-1.0,-1,DRIVING,22
125.96,49.08,-1.0,-1.0,-1,DRIVING,22
126.266,41.6,-1.0,-1.0,-1,DRIVING,22
126.571,38.37,-1.0,-1.0,-1,DRIVING,22
126.877,31.28,-1.0,-1.0,-1,DRIVING,22
127.181,22.42,-1.0,-1.0,-1,DRIVING,22
127.486,14.76,19.92,29.21,RIGHT,OBSTACLE,23
130.099,44.57,-1.0,-1.0,-1,DRIVING,23
130.405,43.01,-1.0,-1.0,-1,DRIVING,23
130.71,43.98,-1.0,-1.0,-1,DRIVING,23
131.016,68.92,-1.0,-1.0,-1,DRIVING,23
131.323,61.32,-1.0,-1.0,-1,DRIVING,23
131.63,54.01,-1.0,-1.0,-1,DRIVING,23
131.936,26.04,-1.0,-1.0,-1,DRIVING,23
132.241,46.31,-1.0,-1.0,-1,DRIVING,23
132.547,32.54,-1.0,-1.0,-1,DRIVING,23
132.851,24.63,-1.0,-1.0,-1,DRIVING,23
133.156,19.28,7.68,80.51,RIGHT,OBSTACLE,24
135.772,74.2,-1.0,-1.0,-1,DRIVING,24
136.079,72.15,-1.0,-1.0,-1,DRIVING,24
136.386,66.61,-1.0,-1.0,-1,DRIVING,24
136.693,57.77,-1.0,-1.0,-1,DRIVING,24
136.999,53.06,-1.0,-1.0,-1,DRIVING,24
137.306,44.15,-1.0,-1.0,-1,DRIVING,24
137.612,35.55,-1.0,-1.0,-1,DRIVING,24
137.917,28.49,-1.0,-1.0,-1,DRIVING,24
138.222,21.28,-1.0,-1.0,-1,DRIVING,24
138.526,13.58,12.9,90.41,RIGHT,OBSTACLE,25
141.142,25.89,-1.0,-1.0,-1,DRIVING,25
141.447,23.44,-1.0,-1.0,-1,DRIVING,25
141.751,18.56,17.73,71.23,RIGHT,OBSTACLE,26
144.366,90.97,-1.0,-1.0,-1,DRIVING,26
144.674,88.69,-1.0,-1.0,-1,DRIVING,26
144.983,76.57,-1.0,-1.0,-1,DRIVING,26
145.291,84.34,-1.0,-1.0,-1,DRIVING,26
145.599,80.21,-1.0,-1.0,-1,DRIVING,26
145.906,68.27,-1.0,-1.0,-1,DRIVING,26
146.213,60.32,-1.0,-1.0,-1,DRIVING,26
146.521,59.43,-1.0,-1.0,-1,DRIVING,26
146.827,54.86,-1.0,-1.0,-1,DRIVING,26
147.134,48.08,-1.0,-1.0,-1,DRIVING,26
147.439,39.58,-1.0,-1.0,-1,DRIVING,26
147.745,31.45,-1.0,-1.0,-1,DRIVING,26
148.049,23.66,-1.0,-1.0,-1,DRIVING,26
148.355,15.67,15.88,18.5,RIGHT,OBSTACLE,27
150.966,24.34,-1.0,-1.0,-1,DRIVING,27
151.271,26.93,-1.0,-1.0,-1,DRIVING,27
151.575,22.15,-1.0,-1.0,-1,DRIVING,27
151.88,27.29,-1.0,-1.0,-1,DRIVING,27
152.184,19.82,6.22,96.53,RIGHT,OBSTACLE,28
154.801,85.26,-1.0,-1.0,-1,DRIVING,28
155.109,82.28,-1.0,-1.0,-1,DRIVING,28
155.417,75.8,-1.0,-1.0,-1,DRIVING,28
155.724,68.71,-1.0,-1.0,-1,DRIVING,28
156.032,62.05,-1.0,-1.0,-1,DRIVING,28
156.339,54.96,-1.0,-1.0,-1,DRIVING,28
156.645,47.57,-1.0,-1.0,-1,DRIVING,28
156.951,41.0,-1.0,-1.0,-1,DRIVING,28
157.256,33.18,-1.0,-1.0,-1,DRIVING,28
157.561,26.18,-1.0,-1.0,-1,DRIVING,28
157.865,18.82,56.27,34.19,LEFT,OBSTACLE,29
160.481,46.29,-1.0,-1.0,-1,DRIVING,29
160.787,42.79,-1.0,-1.0,-1,DRIVING,29
161.092,36.86,-1.0,-1.0,-1,DRIVING,29
161.398,29.26,-1.0,-1.0,-1,DRIVING,29
161.702,22.78,-1.0,-1.0,-1,DRIVING,29
162.008,21.37,-1.0,-1.0,-1,DRIVING,29
162.312,13.35,71.66,9.61,LEFT,OBSTACLE,30
