time,distF,distLeft,distRight,direction,status,obstacle_count
128.296,101.76,-1.0,-1.0,-1,DRIVING,21
128.606,99.65,-1.0,-1.0,-1,DRIVING,21
128.914,91.12,-1.0,-1.0,-1,DRIVING,21
129.223,88.03,-1.0,-1.0,-1,DRIVING,21
129.531,80.19,-1.0,-1.0,-1,DRIVING,21
129.839,71.03,-1.0,-1.0,-1,DRIVING,21
130.146,63.61,-1.0,-1.0,-1,DRIVING,21
130.453,55.56,-1.0,-1.0,-1,DRIVING,21
130.759,47.58,-1.0,-1.0,-1,DRIVING,21
131.065,40.77,-1.0,-1.0,-1,DRIVING,21
131.372,32.5,-1.0,-1.0,-1,DRIVING,21
131.676,27.98,-1.0,-1.0,-1,DRIVING,21
131.981,17.51,27.34,5.49,LEFT,OBSTACLE,22
134.593,85.0,-1.0,-1.0,-1,DRIVING,22
134.9,81.8,-1.0,-1.0,-1,DRIVING,22
135.208,75.58,-1.0,-1.0,-1,DRIVING,22
135.517,70.16,-1.0,-1.0,-1,DRIVING,22
135.824,62.63,-1.0,-1.0,-1,DRIVING,22
136.13,55.2,-1.0,-1.0,-1,DRIVING,22
136.437,49.62,-1.0,-1.0,-1,DRIVING,22
136.742,41.55,-1.0,-1.0,-1,DRIVING,22
137.049,34.53,-1.0,-1.0,-1,DRIVING,22
137.354,29.73,-1.0,-1.0,-1,DRIVING,22
137.659,27.86,-1.0,-1.0,-1,DRIVING,22
137.963,25.47,-1.0,-1.0,-1,DRIVING,22
138.268,20.14,-1.0,-1.0,-1,DRIVING,22
138.572,17.54,133.03,6.63,LEFT,OBSTACLE,23
141.191,16.54,86.72,22.41,LEFT,OBSTACLE,24
143.806,16.64,87.14,22.42,LEFT,OBSTACLE,25
146.422,16.54,88.83,22.41,LEFT,OBSTACLE,26
149.039,64.46,-1.0,-1.0,-1,DRIVING,26
149.346,61.78,-1.0,-1.0,-1,DRIVING,26
149.652,66.83,-1.0,-1.0,-1,DRIVING,26
149.959,60.52,-1.0,-1.0,-1,DRIVING,26
150.266,54.64,-1.0,-1.0,-1,DRIVING,26
150.573,52.21,-1.0,-1.0,-1,DRIVING,26
150.879,55.3,-1.0,-1.0,-1,DRIVING,26
151.185,47.72,-1.0,-1.0,-1,DRIVING,26
151.491,44.1,-1.0,-1.0,-1,DRIVING,26
151.797,37.15,-1.0,-1.0,-1,DRIVING,26
152.102,36.53,-1.0,-1.0,-1,DRIVING,26
152.408,26.4,-1.0,-1.0,-1,DRIVING,26
152.712,27.05,-1.0,-1.0,-1,DRIVING,26
153.017,18.62,20.4,13.91,LEFT,OBSTACLE,27
155.629,38.45,-1.0,-1.0,-1,DRIVING,27
155.934,38.22,-1.0,-1.0,-1,DRIVING,27
156.239,32.71,-1.0,-1.0,-1,DRIVING,27
156.545,49.79,-1.0,-1.0,-1,DRIVING,27
156.851,44.98,-1.0,-1.0,-1,DRIVING,27
157.157,38.68,-1.0,-1.0,-1,DRIVING,27
157.462,33.46,-1.0,-1.0,-1,DRIVING,27
157.767,29.67,-1.0,-1.0,-1,DRIVING,27
158.072,128.1,-1.0,-1.0,-1,DRIVING,27
158.383,122.21,-1.0,-1.0,-1,DRIVING,27
158.693,116.72,-1.0,-1.0,-1,DRIVING,27
159.003,59.72,-1.0,-1.0,-1,DRIVING,27
159.309,54.59,-1.0,-1.0,-1,DRIVING,27
159.617,6.51,41.36,3.54,LEFT,OBSTACLE,28
162.228,96.12,-1.0,-1.0,-1,DRIVING,28
162.537,92.19,-1.0,-1.0,-1,DRIVING,28
162.845,86.05,-1.0,-1.0,-1,DRIVING,28
163.153,77.66,-1.0,-1.0,-1,DRIVING,28
163.462,71.21,-1.0,-1.0,-1,DRIVING,28
163.769,63.63,-1.0,-1.0,-1,DRIVING,28
164.075,57.17,-1.0,-1.0,-1,DRIVING,28
164.382,47.84,-1.0,-1.0,-1,DRIVING,28
164.687,41.23,-1.0,-1.0,-1,DRIVING,28
164.994,34.6,-1.0,-1.0,-1,DRIVING,28
165.299,27.13,-1.0,-1.0,-1,DRIVING,28
165.604,19.99,17.26,4.79,LEFT,OBSTACLE,29
168.214,19.63,95.27,17.31,LEFT,OBSTACLE,30
