time,distF,distL,distR,distSL,distSR,status,obstacle_count
23.28,97.6,59.79,55.88,61.56,60.61,DRIVING,3
23.413,60.4,76.96,53.33,57.8,29.78,DRIVING,3
23.541,56.68,76.65,51.97,57.21,30.07,DRIVING,3
23.669,52.12,76.26,48.5,73.85,30.97,DRIVING,3
23.798,48.79,76.89,45.66,58.26,32.91,DRIVING,3
23.925,45.44,77.67,45.37,55.68,33.76,DRIVING,3
24.053,41.94,77.77,40.0,56.83,34.58,DRIVING,3
24.18,38.39,72.16,36.99,56.44,35.82,DRIVING,3
24.306,34.88,75.04,33.85,58.11,37.06,DRIVING,3
24.432,30.91,70.63,30.4,59.74,38.22,DRIVING,3
24.558,27.52,68.68,27.44,71.04,39.07,DRIVING,3
24.683,24.43,72.42,24.02,70.33,41.14,DRIVING,3
24.809,20.77,67.91,20.48,69.33,39.92,DRIVING,3
24.934,17.32,69.11,17.92,68.92,39.49,RIGHT_OBSTACLE,4
25.759,63.31,62.1,90.13,62.46,16.63,DRIVING,4
25.888,62.56,61.25,88.37,95.86,16.51,DRIVING,4
26.019,60.72,61.68,88.37,90.61,16.08,DRIVING,4
26.15,58.33,59.55,86.24,79.25,15.73,DRIVING,4
26.28,55.25,57.31,82.86,78.0,15.15,DRIVING,4
26.409,51.92,54.6,65.02,75.56,14.79,ADJUST_LEFT,4
26.736,49.66,48.3,12.29,36.67,13.43,RIGHT_OBSTACLE,5
27.558,46.22,51.22,45.73,85.58,17.7,DRIVING,5
27.684,46.39,50.2,44.78,85.88,19.96,DRIVING,5
27.811,45.82,50.35,43.66,77.91,78.59,DRIVING,5
27.94,50.37,50.73,40.82,75.02,78.25,DRIVING,5
28.07,41.53,46.55,38.54,89.06,77.59,DRIVING,5
28.199,39.0,51.75,36.91,88.13,26.4,DRIVING,5
28.326,35.65,39.8,33.9,87.94,56.27,DRIVING,5
28.453,32.28,35.87,29.82,87.82,54.79,DRIVING,5
28.579,28.42,33.59,26.89,89.45,33.49,DRIVING,5
28.703,24.73,30.26,23.78,93.06,44.76,DRIVING,5
28.828,22.27,28.9,21.06,78.54,44.37,DRIVING,5
28.952,19.57,27.54,19.75,74.51,44.47,RIGHT_OBSTACLE,6
29.775,24.14,53.69,21.3,58.75,18.05,DRIVING,6
29.897,69.94,83.13,20.35,73.8,17.77,DRIVING,6
30.025,66.25,82.67,18.16,62.19,18.82,DRIVING,6
30.152,64.58,80.38,14.71,80.58,22.07,RIGHT_OBSTACLE,7
30.98,76.69,44.34,77.42,42.76,53.58,DRIVING,7
31.109,75.72,42.18,80.55,42.31,62.17,DRIVING,7
31.239,72.84,41.62,80.94,41.02,66.45,DRIVING,7
31.369,71.11,39.81,77.64,40.6,73.1,DRIVING,7
31.499,67.63,38.4,76.36,38.95,79.46,DRIVING,7
31.629,63.97,35.67,72.76,37.67,66.93,DRIVING,7
31.757,59.98,33.61,64.91,36.13,67.58,DRIVING,7
31.884,56.15,31.43,66.76,34.22,70.48,DRIVING,7
32.012,52.58,29.1,64.02,32.81,73.29,DRIVING,7
32.139,48.21,26.33,53.43,90.1,83.22,DRIVING,7
32.268,46.34,24.26,59.52,89.15,85.71,DRIVING,7
32.398,41.77,21.57,57.43,87.43,87.6,DRIVING,7
32.528,38.22,18.9,51.14,87.06,86.79,DRIVING,7
32.657,35.9,16.52,35.92,62.17,88.74,DRIVING,7
32.783,33.0,12.95,32.88,63.68,88.86,LEFT_OBSTACLE,8
33.608,45.46,27.98,73.76,19.72,61.97,DRIVING,8
33.734,47.19,41.31,72.39,30.5,62.15,DRIVING,8
33.861,80.63,42.33,71.79,29.43,61.06,DRIVING,8
33.99,78.83,40.94,69.39,28.22,59.69,DRIVING,8
34.118,74.92,38.81,69.24,28.56,61.4,DRIVING,8
34.246,72.08,36.69,73.71,33.35,67.22,DRIVING,8
34.375,68.61,34.48,71.84,34.83,61.95,DRIVING,8
34.503,64.28,32.39,70.43,39.17,77.84,DRIVING,8
34.632,61.54,30.62,67.47,35.6,61.83,DRIVING,8
34.759,57.04,28.66,63.46,31.79,80.61,DRIVING,8
34.886,53.19,26.47,58.96,30.43,64.26,DRIVING,8
35.012,50.58,24.62,55.71,27.63,64.14,DRIVING,8
35.137,43.32,22.75,53.09,79.51,81.33,DRIVING,8
35.266,38.62,21.28,36.92,90.56,65.21,DRIVING,8
35.393,36.19,19.8,33.9,20.89,80.02,DRIVING,8
35.516,31.81,17.54,29.8,18.67,62.97,DRIVING,8
35.638,28.02,15.71,25.94,17.29,69.26,DRIVING,8
35.759,26.1,14.01,23.49,15.91,61.73,LEFT_OBSTACLE,9
36.58,56.32,21.71,65.4,29.78,84.41,DRIVING,9
36.707,56.1,26.23,62.75,30.79,82.7,DRIVING,9
36.834,63.17,43.71,61.3,23.34,68.36,DRIVING,9
36.961,61.08,35.62,60.67,37.26,70.72,DRIVING,9
37.089,58.06,35.68,74.31,20.6,70.14,DRIVING,9
37.216,53.23,45.07,56.54,32.62,69.17,DRIVING,9
37.344,52.46,38.51,51.6,31.98,72.08,DRIVING,9
37.47,59.55,42.6,72.45,31.6,72.86,DRIVING,9
37.599,55.91,42.25,40.92,31.79,73.58,DRIVING,9
37.725,54.21,43.35,37.59,33.12,71.15,DRIVING,9
37.851,51.03,43.81,34.56,34.43,71.31,DRIVING,9
37.977,46.99,43.76,58.85,35.77,51.36,DRIVING,9
38.103,43.67,38.45,29.09,35.48,71.62,DRIVING,9
38.227,40.17,38.76,23.43,35.97,77.66,DRIVING,9
38.352,35.5,38.71,21.13,37.91,78.37,DRIVING,9
38.477,31.88,31.64,18.77,33.78,72.84,DRIVING,9
38.6,27.66,28.75,12.51,32.93,54.69,LEFT_OBSTACLE,10
39.421,74.68,11.54,74.58,27.91,71.94,LEFT_OBSTACLE,11
40.249,64.63,78.68,48.93,78.13,37.84,DRIVING,11
40.38,63.02,80.21,47.79,63.85,35.46,DRIVING,11
40.509,60.47,85.56,44.13,71.59,34.95,DRIVING,11
40.638,57.7,87.65,41.07,62.87,34.7,DRIVING,11
40.767,38.62,86.63,37.83,62.78,34.0,DRIVING,11
40.894,34.6,88.83,35.09,65.11,33.27,DRIVING,11
41.022,32.15,89.11,31.25,77.44,32.98,DRIVING,11
41.149,28.31,91.49,28.63,50.66,32.81,DRIVING,11
41.275,42.45,48.96,26.13,56.19,30.19,DRIVING,11
41.399,38.34,42.59,23.38,81.36,29.5,DRIVING,11
41.524,17.9,38.3,22.42,82.26,33.22,RIGHT_OBSTACLE,12
42.347,80.84,75.94,33.49,72.1,16.8,DRIVING,12
42.476,76.5,76.64,33.54,71.08,18.22,DRIVING,12
42.604,72.59,74.24,33.2,71.37,21.54,DRIVING,12
42.732,70.09,72.4,32.06,72.95,32.83,DRIVING,12
42.861,68.02,69.79,30.99,69.8,31.57,DRIVING,12
42.989,63.21,66.45,30.23,68.2,30.26,DRIVING,12
43.116,60.23,64.62,29.04,69.56,28.95,DRIVING,12
43.243,57.56,60.62,28.32,68.44,27.34,DRIVING,12
43.369,53.11,57.27,27.61,66.78,26.47,DRIVING,12
43.495,48.67,54.72,27.59,65.57,25.5,DRIVING,12
43.62,44.98,50.51,79.59,84.25,24.75,DRIVING,12
43.749,41.34,47.8,66.81,25.79,23.85,DRIVING,12
43.873,37.32,44.4,43.33,46.75,22.81,DRIVING,12
43.997,33.64,41.24,72.71,87.58,57.87,DRIVING,12
44.126,29.38,37.64,35.87,52.45,57.87,DRIVING,12
44.254,25.74,34.0,33.73,51.9,19.89,DRIVING,12
44.376,22.95,30.57,28.48,58.45,18.94,DRIVING,12
44.496,18.92,27.88,25.52,59.77,17.87,RIGHT_OBSTACLE,13
45.318,89.1,86.94,23.02,65.52,18.7,DRIVING,13
45.447,87.84,86.33,23.85,67.2,18.28,DRIVING,13
45.575,87.36,86.7,22.46,63.61,18.16,DRIVING,13
45.704,83.57,82.67,21.91,62.12,18.87,DRIVING,13
45.832,81.02,80.68,21.85,63.19,19.94,DRIVING,13
45.959,77.38,77.33,21.85,95.01,19.65,DRIVING,13
46.093,73.63,68.61,99.25,80.39,18.16,DRIVING,13
46.225,69.97,66.64,93.77,78.25,16.86,DRIVING,13
46.356,65.87,67.15,91.63,64.36,15.62,DRIVING,13
46.486,61.73,65.67,87.96,80.46,14.98,ADJUST_LEFT,13
46.817,58.94,57.27,11.92,61.3,13.91,RIGHT_OBSTACLE,14
47.641,55.68,57.7,54.71,82.2,18.94,DRIVING,14
47.769,55.44,57.17,54.64,82.04,83.84,DRIVING,14
47.9,54.08,88.54,52.38,92.31,83.23,DRIVING,14
48.034,53.01,52.94,50.3,82.37,82.33,DRIVING,14
48.165,49.61,49.79,47.55,89.08,83.33,DRIVING,14
48.296,46.77,62.24,44.47,80.05,25.38,DRIVING,14
48.423,46.94,43.5,41.97,88.28,60.49,DRIVING,14
48.552,43.08,79.46,39.19,80.77,53.89,DRIVING,14
48.681,38.54,38.4,38.06,82.48,52.05,DRIVING,14
48.808,39.59,35.87,32.71,81.36,52.77,DRIVING,14
48.934,36.07,29.75,28.87,84.63,50.88,DRIVING,14
49.06,34.48,27.32,25.4,83.03,50.75,DRIVING,14
49.185,27.35,23.24,23.73,80.99,51.94,DRIVING,14
49.31,23.12,24.26,20.18,80.58,53.02,DRIVING,14
49.434,20.04,16.47,16.97,67.68,28.31,DRIVING,14
49.555,16.3,12.78,13.6,71.16,27.23,RIGHT_OBSTACLE,15
50.375,56.51,82.79,7.51,88.31,15.86,RIGHT_OBSTACLE,16
51.202,81.69,51.37,78.68,48.74,17.75,DRIVING,16
51.331,79.9,48.74,79.42,47.74,61.52,DRIVING,16
51.461,78.0,47.87,77.27,47.33,62.73,DRIVING,16
51.592,75.38,46.12,76.14,46.55,58.17,DRIVING,16
51.722,71.94,44.64,78.4,45.19,59.69,DRIVING,16
51.851,68.61,42.84,75.21,44.06,70.96,DRIVING,16
51.981,66.01,41.07,72.64,42.43,70.48,DRIVING,16
52.11,62.54,38.71,69.19,40.02,65.04,DRIVING,16
52.239,58.51,36.58,67.06,38.22,70.36,DRIVING,16
52.367,55.32,34.41,64.57,36.55,71.45,DRIVING,16
52.494,50.8,32.13,61.32,35.24,70.6,DRIVING,16
52.621,47.19,29.87,58.94,33.05,71.67,DRIVING,16
52.747,43.67,27.63,55.71,93.28,83.23,DRIVING,16
52.877,39.36,25.01,52.16,93.45,81.5,DRIVING,16
53.006,35.77,22.42,49.4,93.01,80.87,DRIVING,16
53.135,34.54,20.31,47.14,68.32,82.65,DRIVING,16
53.262,29.14,17.27,45.95,74.39,83.35,DRIVING,16
53.389,26.47,14.71,39.47,91.82,83.76,RIGHT_OBSTACLE,17
54.216,5.66,9.78,20.82,70.75,36.36,RIGHT_OBSTACLE,18
55.036,80.38,65.13,7.06,67.49,36.36,RIGHT_OBSTACLE,19
55.868,64.45,83.96,64.21,77.25,89.11,DRIVING,19
56.003,62.34,90.9,63.8,80.56,88.84,DRIVING,19
56.137,61.2,89.54,62.19,84.75,89.27,DRIVING,19
56.272,59.53,86.14,60.18,74.39,89.49,DRIVING,19
56.407,64.77,85.63,57.97,84.8,71.5,DRIVING,19
56.54,64.04,85.73,56.19,83.37,66.16,DRIVING,19
56.673,58.82,81.28,54.88,75.63,57.39,DRIVING,19
56.805,56.15,82.35,51.61,78.25,56.03,DRIVING,19
56.936,40.22,49.16,51.14,77.47,54.18,DRIVING,19
57.064,37.98,74.02,46.39,74.09,50.2,DRIVING,19
57.192,34.12,61.68,42.87,67.78,48.81,DRIVING,19
57.32,29.0,69.07,41.62,65.94,46.6,DRIVING,19
57.446,53.77,67.46,37.72,69.51,69.87,DRIVING,19
57.576,25.64,64.01,22.49,64.86,40.14,DRIVING,19
57.701,46.65,63.97,33.78,63.68,38.62,DRIVING,19
57.828,44.49,64.72,18.7,60.76,39.93,DRIVING,19
57.953,39.66,54.45,40.56,61.25,32.39,DRIVING,19
58.079,37.26,52.34,7.7,61.2,31.26,RIGHT_OBSTACLE,20
58.902,52.46,68.58,46.95,79.97,37.38,DRIVING,20
59.031,55.68,68.78,47.91,82.57,39.13,DRIVING,20
59.16,56.2,66.16,48.71,54.11,41.23,DRIVING,20
59.288,52.22,64.65,47.99,46.43,41.11,DRIVING,20
59.415,52.53,61.95,44.85,41.55,46.72,DRIVING,20
59.541,52.11,59.52,44.35,70.72,42.79,DRIVING,20
59.669,41.31,58.31,41.99,71.11,44.05,DRIVING,20
59.796,36.5,55.52,40.56,72.59,40.78,DRIVING,20
59.923,33.41,83.22,33.8,47.52,39.3,DRIVING,20
60.049,43.69,82.4,27.97,46.61,38.25,DRIVING,20
60.175,39.64,79.71,24.5,48.88,37.25,DRIVING,20
60.301,35.72,97.1,22.03,58.33,31.37,DRIVING,20
60.427,32.22,76.53,20.48,70.58,29.85,DRIVING,20
60.553,28.83,73.3,33.25,70.99,28.88,DRIVING,20
60.679,25.21,73.68,28.42,68.02,28.93,DRIVING,20
60.804,21.66,70.35,27.18,71.6,15.08,DRIVING,20
60.929,18.26,69.0,23.58,65.96,13.48,RIGHT_OBSTACLE,21
61.752,60.54,69.41,23.58,86.36,18.41,DRIVING,21
61.886,60.54,69.39,65.99,66.79,17.94,DRIVING,21
62.014,58.53,67.03,93.5,67.44,17.53,DRIVING,21
62.144,55.25,84.0,58.43,39.81,17.22,DRIVING,21
62.271,52.22,61.68,60.98,37.16,16.86,DRIVING,21
62.397,49.44,58.8,51.83,86.41,16.56,DRIVING,21
62.524,45.44,55.52,47.02,90.63,16.08,DRIVING,21
62.651,42.67,55.52,42.87,50.32,15.91,DRIVING,21
62.779,38.1,98.07,40.55,51.0,15.91,DRIVING,21
62.905,34.36,98.07,37.06,53.81,16.1,DRIVING,21
63.032,30.67,97.07,31.88,57.27,16.27,DRIVING,21
63.158,27.1,97.14,28.61,61.18,16.51,DRIVING,21
63.283,23.43,98.06,26.71,59.45,17.24,DRIVING,21
63.409,19.33,98.06,22.97,60.42,17.63,RIGHT_OBSTACLE,22
64.234,86.89,78.37,22.97,74.85,24.56,DRIVING,22
64.368,85.31,79.34,93.19,73.9,24.51,DRIVING,22
64.501,83.64,76.62,86.72,74.41,24.92,DRIVING,22
64.633,81.8,72.23,84.52,71.83,25.4,DRIVING,22
64.765,77.54,68.99,81.04,69.34,26.21,DRIVING,22
64.897,74.09,65.06,76.62,69.92,27.06,DRIVING,22
65.027,71.33,61.39,72.95,73.8,28.66,DRIVING,22
65.158,68.15,57.55,68.36,74.85,30.18,DRIVING,22
65.287,64.04,54.15,65.11,73.37,31.84,DRIVING,22
65.416,61.47,51.09,61.29,73.51,33.58,DRIVING,22
65.545,56.92,77.49,57.78,73.68,35.99,DRIVING,22
65.675,53.36,73.71,53.69,72.44,99.57,DRIVING,22
65.807,49.15,71.59,49.54,65.82,41.74,DRIVING,22
65.936,35.19,64.18,45.48,66.05,67.69,DRIVING,22
66.064,29.78,63.39,42.45,70.94,66.98,DRIVING,22
66.193,38.74,56.03,37.47,68.32,66.69,DRIVING,22
66.32,35.79,53.35,34.51,67.18,66.62,DRIVING,22
66.448,16.42,52.75,30.8,66.59,49.91,RIGHT_OBSTACLE,23
67.272,55.62,62.15,41.85,73.81,13.91,ADJUST_LEFT,23
67.599,50.98,61.15,13.11,61.12,28.83,RIGHT_OBSTACLE,24
68.424,60.06,69.58,61.59,59.86,44.39,DRIVING,24
68.553,65.16,70.35,59.28,57.0,46.95,DRIVING,24
68.683,64.46,69.34,57.61,57.38,53.5,DRIVING,24
68.813,63.21,73.52,57.32,57.75,51.27,DRIVING,24
68.942,60.18,71.66,53.21,57.09,55.85,DRIVING,24
69.072,56.75,69.67,51.54,57.39,55.44,DRIVING,24
69.201,53.36,69.36,47.75,57.63,60.06,DRIVING,24
69.33,49.32,67.37,51.31,57.85,59.09,DRIVING,24
69.459,46.05,65.67,40.99,58.21,53.31,DRIVING,24
69.587,42.13,65.01,38.47,57.94,48.26,DRIVING,24
69.714,38.91,62.78,44.85,57.26,46.84,DRIVING,24
69.84,35.29,61.68,37.47,56.13,45.12,DRIVING,24
69.966,31.38,60.88,35.34,57.09,43.3,DRIVING,24
70.092,27.66,58.34,30.35,54.45,31.67,DRIVING,24
70.216,24.09,54.76,26.4,51.37,31.67,DRIVING,24
70.339,21.01,52.39,22.75,50.56,30.43,DRIVING,24
70.462,17.61,50.27,77.69,49.47,30.48,RIGHT_OBSTACLE,25
71.287,45.05,52.72,46.73,47.87,17.46,DRIVING,25
71.411,42.91,53.28,49.37,50.83,17.7,DRIVING,25
71.536,41.02,53.28,43.21,49.88,17.63,DRIVING,25
71.664,38.22,53.28,40.26,88.96,17.58,DRIVING,25
71.793,35.12,99.2,37.3,52.21,17.75,DRIVING,25
71.919,32.23,99.2,34.14,58.85,17.94,DRIVING,25
72.046,28.0,83.71,35.46,52.73,18.7,DRIVING,25
72.171,24.97,93.52,27.35,91.44,19.24,DRIVING,25
72.298,22.85,93.52,26.72,62.02,20.3,DRIVING,25
72.424,21.73,94.86,20.84,64.8,20.13,DRIVING,25
72.549,19.52,93.36,15.13,55.88,22.1,RIGHT_OBSTACLE,26
73.373,84.22,74.61,96.53,81.65,19.4,DRIVING,26
73.506,82.57,74.32,90.58,81.09,19.58,DRIVING,26
73.639,81.33,72.27,91.29,80.34,19.65,DRIVING,26
73.772,77.71,71.77,83.38,80.26,19.72,DRIVING,26
73.904,74.49,67.47,81.06,82.23,20.18,DRIVING,26
74.035,71.35,63.04,73.85,81.31,20.71,DRIVING,26
74.165,68.14,60.04,70.99,81.21,21.42,DRIVING,26
74.295,64.52,56.83,65.87,83.18,22.73,DRIVING,26
74.424,60.42,53.45,62.12,71.35,23.19,DRIVING,26
74.552,57.15,52.02,57.8,84.15,24.26,DRIVING,26
74.68,54.06,60.62,54.06,83.11,25.28,DRIVING,26
74.809,50.03,58.26,50.73,59.28,26.28,DRIVING,26
74.935,47.11,46.89,47.21,83.9,28.1,DRIVING,26
75.062,43.67,40.41,43.89,82.04,28.95,DRIVING,26
75.188,39.46,46.33,41.58,85.32,31.33,DRIVING,26
75.315,34.9,33.8,37.35,78.73,32.93,DRIVING,26
75.44,31.69,30.72,37.83,76.09,34.58,DRIVING,26
75.564,27.81,27.44,40.32,74.27,36.3,DRIVING,26
75.688,25.07,26.47,26.95,72.08,38.49,DRIVING,26
75.811,21.66,37.64,23.15,70.7,39.68,DRIVING,26
75.935,20.4,24.0,21.9,23.41,47.02,DRIVING,26
76.055,13.94,20.96,13.94,21.57,45.31,LEFT_OBSTACLE,27
76.873,47.58,11.75,37.18,12.12,85.71,LEFT_OBSTACLE,28
77.698,78.73,37.09,89.64,42.33,64.09,DRIVING,28
77.828,77.28,37.98,88.81,38.95,71.33,DRIVING,28
77.959,76.16,37.01,85.59,37.88,73.51,DRIVING,28
78.089,74.38,36.41,84.05,37.04,81.19,DRIVING,28
78.219,71.33,35.77,63.43,35.07,69.31,DRIVING,28
78.348,69.09,34.71,52.8,33.9,77.71,DRIVING,28
78.476,64.28,34.14,56.47,32.76,57.8,DRIVING,28
78.602,60.08,33.18,72.78,32.03,57.49,DRIVING,28
78.729,58.06,32.74,70.92,30.77,81.26,DRIVING,28
78.857,56.2,32.79,53.58,29.89,51.22,DRIVING,28
78.983,50.98,32.08,64.5,28.95,51.58,DRIVING,28
79.108,51.7,32.28,63.07,28.34,52.24,DRIVING,28
79.234,48.37,32.52,55.47,27.63,48.38,DRIVING,28
79.357,51.7,31.52,54.94,26.88,55.68,DRIVING,28
79.482,48.59,36.52,49.76,26.81,65.26,DRIVING,28
79.608,44.46,34.6,46.68,25.86,46.9,DRIVING,28
79.732,40.95,29.95,42.81,25.96,47.69,DRIVING,28
79.855,37.33,28.2,38.49,25.09,65.16,DRIVING,28
79.979,33.35,26.01,36.69,25.21,37.96,DRIVING,28
80.1,30.19,24.85,32.35,24.5,66.47,DRIVING,28
80.223,26.28,29.67,30.16,24.82,62.36,DRIVING,28
80.345,23.14,27.78,68.12,23.26,67.23,DRIVING,28
80.47,19.57,24.48,83.88,19.13,62.54,LEFT_OBSTACLE,29
81.294,56.8,24.48,70.62,19.62,59.4,DRIVING,29
81.425,54.55,61.12,77.98,20.01,59.47,DRIVING,29
81.553,52.41,58.55,78.52,20.2,57.27,DRIVING,29
81.681,50.92,55.52,83.91,20.43,68.58,DRIVING,29
81.809,47.96,51.54,81.04,21.27,53.4,DRIVING,29
81.936,46.12,49.25,80.82,21.79,68.95,DRIVING,29
82.064,42.57,43.86,77.64,22.46,51.1,DRIVING,29
82.19,50.92,39.22,69.6,23.19,82.52,DRIVING,29
82.318,47.55,35.36,77.83,24.55,84.75,DRIVING,29
82.446,43.84,32.33,72.83,25.5,80.07,DRIVING,29
82.573,41.34,38.23,70.38,26.2,81.33,DRIVING,29
82.7,38.05,24.96,68.77,27.57,58.26,DRIVING,29
82.825,36.55,22.49,62.59,28.07,56.49,DRIVING,29
82.949,39.53,20.62,61.1,29.19,53.96,DRIVING,29
83.073,38.1,17.48,59.14,30.31,50.75,DRIVING,29
83.196,33.81,16.98,48.59,31.45,52.58,DRIVING,29
83.319,36.31,23.04,43.71,17.77,52.31,DRIVING,29
83.441,32.1,18.9,39.8,12.41,71.03,ADJUST_RIGHT,29
83.764,16.37,17.78,27.61,10.64,50.98,LEFT_OBSTACLE,30
