time,distF,distL,distR,distSL,distSR,status,obstacle_count
30.817,37.28,10.01,68.49,36.31,67.88,LEFT_OBSTACLE,3
31.642,60.01,61.73,79.46,37.21,63.55,DRIVING,3
31.772,62.2,60.21,69.19,40.66,58.75,DRIVING,3
31.901,75.51,58.46,68.1,77.67,56.93,DRIVING,3
32.033,73.64,56.34,65.35,76.18,56.27,DRIVING,3
32.164,70.28,53.72,64.45,75.92,63.07,DRIVING,3
32.295,67.44,51.8,60.78,76.35,60.42,DRIVING,3
32.427,61.56,49.03,58.21,77.47,57.56,DRIVING,3
32.557,57.73,47.09,55.57,77.98,55.66,DRIVING,3
32.686,56.27,44.81,52.38,87.82,63.9,DRIVING,3
32.816,51.15,42.65,49.64,46.36,63.0,DRIVING,3
32.943,50.22,40.65,46.22,44.06,64.62,DRIVING,3
33.07,47.41,38.62,44.12,41.09,64.5,DRIVING,3
33.196,50.98,36.6,41.45,38.59,65.98,DRIVING,3
33.321,41.23,34.68,37.49,36.21,64.26,DRIVING,3
33.445,37.55,33.2,34.37,34.31,64.31,DRIVING,3
33.569,33.95,30.07,30.89,32.4,64.45,DRIVING,3
33.693,30.69,27.39,27.73,30.62,63.9,DRIVING,3
33.816,27.93,25.07,25.06,28.48,64.8,DRIVING,3
33.938,25.04,21.98,21.85,27.17,64.58,DRIVING,3
34.06,21.88,18.85,19.11,25.09,64.14,DRIVING,3
34.181,18.28,17.19,15.95,24.72,65.62,LEFT_OBSTACLE,4
35.001,60.78,13.72,57.49,16.13,75.87,LEFT_OBSTACLE,5
35.826,91.34,63.82,89.32,64.11,26.95,DRIVING,5
35.958,88.15,76.6,88.57,62.9,25.99,DRIVING,5
36.09,85.83,82.04,86.5,63.14,25.82,DRIVING,5
36.222,82.93,83.23,83.81,63.27,26.23,DRIVING,5
36.355,78.71,87.92,81.12,69.56,26.69,DRIVING,5
36.487,75.23,67.22,77.45,69.87,26.52,DRIVING,5
36.618,72.11,75.72,76.04,74.56,26.78,DRIVING,5
36.749,69.16,63.48,71.16,74.99,27.0,DRIVING,5
36.879,64.87,53.72,68.53,77.13,27.1,DRIVING,5
37.008,61.51,50.46,67.81,45.12,27.0,DRIVING,5
37.135,57.34,49.18,61.9,85.27,27.0,DRIVING,5
37.264,53.89,57.73,67.3,80.16,26.95,DRIVING,5
37.393,50.44,54.74,63.17,81.53,26.83,DRIVING,5
37.521,46.6,48.37,58.87,74.99,26.71,DRIVING,5
37.648,42.74,45.37,57.66,83.42,26.64,DRIVING,5
37.775,38.88,44.47,54.4,81.11,26.35,DRIVING,5
37.902,35.53,41.89,50.71,37.81,26.28,DRIVING,5
38.025,31.38,34.37,48.98,36.86,25.99,DRIVING,5
38.148,27.29,29.72,43.88,37.2,25.82,DRIVING,5
38.269,23.72,26.59,40.94,35.43,25.47,DRIVING,5
38.39,20.52,22.64,48.64,36.57,25.26,DRIVING,5
38.511,16.78,19.62,93.6,35.07,26.15,RIGHT_OBSTACLE,6
39.334,20.11,31.59,14.48,70.53,15.56,RIGHT_OBSTACLE,7
40.156,90.97,74.32,81.62,31.33,34.87,DRIVING,7
40.286,91.0,72.66,81.18,30.63,35.11,DRIVING,7
40.417,88.6,71.66,88.79,29.78,33.81,DRIVING,7
40.547,85.53,70.55,87.23,30.48,32.69,DRIVING,7
40.677,81.43,67.32,83.5,30.67,31.62,DRIVING,7
40.807,77.69,63.89,79.37,31.31,32.2,DRIVING,7
40.935,74.02,63.6,78.05,31.62,53.48,DRIVING,7
41.065,70.21,58.72,76.5,31.62,53.01,DRIVING,7
41.194,66.42,56.61,72.57,31.81,48.74,DRIVING,7
41.323,62.31,52.19,73.05,32.08,54.49,DRIVING,7
41.451,58.51,50.93,77.95,31.98,51.46,DRIVING,7
41.579,55.54,46.19,77.52,31.93,49.45,DRIVING,7
41.706,51.29,43.16,76.25,31.69,49.45,DRIVING,7
41.833,47.12,39.37,73.95,31.5,72.44,DRIVING,7
41.961,43.84,35.65,47.04,31.04,59.59,DRIVING,7
42.086,39.76,33.75,42.09,30.62,71.26,DRIVING,7
42.211,36.48,31.04,37.72,30.45,70.65,DRIVING,7
42.335,32.4,28.97,34.49,29.48,66.45,DRIVING,7
42.458,28.93,27.56,30.4,28.59,59.35,DRIVING,7
42.58,25.81,25.52,26.88,27.88,65.81,DRIVING,7
42.702,22.2,24.21,23.26,27.46,58.45,DRIVING,7
42.823,19.21,27.05,20.54,23.61,62.85,LEFT_OBSTACLE,8
43.644,56.49,18.07,56.47,18.0,69.46,DRIVING,8
43.769,54.94,18.07,68.36,18.11,61.54,DRIVING,8
43.9,51.88,59.28,66.45,17.82,59.93,DRIVING,8
44.027,49.13,85.05,63.53,17.12,60.23,DRIVING,8
44.155,45.68,52.87,61.0,16.81,63.97,DRIVING,8
44.282,41.96,48.31,58.8,16.63,62.66,DRIVING,8
44.407,38.47,44.22,56.47,16.51,58.62,DRIVING,8
44.532,34.65,40.68,60.21,16.57,56.2,DRIVING,8
44.656,31.25,37.96,56.87,17.12,57.61,DRIVING,8
44.78,28.07,34.15,56.07,16.93,58.46,DRIVING,8
44.904,24.19,31.74,59.02,17.51,64.07,DRIVING,8
45.028,21.52,28.66,54.83,17.41,64.6,DRIVING,8
45.151,17.97,26.64,51.6,17.7,69.31,LEFT_OBSTACLE,9
45.973,59.7,50.75,71.03,33.78,63.21,DRIVING,9
46.102,60.72,59.89,97.72,43.04,61.73,DRIVING,9
46.233,57.21,64.99,97.72,43.93,62.08,DRIVING,9
46.365,54.72,57.41,91.24,45.59,61.76,DRIVING,9
46.495,71.89,51.75,91.24,46.38,62.07,DRIVING,9
46.627,71.76,48.86,64.02,59.23,60.67,DRIVING,9
46.757,67.66,64.43,61.3,58.53,61.69,DRIVING,9
46.887,64.02,41.53,60.21,59.35,59.11,DRIVING,9
47.016,64.65,39.73,56.24,60.76,62.85,DRIVING,9
47.145,62.99,38.45,54.57,62.25,57.44,DRIVING,9
47.273,57.53,52.67,51.97,60.88,55.34,DRIVING,9
47.403,59.99,34.46,49.28,62.27,53.72,DRIVING,9
47.529,74.8,32.76,47.33,32.81,61.71,DRIVING,9
47.656,54.01,44.73,44.9,29.84,61.49,DRIVING,9
47.782,67.12,41.65,42.57,28.7,61.12,DRIVING,9
47.908,62.87,39.71,39.71,29.12,62.32,DRIVING,9
48.034,59.48,36.99,37.06,29.48,64.36,DRIVING,9
48.159,55.3,35.79,35.38,37.45,65.98,DRIVING,9
48.285,52.28,33.51,32.01,39.88,66.73,DRIVING,9
48.41,48.6,32.96,29.39,33.12,67.0,DRIVING,9
48.535,44.76,28.92,26.89,30.74,67.52,DRIVING,9
48.659,52.58,26.33,24.28,28.76,70.18,DRIVING,9
48.783,46.72,23.6,21.78,26.4,70.89,DRIVING,9
48.906,42.5,21.06,19.53,25.69,73.87,DRIVING,9
49.029,37.62,19.46,16.44,25.33,88.79,DRIVING,9
49.152,30.02,16.47,14.13,26.79,89.15,LEFT_OBSTACLE,10
49.975,30.02,10.52,68.48,30.5,72.06,LEFT_OBSTACLE,11
50.805,30.02,73.54,42.33,74.1,25.23,DRIVING,11
50.936,99.42,77.69,41.87,66.96,25.02,DRIVING,11
51.066,98.5,90.8,39.02,73.34,23.15,DRIVING,11
51.197,87.91,90.59,36.92,72.32,23.97,DRIVING,11
51.328,83.86,90.66,34.9,72.78,22.54,DRIVING,11
51.458,80.55,88.69,31.35,74.51,22.66,DRIVING,11
51.588,76.94,87.14,29.82,60.95,22.66,DRIVING,11
51.716,73.46,82.62,26.08,75.68,24.97,DRIVING,11
51.845,68.03,79.19,24.8,56.59,23.85,DRIVING,11
51.972,71.71,76.13,34.9,78.61,25.26,DRIVING,11
52.101,60.84,73.98,14.11,77.11,23.92,RIGHT_OBSTACLE,12
52.927,76.62,74.83,70.72,48.33,55.39,DRIVING,12
53.059,76.43,75.31,68.15,47.67,57.04,DRIVING,12
53.19,74.36,70.79,67.29,47.04,40.7,DRIVING,12
53.319,71.64,69.36,65.37,47.69,37.13,DRIVING,12
53.449,67.66,66.74,70.26,47.12,64.5,DRIVING,12
53.579,64.4,64.92,68.12,45.95,65.02,DRIVING,12
53.709,60.88,60.33,69.48,45.71,66.45,DRIVING,12
53.839,58.21,47.65,60.28,44.4,67.17,DRIVING,12
53.968,54.18,45.8,55.71,43.52,67.76,DRIVING,12
54.096,50.25,44.42,50.9,42.69,64.86,DRIVING,12
54.223,46.87,42.81,47.79,41.19,64.45,DRIVING,12
54.349,43.74,41.33,43.83,39.95,63.44,DRIVING,12
54.475,40.34,40.83,39.68,38.64,63.97,DRIVING,12
54.6,36.91,37.3,35.87,37.59,62.54,DRIVING,12
54.724,33.46,34.27,32.71,36.09,60.78,DRIVING,12
54.848,30.07,31.14,29.38,34.66,60.16,DRIVING,12
54.971,26.93,28.44,25.53,33.1,60.25,DRIVING,12
55.094,24.07,26.03,22.3,31.57,59.77,DRIVING,12
55.216,21.69,24.26,19.45,29.97,60.47,DRIVING,12
55.336,18.43,22.59,16.13,28.65,60.59,LEFT_OBSTACLE,13
56.157,56.56,13.46,53.7,81.94,82.08,LEFT_OBSTACLE,14
56.986,89.88,58.7,89.15,60.66,31.79,DRIVING,14
57.118,86.48,71.09,87.5,58.45,31.26,DRIVING,14
57.249,85.17,71.76,85.59,56.61,30.69,DRIVING,14
57.381,83.22,78.74,84.17,59.04,31.28,DRIVING,14
57.512,81.18,83.86,80.66,64.87,31.14,DRIVING,14
57.646,75.68,88.4,76.48,71.28,31.57,DRIVING,14
57.778,72.0,58.77,74.97,69.7,31.93,DRIVING,14
57.908,68.14,54.52,70.55,71.47,32.25,DRIVING,14
58.037,63.55,50.44,67.35,72.25,32.33,DRIVING,14
58.166,60.1,50.29,64.07,46.9,32.45,DRIVING,14
58.293,57.22,45.63,62.8,76.33,32.4,DRIVING,14
58.422,53.28,42.45,69.12,78.74,32.33,DRIVING,14
58.55,49.73,39.58,54.33,70.92,32.39,DRIVING,14
58.676,45.44,39.22,62.07,68.02,32.15,DRIVING,14
58.803,41.96,37.76,58.57,39.54,31.98,DRIVING,14
58.928,38.15,39.02,55.4,34.31,31.79,DRIVING,14
59.051,36.86,36.02,52.26,33.29,31.38,DRIVING,14
59.174,31.69,32.74,48.81,32.23,31.25,DRIVING,14
59.296,27.17,28.41,48.45,43.88,30.84,DRIVING,14
59.419,23.26,23.95,44.46,32.1,30.7,DRIVING,14
59.54,19.62,20.16,45.1,31.62,29.85,RIGHT_OBSTACLE,15
60.361,25.64,27.01,15.18,77.35,19.4,DRIVING,15
60.483,25.02,29.9,15.66,65.28,18.51,DRIVING,15
60.604,24.45,78.97,15.54,70.65,17.88,DRIVING,15
60.728,21.64,24.97,14.25,62.53,22.47,RIGHT_OBSTACLE,16
61.549,82.33,79.24,74.77,42.79,26.59,DRIVING,16
61.679,84.71,78.4,83.33,42.4,21.25,DRIVING,16
61.809,86.19,76.21,78.01,41.85,20.59,DRIVING,16
61.939,83.93,75.04,81.5,42.69,20.35,DRIVING,16
62.069,79.48,74.02,76.28,42.45,24.09,DRIVING,16
62.198,76.5,69.43,71.64,42.28,25.64,DRIVING,16
62.327,72.35,67.91,70.38,42.5,61.49,DRIVING,16
62.458,69.02,64.43,72.0,42.84,64.87,DRIVING,16
62.588,65.16,61.91,71.47,42.69,39.07,DRIVING,16
62.717,61.12,60.04,72.16,42.09,63.33,DRIVING,16
62.846,58.04,55.39,70.84,41.68,66.71,DRIVING,16
62.977,53.82,54.72,68.17,41.36,70.84,DRIVING,16
63.106,49.96,49.06,56.73,40.83,66.16,DRIVING,16
63.233,46.22,44.64,50.9,40.6,65.52,DRIVING,16
63.36,42.43,43.47,44.64,39.54,63.38,DRIVING,16
63.485,38.79,40.19,39.92,39.29,62.73,DRIVING,16
63.61,35.07,37.71,36.23,38.01,61.35,DRIVING,16
63.734,31.13,35.43,32.47,37.76,62.54,DRIVING,16
63.858,27.78,34.31,28.42,36.86,59.09,DRIVING,16
63.981,24.26,31.99,24.75,34.66,50.98,DRIVING,16
64.103,21.1,30.97,21.51,31.14,53.26,DRIVING,16
64.225,17.49,34.88,18.8,29.19,51.95,LEFT_OBSTACLE,17
65.046,49.56,13.36,46.68,16.22,72.37,LEFT_OBSTACLE,18
65.869,88.26,63.0,87.11,52.21,38.74,DRIVING,18
66.001,85.53,65.06,88.38,50.69,36.77,DRIVING,18
66.132,84.71,72.25,86.48,50.37,36.48,DRIVING,18
66.264,82.62,72.81,83.88,52.92,36.31,DRIVING,18
66.396,77.33,79.88,81.36,60.25,37.01,DRIVING,18
66.527,75.38,79.0,78.3,63.46,36.89,DRIVING,18
66.659,69.97,57.24,73.61,64.23,37.47,DRIVING,18
66.789,66.61,52.11,71.55,65.65,37.3,DRIVING,18
66.918,63.27,47.92,67.47,68.66,37.84,DRIVING,18
67.047,58.96,43.78,64.5,73.15,37.54,DRIVING,18
67.175,55.56,41.04,60.4,72.91,37.54,DRIVING,18
67.303,50.8,38.06,58.04,73.98,38.01,DRIVING,18
67.43,47.06,35.63,54.69,71.2,37.72,DRIVING,18
67.557,43.88,32.45,49.52,68.53,37.77,DRIVING,18
67.683,39.7,30.07,46.6,67.98,37.83,DRIVING,18
67.808,35.84,28.1,43.16,66.95,37.74,DRIVING,18
67.933,31.98,33.01,55.73,66.15,37.89,DRIVING,18
68.058,28.48,30.52,53.26,66.05,38.03,DRIVING,18
68.183,24.73,28.08,50.83,23.89,38.54,DRIVING,18
68.304,22.24,25.62,49.52,22.75,38.18,DRIVING,18
68.425,17.26,19.77,24.65,23.05,37.89,LEFT_OBSTACLE,19
69.244,34.48,21.23,34.37,20.14,64.8,DRIVING,19
69.367,32.39,42.94,38.4,18.46,66.52,DRIVING,19
69.491,30.14,41.43,43.1,19.55,66.28,DRIVING,19
69.615,27.76,45.02,76.5,19.86,91.53,DRIVING,19
69.742,24.8,48.52,74.19,21.01,60.67,DRIVING,19
69.868,22.3,26.52,57.02,21.98,65.98,DRIVING,19
69.991,19.46,22.37,60.04,25.14,89.84,LEFT_OBSTACLE,20
70.816,69.56,68.1,93.81,20.71,41.57,DRIVING,20
70.945,84.22,65.7,89.45,22.51,40.85,DRIVING,20
71.075,82.38,64.97,89.52,23.58,40.58,DRIVING,20
71.205,79.12,61.85,86.65,24.79,39.15,DRIVING,20
71.334,79.02,60.84,84.64,24.79,40.75,DRIVING,20
71.471,75.73,58.28,82.69,24.79,46.63,DRIVING,20
71.606,73.54,57.65,84.81,58.8,47.09,DRIVING,20
71.737,73.9,57.41,76.81,34.6,38.56,DRIVING,20
71.866,71.4,64.69,78.3,56.02,36.41,DRIVING,20
71.996,78.34,60.74,73.22,55.11,40.34,DRIVING,20
72.126,73.0,57.22,71.4,51.14,37.13,DRIVING,20
72.255,69.38,54.54,66.57,51.9,38.62,DRIVING,20
72.384,66.61,51.54,63.14,52.28,39.64,DRIVING,20
72.512,63.92,48.57,61.76,51.6,70.31,DRIVING,20
72.641,60.96,45.59,57.26,57.07,68.22,DRIVING,20
72.77,56.22,42.6,54.28,56.07,69.33,DRIVING,20
72.899,53.65,39.32,50.66,59.47,67.34,DRIVING,20
73.027,37.67,36.5,48.88,59.93,66.38,DRIVING,20
73.153,34.48,33.66,43.18,63.68,62.49,DRIVING,20
73.28,31.33,30.74,40.43,67.0,62.76,DRIVING,20
73.405,37.32,28.25,36.11,82.84,53.53,DRIVING,20
73.531,33.47,24.97,22.78,67.25,51.1,DRIVING,20
73.655,29.41,22.7,18.51,66.23,51.17,DRIVING,20
73.779,25.76,20.72,14.48,66.23,41.26,RIGHT_OBSTACLE,21
74.603,15.83,61.81,15.3,69.27,16.57,RIGHT_OBSTACLE,22
75.425,64.91,96.99,61.4,61.56,23.04,DRIVING,22
75.556,65.98,90.52,61.12,61.01,24.02,DRIVING,22
75.685,63.31,83.52,59.86,60.35,24.46,DRIVING,22
75.815,62.07,84.69,56.59,59.06,25.35,DRIVING,22
75.944,59.7,79.03,55.05,58.02,27.17,DRIVING,22
76.072,56.15,77.93,51.07,56.97,29.43,DRIVING,22
76.2,53.18,75.77,50.24,74.32,32.05,DRIVING,22
76.329,51.75,74.68,46.8,74.56,34.77,DRIVING,22
76.459,49.08,72.23,43.98,53.4,38.2,DRIVING,22
76.585,49.08,70.53,41.14,69.65,49.39,DRIVING,22
76.718,99.28,68.37,38.06,51.92,50.17,DRIVING,22
76.849,90.75,65.94,34.61,50.41,40.07,DRIVING,22
76.977,85.05,64.58,32.06,50.35,37.89,DRIVING,22
77.105,85.12,63.33,29.38,53.21,37.6,DRIVING,22
77.233,77.28,58.92,26.71,50.81,40.09,DRIVING,22
77.36,68.9,56.44,24.46,51.19,41.74,DRIVING,22
77.486,64.69,53.43,21.66,59.21,43.28,DRIVING,22
77.613,59.99,50.39,19.63,58.58,46.19,DRIVING,22
77.739,60.35,47.24,17.32,54.06,48.67,DRIVING,22
77.863,60.79,44.12,15.13,50.73,99.88,DRIVING,22
77.991,47.23,41.43,12.58,47.97,17.1,RIGHT_OBSTACLE,23
78.814,42.14,48.11,35.56,92.41,72.61,DRIVING,23
78.943,40.48,49.22,36.11,91.29,55.85,DRIVING,23
79.071,39.17,47.99,37.76,90.15,48.21,DRIVING,23
79.199,38.39,45.02,34.32,66.23,51.29,DRIVING,23
79.325,35.31,41.5,30.46,89.05,52.19,DRIVING,23
79.451,33.05,37.25,27.8,87.89,43.28,DRIVING,23
79.577,29.84,35.84,25.87,91.63,92.89,DRIVING,23
79.705,31.96,31.93,22.85,70.11,26.69,DRIVING,23
79.827,27.4,28.46,20.65,78.66,24.5,DRIVING,23
79.95,28.61,27.34,19.04,70.8,22.44,DRIVING,23
80.072,23.04,22.54,22.3,86.87,22.07,DRIVING,23
80.195,19.86,18.05,13.41,62.92,22.83,RIGHT_OBSTACLE,24
81.015,78.22,87.45,15.3,84.63,19.31,DRIVING,24
81.144,80.41,84.76,60.42,83.62,22.66,DRIVING,24
81.275,75.87,83.66,58.75,52.92,14.31,ADJUST_LEFT,24
81.604,70.74,83.2,14.25,83.2,30.14,RIGHT_OBSTACLE,25
82.434,78.52,49.84,72.88,48.88,61.71,DRIVING,25
82.564,76.81,48.4,73.66,48.21,62.78,DRIVING,25
82.694,77.15,47.5,73.78,48.04,65.65,DRIVING,25
82.825,74.07,46.38,75.68,46.44,69.55,DRIVING,25
82.955,70.87,44.71,73.59,45.31,71.67,DRIVING,25
83.085,66.54,42.43,71.23,43.74,74.36,DRIVING,25
83.215,62.8,40.36,66.93,42.21,72.83,DRIVING,25
83.344,58.34,38.13,64.28,40.6,67.58,DRIVING,25
83.472,53.72,35.87,61.3,38.78,67.76,DRIVING,25
83.599,49.84,33.56,58.11,36.67,71.86,DRIVING,25
83.726,45.2,31.13,55.57,35.62,78.83,DRIVING,25
83.852,40.78,28.25,52.14,33.24,74.66,DRIVING,25
83.978,37.91,26.18,48.89,95.95,77.67,DRIVING,25
84.107,33.52,23.44,45.95,96.1,79.25,DRIVING,25
84.235,29.21,20.88,43.52,96.29,78.8,DRIVING,25
84.363,26.11,18.11,40.73,57.56,79.73,DRIVING,25
84.488,22.3,15.78,36.3,65.77,81.16,DRIVING,25
84.613,17.85,12.19,31.94,92.36,82.02,RIGHT_OBSTACLE,26
85.439,10.01,74.49,7.4,74.09,18.46,RIGHT_OBSTACLE,27
86.262,70.11,67.88,70.45,76.47,15.66,DRIVING,27
86.391,70.92,97.0,69.33,77.55,16.57,DRIVING,27
86.523,68.75,88.54,67.78,82.31,19.06,DRIVING,27
86.654,66.54,65.35,64.52,74.46,92.72,DRIVING,27
86.789,63.07,86.99,61.54,73.68,91.72,DRIVING,27
86.923,61.68,86.75,58.91,75.63,92.0,DRIVING,27
87.057,65.77,84.25,56.36,82.37,92.8,DRIVING,27
87.191,58.17,83.74,53.09,79.2,68.48,DRIVING,27
87.323,53.65,77.4,50.76,79.7,69.12,DRIVING,27
87.455,37.74,73.66,47.4,70.23,45.14,DRIVING,27
87.583,33.76,70.79,42.74,76.11,63.1,DRIVING,27
87.712,29.78,37.35,40.02,73.03,48.04,DRIVING,27
87.838,43.84,64.55,36.69,71.11,64.8,DRIVING,27
87.966,23.85,38.56,35.45,73.44,48.09,DRIVING,27
88.091,18.38,63.27,31.11,66.54,35.48,RIGHT_OBSTACLE,28
88.916,62.07,68.75,57.02,74.87,17.46,DRIVING,28
89.044,59.53,67.64,53.87,74.61,44.3,DRIVING,28
89.175,57.99,65.99,61.4,76.41,44.78,DRIVING,28
89.305,54.66,64.67,52.9,74.75,46.14,DRIVING,28
89.434,51.41,62.05,51.61,75.53,48.45,DRIVING,28
89.563,45.76,58.75,48.93,72.86,48.33,DRIVING,28
89.692,41.84,56.49,46.38,74.51,48.91,DRIVING,28
89.819,38.15,52.8,45.78,68.99,49.15,DRIVING,28
89.946,34.48,49.47,43.35,71.23,49.74,DRIVING,28
90.073,30.92,46.55,37.11,71.79,45.42,DRIVING,28
90.199,42.02,42.94,33.07,72.86,40.99,DRIVING,28
90.324,37.98,39.53,24.46,54.59,40.51,DRIVING,28
90.447,34.24,35.97,22.1,71.89,34.75,DRIVING,28
90.571,30.45,32.39,17.2,49.71,34.7,DRIVING,28
90.693,26.76,29.72,14.01,55.56,32.62,RIGHT_OBSTACLE,29
91.514,65.64,70.21,26.49,73.49,26.11,DRIVING,29
91.642,64.75,69.75,29.26,70.87,25.81,DRIVING,29
91.769,61.97,67.97,97.46,80.16,25.28,DRIVING,29
91.901,59.59,65.77,97.82,83.67,24.45,DRIVING,29
92.033,56.39,63.95,68.0,82.13,24.34,DRIVING,29
92.163,53.3,61.54,57.04,79.93,23.66,DRIVING,29
92.291,48.38,58.46,53.57,42.86,23.32,DRIVING,29
92.417,44.73,58.46,48.47,46.33,23.21,DRIVING,29
92.545,41.29,93.13,48.45,46.26,23.26,DRIVING,29
92.67,37.03,93.13,42.26,48.71,23.34,DRIVING,29
92.798,34.12,90.54,35.39,53.14,23.51,DRIVING,29
92.924,30.43,97.43,31.4,54.76,23.8,DRIVING,29
93.05,28.95,93.93,26.28,59.45,23.87,DRIVING,29
93.176,25.86,94.77,22.39,57.83,24.97,DRIVING,29
93.301,22.0,90.03,23.63,84.58,25.52,DRIVING,29
93.428,18.45,86.0,14.59,51.0,26.33,RIGHT_OBSTACLE,30
