time,dist,distLeft,distRight,direction,status
75.273,33.66,-1,-1,-1,DRIVING
75.809,26.42,-1,-1,-1,DRIVING
76.345,13.11,79.44,10.97,LEFT,OBSTACLE
79.201,138.45,-1,-1,-1,DRIVING
79.745,68.92,-1,-1,-1,DRIVING
80.283,57.24,-1,-1,-1,DRIVING
80.821,49.23,-1,-1,-1,DRIVING
81.358,40.32,-1,-1,-1,DRIVING
81.896,35.80,-1,-1,-1,DRIVING
82.433,24.29,-1,-1,-1,DRIVING
82.968,16.20,25.52,7.51,LEFT,OBSTACLE
85.82,18.45,86.55,21.35,LEFT,OBSTACLE
88.677,18.45,86.12,18.16,LEFT,OBSTACLE
91.534,18.87,87.63,17.26,LEFT,OBSTACLE
94.391,77.86,-1,-1,-1,DRIVING
94.929,68.83,-1,-1,-1,DRIVING
95.468,56.32,-1,-1,-1,DRIVING
96.006,43.28,-1,-1,-1,DRIVING
96.543,33.03,-1,-1,-1,DRIVING
97.08,24.77,-1,-1,-1,DRIVING
97.615,3.32,3.18,5.80,RIGHT,OBSTACLE
100.464,26.42,-1,-1,-1,DRIVING
101.001,20.43,-1,-1,-1,DRIVING
101.538,17.77,8.91,72.90,RIGHT,OBSTACLE
104.394,65.64,-1,-1,-1,DRIVING
104.934,58.68,-1,-1,-1,DRIVING
105.474,47.02,-1,-1,-1,DRIVING
106.011,32.59,-1,-1,-1,DRIVING
106.549,18.87,7.60,97.17,RIGHT,OBSTACLE
109.407,38.78,-1,-1,-1,DRIVING
109.945,35.68,-1,-1,-1,DRIVING
110.483,101.15,-1,-1,-1,DRIVING
111.026,87.86,-1,-1,-1,DRIVING
111.566,6.41,3.84,54.11,RIGHT,OBSTACLE
114.419,56.42,-1,-1,-1,DRIVING
114.959,51.37,-1,-1,-1,DRIVING
115.497,40.26,-1,-1,-1,DRIVING
116.035,27.42,-1,-1,-1,DRIVING
116.573,37.91,-1,-1,-1,DRIVING
117.11,24.60,-1,-1,-1,DRIVING
117.648,25.62,-1,-1,-1,DRIVING
118.184,13.99,5.37,20.94,RIGHT,OBSTACLE
121.038,25.23,-1,-1,-1,DRIVING
121.575,19.04,17.39,77.98,RIGHT,OBSTACLE
124.434,92.55,-1,-1,-1,DRIVING
124.975,66.40,-1,-1,-1,DRIVING
125.514,53.28,-1,-1,-1,DRIVING
126.053,40.04,-1,-1,-1,DRIVING
126.592,27.06,-1,-1,-1,DRIVING
127.128,14.01,64.80,27.56,LEFT,OBSTACLE
129.985,56.70,-1,-1,-1,DRIVING
130.525,47.87,-1,-1,-1,DRIVING
131.062,35.11,-1,-1,-1,DRIVING
131.601,21.18,-1,-1,-1,DRIVING
132.137,7.84,10.51,9.44,LEFT,OBSTACLE
134.987,77.52,-1,-1,-1,DRIVING
135.528,70.57,-1,-1,-1,DRIVING
136.068,57.92,-1,-1,-1,DRIVING
136.607,44.40,-1,-1,-1,DRIVING
137.145,32.06,-1,-1,-1,DRIVING
137.682,23.05,-1,-1,-1,DRIVING
138.22,9.95,45.20,5.68,LEFT,OBSTACLE
141.072,45.85,-1,-1,-1,DRIVING
141.611,38.54,-1,-1,-1,DRIVING
142.148,26.89,-1,-1,-1,DRIVING
142.685,12.77,56.36,23.49,LEFT,OBSTACLE
145.542,68.00,-1,-1,-1,DRIVING
146.081,60.62,-1,-1,-1,DRIVING
146.62,48.21,-1,-1,-1,DRIVING
147.159,34.73,-1,-1,-1,DRIVING
147.696,21.25,-1,-1,-1,DRIVING
148.234,6.94,59.74,22.07,LEFT,OBSTACLE
151.089,49.16,-1,-1,-1,DRIVING
151.627,42.38,-1,-1,-1,DRIVING
152.165,31.23,-1,-1,-1,DRIVING
152.702,17.32,25.33,14.42,LEFT,OBSTACLE
